chinchilla_lanigera ENSCLAG00000006594
octodon_degus ENSODEG00000007598
cavia_aperea ENSCAPG00000005530
cavia_porcellus ENSCPOG00000012429
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005489
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001224
fukomys_damarensis ENSFDAG00000003971
spermophilus_dauricus ENSSDAG00000016393
ictidomys_tridecemlineatus ENSSTOG00000024669
urocitellus_parryii ENSUPAG00010022833
marmota_marmota_marmota ENSMMMG00000002873
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017335
mus_spicilegus ENSMSIG00000017187
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000047342
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016498
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017627
rattus_norvegicus ENSRNOG00000003218
meriones_unguiculatus ENSMUGG00000017347
peromyscus_maniculatus_bairdii ENSPEMG00000018959
microtus_ochrogaster ENSMOCG00000019959
cricetulus_griseus_crigri-picr ENSCGRG00015014580
cricetulus_griseus_crigri_1.0 ENSCGRG00000006447
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001071
mesocricetus_auratus ENSMAUG00000020040
nannospalax_galili ENSNGAG00000019787
jaculus_jaculus ENSJJAG00000009917
castor_canadensis ENSCCNG00000025090
dipodomys_ordii ENSDORG00000023661
oryctolagus_cuniculus ENSOCUG00000024037
ochotona_princeps ENSOPRG00000013892
homo_sapiens ENSG00000187607
homo_sapiens ENSG00000255104
pan_troglodytes ENSPTRG00000008803
pan_paniscus ENSPPAG00000004292
gorilla_gorilla ENSGGOG00000040126
pongo_abelii ENSPPYG00000029913
nomascus_leucogenys ENSNLEG00000014652
piliocolobus_tephrosceles ENSPTEG00000036199
colobus_angolensis_palliatus ENSCANG00000036956
rhinopithecus_bieti ENSRBIG00000033234
rhinopithecus_roxellana ENSRROG00000043274
macaca_mulatta ENSMMUG00000002354
macaca_fascicularis ENSMFAG00000037564
macaca_nemestrina ENSMNEG00000044159
papio_anubis ENSPANG00000023728
mandrillus_leucophaeus ENSMLEG00000039550
cercocebus_atys ENSCATG00000033538
theropithecus_gelada ENSTGEG00000000534
homo_sapiens ENSG00000249459
chlorocebus_sabaeus ENSCSAG00000008839
saimiri_boliviensis_boliviensis ENSSBOG00000032960
callithrix_jacchus ENSCJAG00000004366
cebus_capucinus_imitator ENSCCAG00000027728
aotus_nancymaae ENSANAG00000016244
carlito_syrichta ENSTSYG00000002897
propithecus_coquereli ENSPCOG00000019801
microcebus_murinus ENSMICG00000034480
prolemur_simus ENSPSMG00000014237
otolemur_garnettii ENSOGAG00000005719
equus_asinus_asinus ENSEASG00005017262
equus_caballus ENSECAG00000002943
bison_bison_bison ENSBBBG00000014235
bison_bison_bison ENSBBBG00000014240
bos_mutus ENSBMUG00000013956
bos_taurus ENSBTAG00000000943
ovis_aries ENSOARG00000016792
capra_hircus ENSCHIG00000014980
tursiops_truncatus ENSTTRG00000017194
vicugna_pacos ENSVPAG00000012293
sus_scrofa ENSSSCG00000018029
myotis_lucifugus ENSMLUG00000015932
pteropus_vampyrus ENSPVAG00000015636
sorex_araneus ENSSARG00000003418
erinaceus_europaeus ENSEEUG00000014577
ursus_americanus ENSUAMG00000002691
ursus_americanus ENSUAMG00000001258
ursus_maritimus ENSUMAG00000007025
ailuropoda_melanoleuca ENSAMEG00000004806
mustela_putorius_furo ENSMPUG00000010104
neovison_vison ENSNVIG00000010845
canis_lupus_familiaris ENSCAFG00000031764
canis_lupus_dingo ENSCAFG00020021799
vulpes_vulpes ENSVVUG00000029972
panthera_tigris_altaica ENSPTIG00000010028
panthera_pardus ENSPPRG00000010390
felis_catus ENSFCAG00000029151
panthera_pardus ENSPPRG00000011190
canis_lupus_dingo ENSCAFG00020021801
equus_asinus_asinus ENSEASG00005017261
equus_caballus ENSECAG00000037463
chlorocebus_sabaeus ENSCSAG00000008909
dasypus_novemcinctus ENSDNOG00000047188
loxodonta_africana ENSLAFG00000016102
echinops_telfairi ENSETEG00000005043
monodelphis_domestica ENSMODG00000008540
sarcophilus_harrisii ENSSHAG00000000878
