loxodonta_africana ENSLAFG00000030606
procavia_capensis ENSPCAG00000011704
dasypus_novemcinctus ENSDNOG00000010768
choloepus_hoffmanni ENSCHOG00000009272
ursus_maritimus ENSUMAG00000020753
ursus_americanus ENSUAMG00000020581
ailuropoda_melanoleuca ENSAMEG00000000894
mustela_putorius_furo ENSMPUG00000005808
canis_lupus_dingo ENSCAFG00020018159
canis_lupus_familiaris ENSCAFG00000006676
vulpes_vulpes ENSVVUG00000013651
panthera_pardus ENSPPRG00000012480
panthera_tigris_altaica ENSPTIG00000017203
felis_catus ENSFCAG00000040630
sorex_araneus ENSSARG00000009201
neovison_vison ENSNVIG00000016450
equus_asinus_asinus ENSEASG00005001459
equus_caballus ENSECAG00000000190
erinaceus_europaeus ENSEEUG00000002219
tursiops_truncatus ENSTTRG00000003914
sus_scrofa ENSSSCG00000002929
bos_mutus ENSBMUG00000017766
bison_bison_bison ENSBBBG00000022387
bos_taurus ENSBTAG00000019679
ovis_aries ENSOARG00000005182
capra_hircus ENSCHIG00000024757
myotis_lucifugus ENSMLUG00000012247
pteropus_vampyrus ENSPVAG00000012875
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030609
mus_spicilegus ENSMSIG00000004752
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019737
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029513
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012747
rattus_norvegicus ENSRNOG00000049277
rattus_norvegicus ENSRNOG00000020830
meriones_unguiculatus ENSMUGG00000012474
peromyscus_maniculatus_bairdii ENSPEMG00000007737
microtus_ochrogaster ENSMOCG00000022555
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021539
cricetulus_griseus_crigri-picr ENSCGRG00015016642
cricetulus_griseus_crigri_1.0 ENSCGRG00000012426
mesocricetus_auratus ENSMAUG00000020608
nannospalax_galili ENSNGAG00000018781
jaculus_jaculus ENSJJAG00000009721
castor_canadensis ENSCCNG00000009070
urocitellus_parryii ENSUPAG00010012498
ictidomys_tridecemlineatus ENSSTOG00000026345
marmota_marmota_marmota ENSMMMG00000004796
spermophilus_dauricus ENSSDAG00000009633
chinchilla_lanigera ENSCLAG00000016485
octodon_degus ENSODEG00000015197
cavia_aperea ENSCAPG00000015258
cavia_porcellus ENSCPOG00000012062
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015941
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005695
fukomys_damarensis ENSFDAG00000021397
ochotona_princeps ENSOPRG00000001673
pan_paniscus ENSPPAG00000033943
pan_troglodytes ENSPTRG00000010878
homo_sapiens ENSG00000181392
gorilla_gorilla ENSGGOG00000000883
pongo_abelii ENSPPYG00000009892
nomascus_leucogenys ENSNLEG00000011615
macaca_mulatta ENSMMUG00000019699
macaca_nemestrina ENSMNEG00000029792
macaca_fascicularis ENSMFAG00000040369
cercocebus_atys ENSCATG00000009810
theropithecus_gelada ENSTGEG00000008430
papio_anubis ENSPANG00000005878
mandrillus_leucophaeus ENSMLEG00000029473
chlorocebus_sabaeus ENSCSAG00000004284
rhinopithecus_roxellana ENSRROG00000021601
rhinopithecus_bieti ENSRBIG00000038765
piliocolobus_tephrosceles ENSPTEG00000011996
colobus_angolensis_palliatus ENSCANG00000029225
cebus_capucinus_imitator ENSCCAG00000037818
callithrix_jacchus ENSCJAG00000009750
saimiri_boliviensis_boliviensis ENSSBOG00000001300
aotus_nancymaae ENSANAG00000032642
carlito_syrichta ENSTSYG00000013826
propithecus_coquereli ENSPCOG00000027453
prolemur_simus ENSPSMG00000001333
microcebus_murinus ENSMICG00000010163
otolemur_garnettii ENSOGAG00000011485
tupaia_belangeri ENSTBEG00000006843
notamacropus_eugenii ENSMEUG00000007236
phascolarctos_cinereus ENSPCIG00000015474
ornithorhynchus_anatinus ENSOANG00000003716
