marmota_marmota_marmota ENSMMMG00000011625
urocitellus_parryii ENSUPAG00010015708
mesocricetus_auratus ENSMAUG00000000344
peromyscus_maniculatus_bairdii ENSPEMG00000011835
meriones_unguiculatus ENSMUGG00000007114
mesocricetus_auratus ENSMAUG00000002398
peromyscus_maniculatus_bairdii ENSPEMG00000006219
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000060726
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034576
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033407
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031947
rattus_norvegicus ENSRNOG00000053780
numida_meleagris ENSNMEG00000011466
