anas_platyrhynchos_platyrhynchos ENSAPLG00000011242
anser_brachyrhynchus ENSABRG00000016331
meleagris_gallopavo ENSMGAG00000009121
gallus_gallus ENSGALG00000028407
numida_meleagris ENSNMEG00000020506
calidris_pygmaea ENSCPGG00000010855
calidris_pugnax ENSCPUG00000006429
melopsittacus_undulatus ENSMUNG00000003908
manacus_vitellinus ENSMVIG00005017565
lepidothrix_coronata ENSLCOG00000011090
apteryx_haastii ENSAHAG00000007531
apteryx_owenii ENSAOWG00000008418
apteryx_rowi ENSARWG00000001881
dromaius_novaehollandiae ENSDNVG00000011188
junco_hyemalis ENSJHYG00000006966
zonotrichia_albicollis ENSZALG00000014027
serinus_canaria ENSSCAG00000001629
taeniopygia_guttata ENSTGUG00000000194
taeniopygia_guttata ENSTGUG00000013984
lonchura_striata_domestica ENSLSDG00000004330
cyanistes_caeruleus ENSCCEG00000019149
parus_major ENSPMJG00000006310
ficedula_albicollis ENSFALG00000008907
nothoprocta_perdicaria ENSNPEG00000002890
crocodylus_porosus ENSCPRG00005008485
chelonoidis_abingdonii ENSCABG00000010229
gopherus_agassizii ENSGAGG00000020229
chrysemys_picta_bellii ENSCPBG00000016514
pelodiscus_sinensis ENSPSIG00000012848
pogona_vitticeps ENSPVIG00000006055
anolis_carolinensis ENSACAG00000013046
notechis_scutatus ENSNSUG00000008317
salvator_merianae ENSSMRG00000017969
sphenodon_punctatus ENSSPUG00000012186
bos_taurus ENSBTAG00000009478
bos_mutus ENSBMUG00000002563
bison_bison_bison ENSBBBG00000018948
ovis_aries ENSOARG00000013229
capra_hircus ENSCHIG00000008167
tursiops_truncatus ENSTTRG00000014726
sus_scrofa ENSSSCG00000014288
vicugna_pacos ENSVPAG00000010743
ursus_americanus ENSUAMG00000025987
ursus_maritimus ENSUMAG00000018085
ailuropoda_melanoleuca ENSAMEG00000017761
neovison_vison ENSNVIG00000017386
mustela_putorius_furo ENSMPUG00000010451
canis_lupus_dingo ENSCAFG00020000928
canis_lupus_familiaris ENSCAFG00000000916
vulpes_vulpes ENSVVUG00000024542
panthera_pardus ENSPPRG00000013905
panthera_tigris_altaica ENSPTIG00000021103
felis_catus ENSFCAG00000012423
equus_caballus ENSECAG00000021088
equus_asinus_asinus ENSEASG00005018352
myotis_lucifugus ENSMLUG00000015073
pteropus_vampyrus ENSPVAG00000015199
erinaceus_europaeus ENSEEUG00000011135
sorex_araneus ENSSARG00000014045
castor_canadensis ENSCCNG00000028939
dipodomys_ordii ENSDORG00000007464
peromyscus_maniculatus_bairdii ENSPEMG00000014428
microtus_ochrogaster ENSMOCG00000017121
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019031
cricetulus_griseus_crigri-picr ENSCGRG00015025068
cricetulus_griseus_crigri_1.0 ENSCGRG00000011822
mesocricetus_auratus ENSMAUG00000008310
mus_spicilegus ENSMSIG00000018922
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000018238
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017178
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016334
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017469
rattus_norvegicus ENSRNOG00000007301
meriones_unguiculatus ENSMUGG00000018800
nannospalax_galili ENSNGAG00000015065
jaculus_jaculus ENSJJAG00000009480
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018777
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006174
fukomys_damarensis ENSFDAG00000013040
cavia_porcellus ENSCPOG00000023775
spermophilus_dauricus ENSSDAG00000020027
urocitellus_parryii ENSUPAG00010015820
marmota_marmota_marmota ENSMMMG00000016341
ictidomys_tridecemlineatus ENSSTOG00000024725
oryctolagus_cuniculus ENSOCUG00000013621
pan_troglodytes ENSPTRG00000046389
pan_troglodytes ENSPTRG00000017225
pan_paniscus ENSPPAG00000035552
homo_sapiens ENSG00000164404
gorilla_gorilla ENSGGOG00000012318
pongo_abelii ENSPPYG00000015772
nomascus_leucogenys ENSNLEG00000012865
cercocebus_atys ENSCATG00000039023
papio_anubis ENSPANG00000004785
mandrillus_leucophaeus ENSMLEG00000040252
macaca_fascicularis ENSMFAG00000001481
macaca_nemestrina ENSMNEG00000036613
macaca_mulatta ENSMMUG00000044819
theropithecus_gelada ENSTGEG00000019741
