caenorhabditis_elegans_strain_n2 WBGene00013151
drosophila_melanogaster FBgn0259704
lepidothrix_coronata ENSLCOG00000014852
manacus_vitellinus ENSMVIG00005009136
lonchura_striata_domestica ENSLSDG00000009927
taeniopygia_guttata ENSTGUG00000003110
serinus_canaria ENSSCAG00000004020
junco_hyemalis ENSJHYG00000015102
zonotrichia_albicollis ENSZALG00000004041
parus_major ENSPMJG00000018842
ficedula_albicollis ENSFALG00000013697
melopsittacus_undulatus ENSMUNG00000007502
calidris_pugnax ENSCPUG00000011416
calidris_pygmaea ENSCPGG00000005956
anas_platyrhynchos_platyrhynchos ENSAPLG00000008049
anser_brachyrhynchus ENSABRG00000006983
meleagris_gallopavo ENSMGAG00000001654
gallus_gallus ENSGALG00000000891
coturnix_japonica ENSCJPG00005004262
numida_meleagris ENSNMEG00000012528
apteryx_rowi ENSARWG00000008978
apteryx_haastii ENSAHAG00000012175
apteryx_owenii ENSAOWG00000011719
dromaius_novaehollandiae ENSDNVG00000016556
crocodylus_porosus ENSCPRG00005006652
chelonoidis_abingdonii ENSCABG00000004504
gopherus_agassizii ENSGAGG00000017057
chrysemys_picta_bellii ENSCPBG00000009699
pelodiscus_sinensis ENSPSIG00000007787
pogona_vitticeps ENSPVIG00000013020
anolis_carolinensis ENSACAG00000000193
notechis_scutatus ENSNSUG00000005815
salvator_merianae ENSSMRG00000008641
sphenodon_punctatus ENSSPUG00000000580
ochotona_princeps ENSOPRG00000006191
oryctolagus_cuniculus ENSOCUG00000013325
gorilla_gorilla ENSGGOG00000043878
gorilla_gorilla ENSGGOG00000011730
pan_troglodytes ENSPTRG00000045195
pongo_abelii ENSPPYG00000017479
nomascus_leucogenys ENSNLEG00000008648
pan_troglodytes ENSPTRG00000046760
pan_troglodytes ENSPTRG00000042795
pongo_abelii ENSPPYG00000018249
nomascus_leucogenys ENSNLEG00000015518
macaca_nemestrina ENSMNEG00000032761
macaca_mulatta ENSMMUG00000022776
theropithecus_gelada ENSTGEG00000004795
papio_anubis ENSPANG00000018605
mandrillus_leucophaeus ENSMLEG00000033115
cercocebus_atys ENSCATG00000015253
chlorocebus_sabaeus ENSCSAG00000018161
colobus_angolensis_palliatus ENSCANG00000043217
piliocolobus_tephrosceles ENSPTEG00000018055
rhinopithecus_bieti ENSRBIG00000031049
rhinopithecus_roxellana ENSRROG00000041917
pan_troglodytes ENSPTRG00000019268
pan_paniscus ENSPPAG00000037296
homo_sapiens ENSG00000130305
pongo_abelii ENSPPYG00000017508
macaca_fascicularis ENSMFAG00000037773
cebus_capucinus_imitator ENSCCAG00000021042
saimiri_boliviensis_boliviensis ENSSBOG00000028211
callithrix_jacchus ENSCJAG00000016968
aotus_nancymaae ENSANAG00000029059
carlito_syrichta ENSTSYG00000036549
propithecus_coquereli ENSPCOG00000026928
prolemur_simus ENSPSMG00000020405
microcebus_murinus ENSMICG00000035469
otolemur_garnettii ENSOGAG00000002362
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028834
mus_spicilegus ENSMSIG00000012692
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000000916
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027835
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024415
rattus_norvegicus ENSRNOG00000001450
meriones_unguiculatus ENSMUGG00000000942
peromyscus_maniculatus_bairdii ENSPEMG00000010466
microtus_ochrogaster ENSMOCG00000021028
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006270
cricetulus_griseus_crigri-picr ENSCGRG00015004808
cricetulus_griseus_crigri_1.0 ENSCGRG00000006943
mesocricetus_auratus ENSMAUG00000019013
nannospalax_galili ENSNGAG00000015157
jaculus_jaculus ENSJJAG00000012146
castor_canadensis ENSCCNG00000015369
dipodomys_ordii ENSDORG00000010530
chinchilla_lanigera ENSCLAG00000005624
octodon_degus ENSODEG00000015132
cavia_porcellus ENSCPOG00000023149
cavia_aperea ENSCAPG00000013989
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018321
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003118
fukomys_damarensis ENSFDAG00000009683
urocitellus_parryii ENSUPAG00010015725
ictidomys_tridecemlineatus ENSSTOG00000015023
marmota_marmota_marmota ENSMMMG00000010167
spermophilus_dauricus ENSSDAG00000017969
capra_hircus ENSCHIG00000012082
ovis_aries ENSOARG00000012934
bos_taurus ENSBTAG00000017941
bos_taurus ENSBTAG00000054515
bos_mutus ENSBMUG00000007901
bison_bison_bison ENSBBBG00000008491
sus_scrofa ENSSSCG00000007704
vicugna_pacos ENSVPAG00000007305
ursus_americanus ENSUAMG00000016585
ursus_maritimus ENSUMAG00000013592
ailuropoda_melanoleuca ENSAMEG00000011119
neovison_vison ENSNVIG00000004273
mustela_putorius_furo ENSMPUG00000016038
canis_lupus_dingo ENSCAFG00020012547
canis_lupus_familiaris ENSCAFG00000013197
vulpes_vulpes ENSVVUG00000024659
panthera_pardus ENSPPRG00000014831
panthera_tigris_altaica ENSPTIG00000013561
felis_catus ENSFCAG00000012667
equus_caballus ENSECAG00000012138
equus_asinus_asinus ENSEASG00005016116
pteropus_vampyrus ENSPVAG00000012102
myotis_lucifugus ENSMLUG00000008380
tupaia_belangeri ENSTBEG00000002356
dasypus_novemcinctus ENSDNOG00000000305
choloepus_hoffmanni ENSCHOG00000013725
loxodonta_africana ENSLAFG00000017255
procavia_capensis ENSPCAG00000010802
echinops_telfairi ENSETEG00000000934
erinaceus_europaeus ENSEEUG00000004861
notamacropus_eugenii ENSMEUG00000012463
phascolarctos_cinereus ENSPCIG00000023276
monodelphis_domestica ENSMODG00000013753
sarcophilus_harrisii ENSSHAG00000015172
ornithorhynchus_anatinus ENSOANG00000014405
ornithorhynchus_anatinus ENSOANG00000028972
xenopus_tropicalis ENSXETG00000010332
latimeria_chalumnae ENSLACG00000018926
tetraodon_nigroviridis ENSTNIG00000012017
takifugu_rubripes ENSTRUG00000017748
mola_mola ENSMMOG00000021664
gasterosteus_aculeatus ENSGACG00000006042
labrus_bergylta ENSLBEG00000007743
mastacembelus_armatus ENSMAMG00000017048
monopterus_albus ENSMALG00000003855
anabas_testudineus ENSATEG00000010576
scophthalmus_maximus ENSSMAG00000014614
cynoglossus_semilaevis ENSCSEG00000000376
seriola_dumerili ENSSDUG00000015935
seriola_lalandi_dorsalis ENSSLDG00000023045
poecilia_mexicana ENSPMEG00000006237
poecilia_reticulata ENSPREG00000000892
poecilia_latipinna ENSPLAG00000009355
poecilia_formosa ENSPFOG00000006001
xiphophorus_couchianus ENSXCOG00000003176
xiphophorus_maculatus ENSXMAG00000019220
gambusia_affinis ENSGAFG00000019082
fundulus_heteroclitus ENSFHEG00000022931
cyprinodon_variegatus ENSCVAG00000001813
kryptolebias_marmoratus ENSKMAG00000011806
oryzias_latipes_asm223467v1 ENSORLG00000003480
oryzias_latipes_asm223471v1 ENSORLG00020017611
oryzias_latipes_asm223469v1 ENSORLG00015009554
oryzias_melastigma ENSOMEG00000006110
pundamilia_nyererei ENSPNYG00000009412
haplochromis_burtoni ENSHBUG00000007202
maylandia_zebra ENSMZEG00005020689
astatotilapia_calliptera ENSACLG00000021086
neolamprologus_brichardi ENSNBRG00000001723
oreochromis_niloticus ENSONIG00000001912
amphilophus_citrinellus ENSACIG00000001153
amphiprion_ocellaris ENSAOCG00000019331
amphiprion_percula ENSAPEG00000013003
acanthochromis_polyacanthus ENSAPOG00000016848
stegastes_partitus ENSSPAG00000002242
hippocampus_comes ENSHCOG00000002678
periophthalmus_magnuspinnatus ENSPMGG00000000744
gadus_morhua ENSGMOG00000005869
esox_lucius ENSELUG00000013971
pygocentrus_nattereri ENSPNAG00000005627
astyanax_mexicanus ENSAMXG00000016626
ictalurus_punctatus ENSIPUG00000009246
danio_rerio ENSDARG00000043209
paramormyrops_kingsleyae ENSPKIG00000010935
scleropages_formosus ENSSFOG00015004641
lepisosteus_oculatus ENSLOCG00000001105
eptatretus_burgeri ENSEBUG00000006181
ciona_intestinalis ENSCING00000023888
ciona_savignyi ENSCSAVG00000006814
saccharomyces_cerevisiae_strain_s288c YNL022C
