neovison_vison ENSNVIG00000002371
canis_lupus_dingo ENSCAFG00020015601
bos_mutus ENSBMUG00000012541
bos_taurus ENSBTAG00000054695
bison_bison_bison ENSBBBG00000021397
capra_hircus ENSCHIG00000020619
piliocolobus_tephrosceles ENSPTEG00000034236
rhinopithecus_bieti ENSRBIG00000035549
papio_anubis ENSPANG00000035528
theropithecus_gelada ENSTGEG00000026089
mandrillus_leucophaeus ENSMLEG00000027815
macaca_fascicularis ENSMFAG00000034945
pan_paniscus ENSPPAG00000015674
pan_troglodytes ENSPTRG00000046920
saimiri_boliviensis_boliviensis ENSSBOG00000036163
cebus_capucinus_imitator ENSCCAG00000022306
aotus_nancymaae ENSANAG00000023582
