calidris_pugnax ENSCPUG00000010780
calidris_pygmaea ENSCPGG00000001761
melopsittacus_undulatus ENSMUNG00000007241
taeniopygia_guttata ENSTGUG00000003159
serinus_canaria ENSSCAG00000015186
junco_hyemalis ENSJHYG00000006996
zonotrichia_albicollis ENSZALG00000011369
lonchura_striata_domestica ENSLSDG00000013924
ficedula_albicollis ENSFALG00000009266
cyanistes_caeruleus ENSCCEG00000006106
parus_major ENSPMJG00000003296
lepidothrix_coronata ENSLCOG00000014887
manacus_vitellinus ENSMVIG00005017472
anser_brachyrhynchus ENSABRG00000006845
anas_platyrhynchos_platyrhynchos ENSAPLG00000015790
coturnix_japonica ENSCJPG00005012576
meleagris_gallopavo ENSMGAG00000010917
gallus_gallus ENSGALG00000011251
numida_meleagris ENSNMEG00000008413
apteryx_haastii ENSAHAG00000003444
apteryx_rowi ENSARWG00000003466
apteryx_owenii ENSAOWG00000017655
dromaius_novaehollandiae ENSDNVG00000012087
nothoprocta_perdicaria ENSNPEG00000000611
crocodylus_porosus ENSCPRG00005001492
gopherus_agassizii ENSGAGG00000018625
chelonoidis_abingdonii ENSCABG00000014038
chrysemys_picta_bellii ENSCPBG00000022549
pelodiscus_sinensis ENSPSIG00000011227
anolis_carolinensis ENSACAG00000007864
notechis_scutatus ENSNSUG00000010455
pogona_vitticeps ENSPVIG00000007980
salvator_merianae ENSSMRG00000011861
sphenodon_punctatus ENSSPUG00000001755
ornithorhynchus_anatinus ENSOANG00000004993
ornithorhynchus_anatinus ENSOANG00000031680
notamacropus_eugenii ENSMEUG00000016499
phascolarctos_cinereus ENSPCIG00000028315
monodelphis_domestica ENSMODG00000014750
sarcophilus_harrisii ENSSHAG00000011231
loxodonta_africana ENSLAFG00000028726
loxodonta_africana ENSLAFG00000005895
microcebus_murinus ENSMICG00000049088
propithecus_coquereli ENSPCOG00000020537
prolemur_simus ENSPSMG00000008857
otolemur_garnettii ENSOGAG00000016352
homo_sapiens ENSG00000131374
gorilla_gorilla ENSGGOG00000016312
pan_troglodytes ENSPTRG00000014676
pan_paniscus ENSPPAG00000033604
pongo_abelii ENSPPYG00000014078
nomascus_leucogenys ENSNLEG00000000935
macaca_fascicularis ENSMFAG00000002555
macaca_mulatta ENSMMUG00000023776
macaca_nemestrina ENSMNEG00000039655
papio_anubis ENSPANG00000008920
theropithecus_gelada ENSTGEG00000017473
cercocebus_atys ENSCATG00000044866
mandrillus_leucophaeus ENSMLEG00000042528
chlorocebus_sabaeus ENSCSAG00000009930
piliocolobus_tephrosceles ENSPTEG00000034994
colobus_angolensis_palliatus ENSCANG00000034273
rhinopithecus_roxellana ENSRROG00000015637
rhinopithecus_bieti ENSRBIG00000034049
cebus_capucinus_imitator ENSCCAG00000035716
saimiri_boliviensis_boliviensis ENSSBOG00000018924
callithrix_jacchus ENSCJAG00000003617
aotus_nancymaae ENSANAG00000032290
peromyscus_maniculatus_bairdii ENSPEMG00000019337
microtus_ochrogaster ENSMOCG00000017358
