eptatretus_burgeri ENSEBUG00000016214
petromyzon_marinus ENSPMAG00000006880
gadus_morhua ENSGMOG00000001646
fundulus_heteroclitus ENSFHEG00000014532
astyanax_mexicanus ENSAMXG00000010445
pygocentrus_nattereri ENSPNAG00000008241
ictalurus_punctatus ENSIPUG00000006168
danio_rerio ENSDARG00000094709
oryzias_latipes_asm223467v1 ENSORLG00000010847
oryzias_latipes_asm223469v1 ENSORLG00015009927
oryzias_latipes_asm223471v1 ENSORLG00020009947
oryzias_melastigma ENSOMEG00000003634
fundulus_heteroclitus ENSFHEG00000014538
gambusia_affinis ENSGAFG00000002766
seriola_lalandi_dorsalis ENSSLDG00000004064
seriola_lalandi_dorsalis ENSSLDG00000009312
labrus_bergylta ENSLBEG00000017173
pundamilia_nyererei ENSPNYG00000000635
maylandia_zebra ENSMZEG00005000976
haplochromis_burtoni ENSHBUG00000009050
astatotilapia_calliptera ENSACLG00000000787
neolamprologus_brichardi ENSNBRG00000015782
oreochromis_niloticus ENSONIG00000006036
amphilophus_citrinellus ENSACIG00000016662
kryptolebias_marmoratus ENSKMAG00000013576
amphiprion_ocellaris ENSAOCG00000024181
amphiprion_ocellaris ENSAOCG00000020462
amphiprion_percula ENSAPEG00000015271
acanthochromis_polyacanthus ENSAPOG00000016146
stegastes_partitus ENSSPAG00000012402
tetraodon_nigroviridis ENSTNIG00000005852
takifugu_rubripes ENSTRUG00000020453
mola_mola ENSMMOG00000004265
gasterosteus_aculeatus ENSGACG00000004052
mastacembelus_armatus ENSMAMG00000004884
monopterus_albus ENSMALG00000020370
anabas_testudineus ENSATEG00000004632
seriola_lalandi_dorsalis ENSSLDG00000021379
seriola_dumerili ENSSDUG00000007515
scophthalmus_maximus ENSSMAG00000011578
poecilia_formosa ENSPFOG00000016633
poecilia_mexicana ENSPMEG00000022283
poecilia_reticulata ENSPREG00000008262
poecilia_latipinna ENSPLAG00000021807
xiphophorus_maculatus ENSXMAG00000002296
xiphophorus_couchianus ENSXCOG00000011539
cyprinodon_variegatus ENSCVAG00000006913
cynoglossus_semilaevis ENSCSEG00000000522
periophthalmus_magnuspinnatus ENSPMGG00000002868
esox_lucius ENSELUG00000022956
scleropages_formosus ENSSFOG00015002122
chrysemys_picta_bellii ENSCPBG00000015064
gopherus_agassizii ENSGAGG00000011435
pelodiscus_sinensis ENSPSIG00000014201
apteryx_haastii ENSAHAG00000014134
apteryx_owenii ENSAOWG00000012594
apteryx_rowi ENSARWG00000001071
dromaius_novaehollandiae ENSDNVG00000001281
nothoprocta_perdicaria ENSNPEG00000002559
gallus_gallus ENSGALG00000008557
coturnix_japonica ENSCJPG00005004129
numida_meleagris ENSNMEG00000009832
melopsittacus_undulatus ENSMUNG00000006012
calidris_pugnax ENSCPUG00000010147
calidris_pygmaea ENSCPGG00000011209
anas_platyrhynchos_platyrhynchos ENSAPLG00000024734
anser_brachyrhynchus ENSABRG00000004304
lepidothrix_coronata ENSLCOG00000002793
ficedula_albicollis ENSFALG00000007395
serinus_canaria ENSSCAG00000001445
manacus_vitellinus ENSMVIG00005006540
meleagris_gallopavo ENSMGAG00000007409
junco_hyemalis ENSJHYG00000010314
zonotrichia_albicollis ENSZALG00000015560
parus_major ENSPMJG00000006753
lonchura_striata_domestica ENSLSDG00000004316
taeniopygia_guttata ENSTGUG00000001236
taeniopygia_guttata ENSTGUG00000016302
serinus_canaria ENSSCAG00000010335
chelonoidis_abingdonii ENSCABG00000012016
crocodylus_porosus ENSCPRG00005009964
anolis_carolinensis ENSACAG00000005634
pogona_vitticeps ENSPVIG00000006050
salvator_merianae ENSSMRG00000014058
sphenodon_punctatus ENSSPUG00000014073
dasypus_novemcinctus ENSDNOG00000010331
ornithorhynchus_anatinus ENSOANG00000005704
loxodonta_africana ENSLAFG00000001487
procavia_capensis ENSPCAG00000014393
echinops_telfairi ENSETEG00000016018
ochotona_princeps ENSOPRG00000009205
gorilla_gorilla ENSGGOG00000009327
sorex_araneus ENSSARG00000013610
vicugna_pacos ENSVPAG00000002349
ovis_aries ENSOARG00000017814
capra_hircus ENSCHIG00000026796
bos_mutus ENSBMUG00000015862
bison_bison_bison ENSBBBG00000001230
tursiops_truncatus ENSTTRG00000008411
sus_scrofa ENSSSCG00000031456
erinaceus_europaeus ENSEEUG00000004551
bos_taurus ENSBTAG00000043964
equus_caballus ENSECAG00000009195
equus_asinus_asinus ENSEASG00005019941
myotis_lucifugus ENSMLUG00000001833
ursus_maritimus ENSUMAG00000013390
ursus_americanus ENSUAMG00000014901
ailuropoda_melanoleuca ENSAMEG00000012973
