sphenodon_punctatus ENSSPUG00000018166
lonchura_striata_domestica ENSLSDG00000003594
pogona_vitticeps ENSPVIG00000010245
notechis_scutatus ENSNSUG00000002718
salvator_merianae ENSSMRG00000003164
piliocolobus_tephrosceles ENSPTEG00000019711
macaca_mulatta ENSMMUG00000041869
otolemur_garnettii ENSOGAG00000004388
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017876
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016611
sorex_araneus ENSSARG00000000468
cricetulus_griseus_crigri_1.0 ENSCGRG00000012152
peromyscus_maniculatus_bairdii ENSPEMG00000027413
nomascus_leucogenys ENSNLEG00000027621
cercocebus_atys ENSCATG00000043622
rhinopithecus_bieti ENSRBIG00000029554
equus_caballus ENSECAG00000032877
cavia_porcellus ENSCPOG00000012853
papio_anubis ENSPANG00000030661
sorex_araneus ENSSARG00000011230
choloepus_hoffmanni ENSCHOG00000007476
sarcophilus_harrisii ENSSHAG00000008213
ictidomys_tridecemlineatus ENSSTOG00000024711
marmota_marmota_marmota ENSMMMG00000019236
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014090
rattus_norvegicus ENSRNOG00000017417
microtus_ochrogaster ENSMOCG00000010560
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022984
meriones_unguiculatus ENSMUGG00000016227
dipodomys_ordii ENSDORG00000026300
gorilla_gorilla ENSGGOG00000013770
homo_sapiens ENSG00000170296
theropithecus_gelada ENSTGEG00000023270
macaca_mulatta ENSMMUG00000046296
mustela_putorius_furo ENSMPUG00000010473
canis_lupus_familiaris ENSCAFG00000016104
bison_bison_bison ENSBBBG00000003665
cercocebus_atys ENSCATG00000011089
saimiri_boliviensis_boliviensis ENSSBOG00000026308
propithecus_coquereli ENSPCOG00000022187
ursus_maritimus ENSUMAG00000015154
bos_mutus ENSBMUG00000006873
spermophilus_dauricus ENSSDAG00000011271
chinchilla_lanigera ENSCLAG00000014365
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014910
cricetulus_griseus_crigri_1.0 ENSCGRG00000002106
cricetulus_griseus_crigri-picr ENSCGRG00015004224
nannospalax_galili ENSNGAG00000001023
dipodomys_ordii ENSDORG00000025577
rhinopithecus_roxellana ENSRROG00000033918
rhinopithecus_bieti ENSRBIG00000029321
colobus_angolensis_palliatus ENSCANG00000022161
macaca_fascicularis ENSMFAG00000037035
macaca_nemestrina ENSMNEG00000031884
papio_anubis ENSPANG00000035167
mandrillus_leucophaeus ENSMLEG00000013828
gorilla_gorilla ENSGGOG00000039428
pan_paniscus ENSPPAG00000031244
colobus_angolensis_palliatus ENSCANG00000036608
callithrix_jacchus ENSCJAG00000022353
tursiops_truncatus ENSTTRG00000009768
sus_scrofa ENSSSCG00000004396
erinaceus_europaeus ENSEEUG00000004266
ursus_americanus ENSUAMG00000014741
chlorocebus_sabaeus ENSCSAG00000011904
macaca_fascicularis ENSMFAG00000003346
rhinopithecus_roxellana ENSRROG00000001438
piliocolobus_tephrosceles ENSPTEG00000015852
callithrix_jacchus ENSCJAG00000044745
aotus_nancymaae ENSANAG00000027944
carlito_syrichta ENSTSYG00000031305
mus_spicilegus ENSMSIG00000019179
nannospalax_galili ENSNGAG00000019179
chinchilla_lanigera ENSCLAG00000007883
octodon_degus ENSODEG00000017476
oryctolagus_cuniculus ENSOCUG00000006997
vulpes_vulpes ENSVVUG00000027812
bos_taurus ENSBTAG00000014883
jaculus_jaculus ENSJJAG00000002820
peromyscus_maniculatus_bairdii ENSPEMG00000028299
fukomys_damarensis ENSFDAG00000013654
urocitellus_parryii ENSUPAG00010014341
pan_troglodytes ENSPTRG00000034115
pan_paniscus ENSPPAG00000030015
mandrillus_leucophaeus ENSMLEG00000038470
macaca_mulatta ENSMMUG00000010545
ailuropoda_melanoleuca ENSAMEG00000016523
ovis_aries ENSOARG00000011016
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000018567
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017742
castor_canadensis ENSCCNG00000016586
pongo_abelii ENSPPYG00000007901
nomascus_leucogenys ENSNLEG00000028899
theropithecus_gelada ENSTGEG00000017433
macaca_nemestrina ENSMNEG00000044432
cebus_capucinus_imitator ENSCCAG00000026092
microcebus_murinus ENSMICG00000035720
sus_scrofa ENSSSCG00000017936
capra_hircus ENSCHIG00000021470
felis_catus ENSFCAG00000030191
panthera_pardus ENSPPRG00000014203
myotis_lucifugus ENSMLUG00000004631
procavia_capensis ENSPCAG00000015502
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017447
microtus_ochrogaster ENSMOCG00000020064
ochotona_princeps ENSOPRG00000013748
loxodonta_africana ENSLAFG00000000744
phascolarctos_cinereus ENSPCIG00000019575
loxodonta_africana ENSLAFG00000022545
cricetulus_griseus_crigri-picr ENSCGRG00015026653
gopherus_agassizii ENSGAGG00000016356
gopherus_agassizii ENSGAGG00000001702
notechis_scutatus ENSNSUG00000004086
echinops_telfairi ENSETEG00000004652
notamacropus_eugenii ENSMEUG00000007805
rhinopithecus_bieti ENSRBIG00000041581
papio_anubis ENSPANG00000033022
carlito_syrichta ENSTSYG00000030616
rhinopithecus_bieti ENSRBIG00000027710
carlito_syrichta ENSTSYG00000033849
prolemur_simus ENSPSMG00000020022
equus_asinus_asinus ENSEASG00005018682
canis_lupus_dingo ENSCAFG00020010313
pteropus_vampyrus ENSPVAG00000009138
mesocricetus_auratus ENSMAUG00000009749
coturnix_japonica ENSCJPG00005006553
cyanistes_caeruleus ENSCCEG00000004320
chelonoidis_abingdonii ENSCABG00000009468
chrysemys_picta_bellii ENSCPBG00000022301
notechis_scutatus ENSNSUG00000002389
cricetulus_griseus_crigri-picr ENSCGRG00015008411
astyanax_mexicanus ENSAMXG00000013851
mastacembelus_armatus ENSMAMG00000003676
ciona_intestinalis ENSCING00000012473
