drosophila_melanogaster FBgn0020306
caenorhabditis_elegans_strain_n2 WBGene00007027
ciona_savignyi ENSCSAVG00000001617
ursus_americanus ENSUAMG00000016017
neovison_vison ENSNVIG00000017272
equus_caballus ENSECAG00000023057
gorilla_gorilla ENSGGOG00000013261
dipodomys_ordii ENSDORG00000010897
sphenodon_punctatus ENSSPUG00000001689
xiphophorus_couchianus ENSXCOG00000007708
oryzias_latipes_asm223471v1 ENSORLG00020014647
astyanax_mexicanus ENSAMXG00000017200
saccharomyces_cerevisiae_strain_s288c YDR334W
