tetraodon_nigroviridis ENSTNIG00000008501
takifugu_rubripes ENSTRUG00000006078
gasterosteus_aculeatus ENSGACG00000017947
scophthalmus_maximus ENSSMAG00000019253
cynoglossus_semilaevis ENSCSEG00000010940
monopterus_albus ENSMALG00000021414
poecilia_reticulata ENSPREG00000008337
poecilia_formosa ENSPFOG00000014046
xiphophorus_maculatus ENSXMAG00000018975
cyprinodon_variegatus ENSCVAG00000006156
kryptolebias_marmoratus ENSKMAG00000004969
oryzias_latipes_asm223467v1 ENSORLG00000017500
oryzias_latipes_asm223469v1 ENSORLG00015008458
oryzias_latipes_asm223471v1 ENSORLG00020008619
acanthochromis_polyacanthus ENSAPOG00000018204
seriola_dumerili ENSSDUG00000017880
seriola_lalandi_dorsalis ENSSLDG00000012990
astatotilapia_calliptera ENSACLG00000018270
maylandia_zebra ENSMZEG00005025056
oreochromis_niloticus ENSONIG00000009529
amphilophus_citrinellus ENSACIG00000018723
labrus_bergylta ENSLBEG00000001117
pundamilia_nyererei ENSPNYG00000015299
pundamilia_nyererei ENSPNYG00000015289
neolamprologus_brichardi ENSNBRG00000011714
amphiprion_ocellaris ENSAOCG00000021298
fundulus_heteroclitus ENSFHEG00000012494
fundulus_heteroclitus ENSFHEG00000012480
gambusia_affinis ENSGAFG00000021431
gambusia_affinis ENSGAFG00000021430
poecilia_mexicana ENSPMEG00000003023
poecilia_latipinna ENSPLAG00000010028
gambusia_affinis ENSGAFG00000008387
oryzias_melastigma ENSOMEG00000000159
mastacembelus_armatus ENSMAMG00000015705
mastacembelus_armatus ENSMAMG00000015700
mola_mola ENSMMOG00000016685
periophthalmus_magnuspinnatus ENSPMGG00000013159
gadus_morhua ENSGMOG00000002744
esox_lucius ENSELUG00000021998
ictalurus_punctatus ENSIPUG00000000134
ictalurus_punctatus ENSIPUG00000000135
astyanax_mexicanus ENSAMXG00000035774
astyanax_mexicanus ENSAMXG00000041785
pygocentrus_nattereri ENSPNAG00000016174
scleropages_formosus ENSSFOG00015008647
scleropages_formosus ENSSFOG00015008666
paramormyrops_kingsleyae ENSPKIG00000004448
lepisosteus_oculatus ENSLOCG00000005847
anabas_testudineus ENSATEG00000006807
anabas_testudineus ENSATEG00000006822
amphiprion_percula ENSAPEG00000002856
amphiprion_percula ENSAPEG00000002880
stegastes_partitus ENSSPAG00000022014
stegastes_partitus ENSSPAG00000021998
hippocampus_comes ENSHCOG00000019513
lonchura_striata_domestica ENSLSDG00000014422
taeniopygia_guttata ENSTGUG00000010944
serinus_canaria ENSSCAG00000012704
junco_hyemalis ENSJHYG00000012031
zonotrichia_albicollis ENSZALG00000004434
ficedula_albicollis ENSFALG00000010174
parus_major ENSPMJG00000015692
cyanistes_caeruleus ENSCCEG00000013742
lepidothrix_coronata ENSLCOG00000004366
manacus_vitellinus ENSMVIG00005001723
melopsittacus_undulatus ENSMUNG00000006310
calidris_pugnax ENSCPUG00000019145
calidris_pygmaea ENSCPGG00000014033
anser_brachyrhynchus ENSABRG00000012541
anas_platyrhynchos_platyrhynchos ENSAPLG00000003822
gallus_gallus ENSGALG00000015254
coturnix_japonica ENSCJPG00005010379
meleagris_gallopavo ENSMGAG00000010851
numida_meleagris ENSNMEG00000013667
apteryx_owenii ENSAOWG00000014931
apteryx_rowi ENSARWG00000015858
apteryx_haastii ENSAHAG00000010599
dromaius_novaehollandiae ENSDNVG00000019041
nothoprocta_perdicaria ENSNPEG00000001013
cyanistes_caeruleus ENSCCEG00000007880
crocodylus_porosus ENSCPRG00005016142
gopherus_agassizii ENSGAGG00000024706
chelonoidis_abingdonii ENSCABG00000003154
chrysemys_picta_bellii ENSCPBG00000020161
pelodiscus_sinensis ENSPSIG00000011125
pogona_vitticeps ENSPVIG00000024119
anolis_carolinensis ENSACAG00000017961
notechis_scutatus ENSNSUG00000000187
salvator_merianae ENSSMRG00000010953
sphenodon_punctatus ENSSPUG00000008746
phascolarctos_cinereus ENSPCIG00000027453
notamacropus_eugenii ENSMEUG00000001386
sarcophilus_harrisii ENSSHAG00000012193
monodelphis_domestica ENSMODG00000009635
pteropus_vampyrus ENSPVAG00000013501
myotis_lucifugus ENSMLUG00000013211
equus_caballus ENSECAG00000011546
equus_asinus_asinus ENSEASG00005020200
capra_hircus ENSCHIG00000013632
ovis_aries ENSOARG00000013407
bos_mutus ENSBMUG00000013031
bos_taurus ENSBTAG00000005560
bison_bison_bison ENSBBBG00000017983
tursiops_truncatus ENSTTRG00000015387
sus_scrofa ENSSSCG00000006266
ursus_maritimus ENSUMAG00000009506
ursus_americanus ENSUAMG00000027282
ailuropoda_melanoleuca ENSAMEG00000015014
neovison_vison ENSNVIG00000024442
mustela_putorius_furo ENSMPUG00000006922
canis_lupus_dingo ENSCAFG00020015423
vulpes_vulpes ENSVVUG00000017692
canis_lupus_familiaris ENSCAFG00000006762
panthera_tigris_altaica ENSPTIG00000007462
panthera_pardus ENSPPRG00000011977
felis_catus ENSFCAG00000008556
erinaceus_europaeus ENSEEUG00000006909
sorex_araneus ENSSARG00000014015
castor_canadensis ENSCCNG00000002285
dipodomys_ordii ENSDORG00000002635
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014736
mus_spicilegus ENSMSIG00000027619
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033740
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0013932
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023886
rattus_norvegicus ENSRNOG00000006200
meriones_unguiculatus ENSMUGG00000018099
cricetulus_griseus_crigri-picr ENSCGRG00015023785
cricetulus_griseus_crigri_1.0 ENSCGRG00000004277
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012689
mesocricetus_auratus ENSMAUG00000000573
microtus_ochrogaster ENSMOCG00000021621
peromyscus_maniculatus_bairdii ENSPEMG00000021799
nannospalax_galili ENSNGAG00000005949
jaculus_jaculus ENSJJAG00000020074
urocitellus_parryii ENSUPAG00010003189
ictidomys_tridecemlineatus ENSSTOG00000016500
spermophilus_dauricus ENSSDAG00000017342
marmota_marmota_marmota ENSMMMG00000000496
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007988
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014452
fukomys_damarensis ENSFDAG00000008113
chinchilla_lanigera ENSCLAG00000011202
octodon_degus ENSODEG00000003288
cavia_porcellus ENSCPOG00000005486
cavia_aperea ENSCAPG00000009803
oryctolagus_cuniculus ENSOCUG00000013284
ochotona_princeps ENSOPRG00000001335
tupaia_belangeri ENSTBEG00000016040
pan_troglodytes ENSPTRG00000020245
pan_paniscus ENSPPAG00000035808
homo_sapiens ENSG00000147488
gorilla_gorilla ENSGGOG00000001223
nomascus_leucogenys ENSNLEG00000000678
theropithecus_gelada ENSTGEG00000015550
papio_anubis ENSPANG00000009233
mandrillus_leucophaeus ENSMLEG00000038764
cercocebus_atys ENSCATG00000032688
macaca_mulatta ENSMMUG00000008439
macaca_fascicularis ENSMFAG00000000316
macaca_nemestrina ENSMNEG00000028872
chlorocebus_sabaeus ENSCSAG00000014731
piliocolobus_tephrosceles ENSPTEG00000030111
colobus_angolensis_palliatus ENSCANG00000021838
rhinopithecus_roxellana ENSRROG00000028859
rhinopithecus_bieti ENSRBIG00000024809
saimiri_boliviensis_boliviensis ENSSBOG00000023667
cebus_capucinus_imitator ENSCCAG00000022063
callithrix_jacchus ENSCJAG00000014630
aotus_nancymaae ENSANAG00000030299
carlito_syrichta ENSTSYG00000010425
prolemur_simus ENSPSMG00000013895
propithecus_coquereli ENSPCOG00000007929
microcebus_murinus ENSMICG00000003705
otolemur_garnettii ENSOGAG00000012050
choloepus_hoffmanni ENSCHOG00000010565
dasypus_novemcinctus ENSDNOG00000009682
procavia_capensis ENSPCAG00000014437
echinops_telfairi ENSETEG00000003477
loxodonta_africana ENSLAFG00000004212
ornithorhynchus_anatinus ENSOANG00000007275
xenopus_tropicalis ENSXETG00000005673
latimeria_chalumnae ENSLACG00000008399
