ciona_savignyi ENSCSAVG00000001953
ciona_intestinalis ENSCING00000021476
astyanax_mexicanus ENSAMXG00000002055
pygocentrus_nattereri ENSPNAG00000019179
ictalurus_punctatus ENSIPUG00000012603
danio_rerio ENSDARG00000095034
monopterus_albus ENSMALG00000000960
anabas_testudineus ENSATEG00000012457
cynoglossus_semilaevis ENSCSEG00000014341
periophthalmus_magnuspinnatus ENSPMGG00000009727
labrus_bergylta ENSLBEG00000015838
gasterosteus_aculeatus ENSGACG00000002842
haplochromis_burtoni ENSHBUG00000019408
maylandia_zebra ENSMZEG00005021630
pundamilia_nyererei ENSPNYG00000002130
astatotilapia_calliptera ENSACLG00000025537
neolamprologus_brichardi ENSNBRG00000023629
oreochromis_niloticus ENSONIG00000014231
amphilophus_citrinellus ENSACIG00000022647
poecilia_latipinna ENSPLAG00000023846
poecilia_mexicana ENSPMEG00000016522
xiphophorus_couchianus ENSXCOG00000001110
seriola_dumerili ENSSDUG00000013707
seriola_lalandi_dorsalis ENSSLDG00000006208
scophthalmus_maximus ENSSMAG00000015730
fundulus_heteroclitus ENSFHEG00000017626
cyprinodon_variegatus ENSCVAG00000001117
poecilia_formosa ENSPFOG00000011107
poecilia_reticulata ENSPREG00000018469
xiphophorus_maculatus ENSXMAG00000010687
gambusia_affinis ENSGAFG00000007724
kryptolebias_marmoratus ENSKMAG00000007631
oryzias_latipes_asm223467v1 ENSORLG00000008188
oryzias_latipes_asm223471v1 ENSORLG00020015696
oryzias_latipes_asm223469v1 ENSORLG00015015826
oryzias_melastigma ENSOMEG00000009227
amphiprion_ocellaris ENSAOCG00000010611
amphiprion_percula ENSAPEG00000021445
acanthochromis_polyacanthus ENSAPOG00000019747
stegastes_partitus ENSSPAG00000021704
mastacembelus_armatus ENSMAMG00000023074
tetraodon_nigroviridis ENSTNIG00000010112
takifugu_rubripes ENSTRUG00000010899
mola_mola ENSMMOG00000003472
hippocampus_comes ENSHCOG00000008222
gadus_morhua ENSGMOG00000016953
esox_lucius ENSELUG00000007690
scleropages_formosus ENSSFOG00015014099
paramormyrops_kingsleyae ENSPKIG00000007285
scleropages_formosus ENSSFOG00015000519
paramormyrops_kingsleyae ENSPKIG00000017856
lepisosteus_oculatus ENSLOCG00000004246
bos_taurus ENSBTAG00000022588
bos_mutus ENSBMUG00000025838
bison_bison_bison ENSBBBG00000004783
ovis_aries ENSOARG00000003097
capra_hircus ENSCHIG00000002674
tursiops_truncatus ENSTTRG00000010406
sus_scrofa ENSSSCG00000035887
vicugna_pacos ENSVPAG00000004208
ursus_maritimus ENSUMAG00000018609
ursus_americanus ENSUAMG00000023630
ailuropoda_melanoleuca ENSAMEG00000009530
mustela_putorius_furo ENSMPUG00000002718
neovison_vison ENSNVIG00000016634
panthera_pardus ENSPPRG00000023979
panthera_tigris_altaica ENSPTIG00000016015
