phascolarctos_cinereus ENSPCIG00000025715
notamacropus_eugenii ENSMEUG00000003326
sarcophilus_harrisii ENSSHAG00000012147
monodelphis_domestica ENSMODG00000013152
choloepus_hoffmanni ENSCHOG00000000458
dasypus_novemcinctus ENSDNOG00000042715
loxodonta_africana ENSLAFG00000008287
procavia_capensis ENSPCAG00000001711
echinops_telfairi ENSETEG00000015645
capra_hircus ENSCHIG00000012498
ovis_aries ENSOARG00000014321
bos_mutus ENSBMUG00000004056
bos_taurus ENSBTAG00000019262
bison_bison_bison ENSBBBG00000024833
sus_scrofa ENSSSCG00000017473
tursiops_truncatus ENSTTRG00000016905
vicugna_pacos ENSVPAG00000001177
ursus_maritimus ENSUMAG00000017880
ursus_americanus ENSUAMG00000000586
ailuropoda_melanoleuca ENSAMEG00000007989
neovison_vison ENSNVIG00000002325
mustela_putorius_furo ENSMPUG00000014680
canis_lupus_dingo ENSCAFG00020018681
canis_lupus_familiaris ENSCAFG00000016090
vulpes_vulpes ENSVVUG00000000844
panthera_tigris_altaica ENSPTIG00000017914
panthera_pardus ENSPPRG00000010395
felis_catus ENSFCAG00000009642
pteropus_vampyrus ENSPVAG00000008579
myotis_lucifugus ENSMLUG00000007831
erinaceus_europaeus ENSEEUG00000005036
sorex_araneus ENSSARG00000012331
equus_caballus ENSECAG00000013053
equus_asinus_asinus ENSEASG00005003198
cavia_porcellus ENSCPOG00000006799
cavia_aperea ENSCAPG00000005589
octodon_degus ENSODEG00000018034
chinchilla_lanigera ENSCLAG00000014772
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001397
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012875
fukomys_damarensis ENSFDAG00000015549
urocitellus_parryii ENSUPAG00010008363
ictidomys_tridecemlineatus ENSSTOG00000004794
spermophilus_dauricus ENSSDAG00000006920
marmota_marmota_marmota ENSMMMG00000007405
castor_canadensis ENSCCNG00000006578
dipodomys_ordii ENSDORG00000016054
mus_spicilegus ENSMSIG00000026083
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020914
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017949
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017105
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018234
rattus_norvegicus ENSRNOG00000053047
meriones_unguiculatus ENSMUGG00000000248
microtus_ochrogaster ENSMOCG00000013182
peromyscus_maniculatus_bairdii ENSPEMG00000016393
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020913
cricetulus_griseus_crigri_1.0 ENSCGRG00000003033
cricetulus_griseus_crigri-picr ENSCGRG00015014316
mesocricetus_auratus ENSMAUG00000010103
nannospalax_galili ENSNGAG00000009092
jaculus_jaculus ENSJJAG00000007045
oryctolagus_cuniculus ENSOCUG00000002814
ochotona_princeps ENSOPRG00000000919
tupaia_belangeri ENSTBEG00000005319
pan_troglodytes ENSPTRG00000009122
pan_paniscus ENSPPAG00000043649
homo_sapiens ENSG00000131747
gorilla_gorilla ENSGGOG00000012704
pongo_abelii ENSPPYG00000008460
nomascus_leucogenys ENSNLEG00000001840
mandrillus_leucophaeus ENSMLEG00000040900
theropithecus_gelada ENSTGEG00000006088
papio_anubis ENSPANG00000021661
cercocebus_atys ENSCATG00000030085
macaca_mulatta ENSMMUG00000008941
macaca_fascicularis ENSMFAG00000002270
macaca_nemestrina ENSMNEG00000030734
chlorocebus_sabaeus ENSCSAG00000002790
colobus_angolensis_palliatus ENSCANG00000030407
piliocolobus_tephrosceles ENSPTEG00000014112
rhinopithecus_roxellana ENSRROG00000034836
rhinopithecus_bieti ENSRBIG00000027893
saimiri_boliviensis_boliviensis ENSSBOG00000016584
cebus_capucinus_imitator ENSCCAG00000025939
callithrix_jacchus ENSCJAG00000013478
aotus_nancymaae ENSANAG00000025180
carlito_syrichta ENSTSYG00000003623
prolemur_simus ENSPSMG00000011404
propithecus_coquereli ENSPCOG00000025407
microcebus_murinus ENSMICG00000009772
otolemur_garnettii ENSOGAG00000001638
ornithorhynchus_anatinus ENSOANG00000003053
pogona_vitticeps ENSPVIG00000014361
anolis_carolinensis ENSACAG00000001904
salvator_merianae ENSSMRG00000005445
salvator_merianae ENSSMRG00000010423
notechis_scutatus ENSNSUG00000001655
sphenodon_punctatus ENSSPUG00000002379
anser_brachyrhynchus ENSABRG00000016177
anas_platyrhynchos_platyrhynchos ENSAPLG00000006390
gallus_gallus ENSGALG00000003922
coturnix_japonica ENSCJPG00005002732
meleagris_gallopavo ENSMGAG00000009314
numida_meleagris ENSNMEG00000006908
calidris_pugnax ENSCPUG00000000505
calidris_pygmaea ENSCPGG00000009428
taeniopygia_guttata ENSTGUG00000015221
taeniopygia_guttata ENSTGUG00000002312
lonchura_striata_domestica ENSLSDG00000007422
ficedula_albicollis ENSFALG00000000389
junco_hyemalis ENSJHYG00000000128
zonotrichia_albicollis ENSZALG00000005211
serinus_canaria ENSSCAG00000007794
parus_major ENSPMJG00000000127
cyanistes_caeruleus ENSCCEG00000021723
manacus_vitellinus ENSMVIG00005003367
lepidothrix_coronata ENSLCOG00000011485
melopsittacus_undulatus ENSMUNG00000008178
apteryx_haastii ENSAHAG00000015009
apteryx_owenii ENSAOWG00000009749
apteryx_rowi ENSARWG00000001767
dromaius_novaehollandiae ENSDNVG00000011483
nothoprocta_perdicaria ENSNPEG00000010034
crocodylus_porosus ENSCPRG00005002995
gopherus_agassizii ENSGAGG00000019310
chelonoidis_abingdonii ENSCABG00000011214
chrysemys_picta_bellii ENSCPBG00000004966
pelodiscus_sinensis ENSPSIG00000002433
xenopus_tropicalis ENSXETG00000021362
latimeria_chalumnae ENSLACG00000009250
amphilophus_citrinellus ENSACIG00000000862
amphilophus_citrinellus ENSACIG00000000841
fundulus_heteroclitus ENSFHEG00000006175
cyprinodon_variegatus ENSCVAG00000005921
xiphophorus_couchianus ENSXCOG00000001990
xiphophorus_couchianus ENSXCOG00000001986
xiphophorus_maculatus ENSXMAG00000011303
gambusia_affinis ENSGAFG00000008404
poecilia_formosa ENSPFOG00000016534
poecilia_mexicana ENSPMEG00000019647
poecilia_latipinna ENSPLAG00000021950
poecilia_reticulata ENSPREG00000020534
kryptolebias_marmoratus ENSKMAG00000010170
oryzias_latipes_asm223469v1 ENSORLG00015018583
oryzias_latipes_asm223469v1 ENSORLG00015018621
oryzias_latipes_asm223467v1 ENSORLG00000004407
oryzias_latipes_asm223471v1 ENSORLG00020020704
oryzias_melastigma ENSOMEG00000005005
gasterosteus_aculeatus ENSGACG00000008498
mastacembelus_armatus ENSMAMG00000008306
monopterus_albus ENSMALG00000003086
anabas_testudineus ENSATEG00000014673
seriola_dumerili ENSSDUG00000003473
seriola_lalandi_dorsalis ENSSLDG00000021789
scophthalmus_maximus ENSSMAG00000011555
amphiprion_percula ENSAPEG00000005374
amphiprion_ocellaris ENSAOCG00000022535
acanthochromis_polyacanthus ENSAPOG00000016524
stegastes_partitus ENSSPAG00000023372
neolamprologus_brichardi ENSNBRG00000022169
neolamprologus_brichardi ENSNBRG00000022189
pundamilia_nyererei ENSPNYG00000018347
maylandia_zebra ENSMZEG00005009940
astatotilapia_calliptera ENSACLG00000013052
haplochromis_burtoni ENSHBUG00000004194
oreochromis_niloticus ENSONIG00000019923
tetraodon_nigroviridis ENSTNIG00000012848
takifugu_rubripes ENSTRUG00000016398
mola_mola ENSMMOG00000002533
labrus_bergylta ENSLBEG00000015255
cynoglossus_semilaevis ENSCSEG00000012668
hippocampus_comes ENSHCOG00000017846
periophthalmus_magnuspinnatus ENSPMGG00000004304
gadus_morhua ENSGMOG00000008880
esox_lucius ENSELUG00000011305
pygocentrus_nattereri ENSPNAG00000007424
astyanax_mexicanus ENSAMXG00000012125
ictalurus_punctatus ENSIPUG00000020828
danio_rerio ENSDARG00000024488
paramormyrops_kingsleyae ENSPKIG00000022362
scleropages_formosus ENSSFOG00015005389
lepisosteus_oculatus ENSLOCG00000012897
mastacembelus_armatus ENSMAMG00000001653
petromyzon_marinus ENSPMAG00000007135
petromyzon_marinus ENSPMAG00000007010
eptatretus_burgeri ENSEBUG00000009439
