amphiprion_ocellaris ENSAOCG00000020743
amphiprion_percula ENSAPEG00000020056
acanthochromis_polyacanthus ENSAPOG00000006988
haplochromis_burtoni ENSHBUG00000006728
astatotilapia_calliptera ENSACLG00000000628
scophthalmus_maximus ENSSMAG00000008084
cynoglossus_semilaevis ENSCSEG00000001087
seriola_dumerili ENSSDUG00000023802
seriola_lalandi_dorsalis ENSSLDG00000005480
monopterus_albus ENSMALG00000003949
labrus_bergylta ENSLBEG00000028254
tetraodon_nigroviridis ENSTNIG00000000733
poecilia_latipinna ENSPLAG00000003988
poecilia_formosa ENSPFOG00000022565
poecilia_reticulata ENSPREG00000002672
gambusia_affinis ENSGAFG00000012724
xiphophorus_maculatus ENSXMAG00000026071
fundulus_heteroclitus ENSFHEG00000007045
cyprinodon_variegatus ENSCVAG00000022974
kryptolebias_marmoratus ENSKMAG00000012025
oryzias_latipes_asm223471v1 ENSORLG00020007860
oryzias_latipes_asm223469v1 ENSORLG00015014651
oryzias_latipes_asm223467v1 ENSORLG00000024862
oryzias_melastigma ENSOMEG00000010335
esox_lucius ENSELUG00000004145
paramormyrops_kingsleyae ENSPKIG00000016309
lepisosteus_oculatus ENSLOCG00000001008
anolis_carolinensis ENSACAG00000022195
pogona_vitticeps ENSPVIG00000003766
calidris_pygmaea ENSCPGG00000015391
parus_major ENSPMJG00000018651
numida_meleagris ENSNMEG00000012377
chrysemys_picta_bellii ENSCPBG00000024682
gopherus_agassizii ENSGAGG00000001004
eptatretus_burgeri ENSEBUG00000009327
