erinaceus_europaeus ENSEEUG00000011324
sorex_araneus ENSSARG00000004656
bos_taurus ENSBTAG00000021223
bos_mutus ENSBMUG00000013827
bison_bison_bison ENSBBBG00000003251
capra_hircus ENSCHIG00000023621
ovis_aries ENSOARG00000002386
equus_caballus ENSECAG00000000940
equus_asinus_asinus ENSEASG00005014923
echinops_telfairi ENSETEG00000014601
choloepus_hoffmanni ENSCHOG00000002496
dasypus_novemcinctus ENSDNOG00000039122
pan_paniscus ENSPPAG00000033780
pan_troglodytes ENSPTRG00000003537
homo_sapiens ENSG00000121671
gorilla_gorilla ENSGGOG00000002293
pongo_abelii ENSPPYG00000003329
nomascus_leucogenys ENSNLEG00000017983
colobus_angolensis_palliatus ENSCANG00000037434
piliocolobus_tephrosceles ENSPTEG00000030197
rhinopithecus_roxellana ENSRROG00000031775
rhinopithecus_bieti ENSRBIG00000011544
papio_anubis ENSPANG00000013724
theropithecus_gelada ENSTGEG00000000730
mandrillus_leucophaeus ENSMLEG00000043646
cercocebus_atys ENSCATG00000043082
macaca_fascicularis ENSMFAG00000045219
macaca_nemestrina ENSMNEG00000032337
macaca_mulatta ENSMMUG00000002453
chlorocebus_sabaeus ENSCSAG00000005615
cebus_capucinus_imitator ENSCCAG00000021672
saimiri_boliviensis_boliviensis ENSSBOG00000028749
callithrix_jacchus ENSCJAG00000011551
aotus_nancymaae ENSANAG00000028154
carlito_syrichta ENSTSYG00000013868
propithecus_coquereli ENSPCOG00000028836
microcebus_murinus ENSMICG00000014177
prolemur_simus ENSPSMG00000011764
otolemur_garnettii ENSOGAG00000012553
cricetulus_griseus_crigri-picr ENSCGRG00015012911
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020400
cricetulus_griseus_crigri_1.0 ENSCGRG00000017904
mesocricetus_auratus ENSMAUG00000004486
peromyscus_maniculatus_bairdii ENSPEMG00000018313
microtus_ochrogaster ENSMOCG00000001841
microtus_ochrogaster ENSMOCG00000000578
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068742
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024890
mus_spicilegus ENSMSIG00000018499
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023980
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025417
rattus_norvegicus ENSRNOG00000007478
meriones_unguiculatus ENSMUGG00000019222
nannospalax_galili ENSNGAG00000002383
jaculus_jaculus ENSJJAG00000023774
dipodomys_ordii ENSDORG00000015496
urocitellus_parryii ENSUPAG00010008829
spermophilus_dauricus ENSSDAG00000000832
ictidomys_tridecemlineatus ENSSTOG00000011521
marmota_marmota_marmota ENSMMMG00000011931
castor_canadensis ENSCCNG00000007798
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013242
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005010
fukomys_damarensis ENSFDAG00000004625
cavia_aperea ENSCAPG00000012037
cavia_porcellus ENSCPOG00000001296
chinchilla_lanigera ENSCLAG00000014719
octodon_degus ENSODEG00000016685
pteropus_vampyrus ENSPVAG00000003527
myotis_lucifugus ENSMLUG00000014733
ursus_americanus ENSUAMG00000018228
ailuropoda_melanoleuca ENSAMEG00000000688
mustela_putorius_furo ENSMPUG00000005785
neovison_vison ENSNVIG00000013168
canis_lupus_dingo ENSCAFG00020017805
canis_lupus_familiaris ENSCAFG00000009379
ursus_maritimus ENSUMAG00000015407
vulpes_vulpes ENSVVUG00000027229
panthera_pardus ENSPPRG00000013303
panthera_tigris_altaica ENSPTIG00000011440
felis_catus ENSFCAG00000003188
tursiops_truncatus ENSTTRG00000001040
sus_scrofa ENSSSCG00000013270
vicugna_pacos ENSVPAG00000007039
