fundulus_heteroclitus ENSFHEG00000003988
cyprinodon_variegatus ENSCVAG00000009631
xiphophorus_maculatus ENSXMAG00000015957
gambusia_affinis ENSGAFG00000017966
poecilia_latipinna ENSPLAG00000004909
poecilia_formosa ENSPFOG00000011390
poecilia_reticulata ENSPREG00000022007
poecilia_mexicana ENSPMEG00000010882
kryptolebias_marmoratus ENSKMAG00000007998
neolamprologus_brichardi ENSNBRG00000010137
mola_mola ENSMMOG00000014548
periophthalmus_magnuspinnatus ENSPMGG00000002575
labrus_bergylta ENSLBEG00000009238
labrus_bergylta ENSLBEG00000009157
oryzias_latipes_asm223467v1 ENSORLG00000011016
oryzias_latipes_asm223471v1 ENSORLG00020006735
oryzias_latipes_asm223469v1 ENSORLG00015005700
oryzias_melastigma ENSOMEG00000015072
scophthalmus_maximus ENSSMAG00000013941
cynoglossus_semilaevis ENSCSEG00000015646
seriola_dumerili ENSSDUG00000006622
monopterus_albus ENSMALG00000011069
mastacembelus_armatus ENSMAMG00000002562
anabas_testudineus ENSATEG00000002976
amphiprion_ocellaris ENSAOCG00000003472
amphiprion_percula ENSAPEG00000004270
tetraodon_nigroviridis ENSTNIG00000003237
tetraodon_nigroviridis ENSTNIG00000019614
takifugu_rubripes ENSTRUG00000004719
stegastes_partitus ENSSPAG00000016871
amphilophus_citrinellus ENSACIG00000001948
seriola_lalandi_dorsalis ENSSLDG00000020277
pundamilia_nyererei ENSPNYG00000007541
astatotilapia_calliptera ENSACLG00000019758
haplochromis_burtoni ENSHBUG00000012835
oreochromis_niloticus ENSONIG00000018162
gasterosteus_aculeatus ENSGACG00000016436
hippocampus_comes ENSHCOG00000001612
gadus_morhua ENSGMOG00000019006
esox_lucius ENSELUG00000013351
pygocentrus_nattereri ENSPNAG00000003518
astyanax_mexicanus ENSAMXG00000017060
ictalurus_punctatus ENSIPUG00000003165
danio_rerio ENSDARG00000057303
scleropages_formosus ENSSFOG00015019762
paramormyrops_kingsleyae ENSPKIG00000010314
paramormyrops_kingsleyae ENSPKIG00000006430
scleropages_formosus ENSSFOG00015016651
lepisosteus_oculatus ENSLOCG00000013565
neolamprologus_brichardi ENSNBRG00000010156
acanthochromis_polyacanthus ENSAPOG00000018446
callithrix_jacchus ENSCJAG00000005081
cebus_capucinus_imitator ENSCCAG00000037072
saimiri_boliviensis_boliviensis ENSSBOG00000019315
aotus_nancymaae ENSANAG00000022459
pan_troglodytes ENSPTRG00000016596
pan_paniscus ENSPPAG00000034268
gorilla_gorilla ENSGGOG00000028299
homo_sapiens ENSG00000109586
pongo_abelii ENSPPYG00000015203
nomascus_leucogenys ENSNLEG00000006654
cercocebus_atys ENSCATG00000042532
mandrillus_leucophaeus ENSMLEG00000000070
macaca_nemestrina ENSMNEG00000040629
macaca_fascicularis ENSMFAG00000041069
macaca_mulatta ENSMMUG00000013106
theropithecus_gelada ENSTGEG00000022003
papio_anubis ENSPANG00000018129
chlorocebus_sabaeus ENSCSAG00000003101
rhinopithecus_bieti ENSRBIG00000034132
rhinopithecus_roxellana ENSRROG00000036234
colobus_angolensis_palliatus ENSCANG00000011192
piliocolobus_tephrosceles ENSPTEG00000005802
carlito_syrichta ENSTSYG00000013918
otolemur_garnettii ENSOGAG00000017148
prolemur_simus ENSPSMG00000019840
propithecus_coquereli ENSPCOG00000013927
tupaia_belangeri ENSTBEG00000012122
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010057
cricetulus_griseus_crigri-picr ENSCGRG00015006210
cricetulus_griseus_crigri_1.0 ENSCGRG00000000737
mesocricetus_auratus ENSMAUG00000011496
microtus_ochrogaster ENSMOCG00000000949
peromyscus_maniculatus_bairdii ENSPEMG00000003586
mus_spicilegus ENSMSIG00000003033
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031608
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032183
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031068
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021534
rattus_norvegicus ENSRNOG00000012037
meriones_unguiculatus ENSMUGG00000013090
nannospalax_galili ENSNGAG00000016042
jaculus_jaculus ENSJJAG00000015089
dipodomys_ordii ENSDORG00000026618
urocitellus_parryii ENSUPAG00010015336
marmota_marmota_marmota ENSMMMG00000014182
spermophilus_dauricus ENSSDAG00000018479
ictidomys_tridecemlineatus ENSSTOG00000021543
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009032
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002375
