prolemur_simus ENSPSMG00000017326
carlito_syrichta ENSTSYG00000030143
castor_canadensis ENSCCNG00000029802
cavia_aperea ENSCAPG00000008581
equus_asinus_asinus ENSEASG00005006100
phascolarctos_cinereus ENSPCIG00000009765
spermophilus_dauricus ENSSDAG00000020636
spermophilus_dauricus ENSSDAG00000020629
marmota_marmota_marmota ENSMMMG00000015606
urocitellus_parryii ENSUPAG00010007374
meriones_unguiculatus ENSMUGG00000005853
equus_asinus_asinus ENSEASG00005003098
equus_caballus ENSECAG00000031487
bos_taurus ENSBTAG00000051394
bos_mutus ENSBMUG00000024566
bison_bison_bison ENSBBBG00000005730
phascolarctos_cinereus ENSPCIG00000010542
chelonoidis_abingdonii ENSCABG00000013915
chelonoidis_abingdonii ENSCABG00000013210
gopherus_agassizii ENSGAGG00000014060
chrysemys_picta_bellii ENSCPBG00000010001
gopherus_agassizii ENSGAGG00000012695
gopherus_agassizii ENSGAGG00000012694
chrysemys_picta_bellii ENSCPBG00000013213
chrysemys_picta_bellii ENSCPBG00000013211
chrysemys_picta_bellii ENSCPBG00000013189
gopherus_agassizii ENSGAGG00000017029
gopherus_agassizii ENSGAGG00000014056
chelonoidis_abingdonii ENSCABG00000013186
pogona_vitticeps ENSPVIG00000004926
notechis_scutatus ENSNSUG00000011080
pogona_vitticeps ENSPVIG00000004954
pogona_vitticeps ENSPVIG00000004957
pogona_vitticeps ENSPVIG00000004973
chelonoidis_abingdonii ENSCABG00000018396
gopherus_agassizii ENSGAGG00000000021
crocodylus_porosus ENSCPRG00005008524
