capra_hircus ENSCHIG00000010357
ovis_aries ENSOARG00000008348
bos_mutus ENSBMUG00000000743
bos_taurus ENSBTAG00000031682
bison_bison_bison ENSBBBG00000011408
tursiops_truncatus ENSTTRG00000004905
sus_scrofa ENSSSCG00000008066
vicugna_pacos ENSVPAG00000008516
ursus_maritimus ENSUMAG00000015440
ursus_americanus ENSUAMG00000013771
neovison_vison ENSNVIG00000017130
mustela_putorius_furo ENSMPUG00000004860
canis_lupus_familiaris ENSCAFG00000029327
canis_lupus_dingo ENSCAFG00020014721
panthera_pardus ENSPPRG00000009006
panthera_tigris_altaica ENSPTIG00000015584
felis_catus ENSFCAG00000035036
equus_caballus ENSECAG00000039839
equus_caballus ENSECAG00000010070
equus_asinus_asinus ENSEASG00005009422
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006331
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011489
fukomys_damarensis ENSFDAG00000014624
chinchilla_lanigera ENSCLAG00000017189
cavia_porcellus ENSCPOG00000034778
castor_canadensis ENSCCNG00000030977
ictidomys_tridecemlineatus ENSSTOG00000030040
spermophilus_dauricus ENSSDAG00000019259
oryctolagus_cuniculus ENSOCUG00000029283
tupaia_belangeri ENSTBEG00000005945
theropithecus_gelada ENSTGEG00000003881
mandrillus_leucophaeus ENSMLEG00000044239
papio_anubis ENSPANG00000025098
cercocebus_atys ENSCATG00000029970
chlorocebus_sabaeus ENSCSAG00000006974
macaca_fascicularis ENSMFAG00000042882
macaca_nemestrina ENSMNEG00000042400
macaca_mulatta ENSMMUG00000002396
piliocolobus_tephrosceles ENSPTEG00000008251
pan_troglodytes ENSPTRG00000021118
pan_paniscus ENSPPAG00000035433
homo_sapiens ENSG00000127081
gorilla_gorilla ENSGGOG00000014338
pongo_abelii ENSPPYG00000019350
nomascus_leucogenys ENSNLEG00000010502
saimiri_boliviensis_boliviensis ENSSBOG00000028893
cebus_capucinus_imitator ENSCCAG00000018489
callithrix_jacchus ENSCJAG00000005536
aotus_nancymaae ENSANAG00000024558
carlito_syrichta ENSTSYG00000035512
propithecus_coquereli ENSPCOG00000020401
microcebus_murinus ENSMICG00000009252
prolemur_simus ENSPSMG00000016198
otolemur_garnettii ENSOGAG00000029152
choloepus_hoffmanni ENSCHOG00000012011
dasypus_novemcinctus ENSDNOG00000049583
