mastacembelus_armatus ENSMAMG00000014483
monopterus_albus ENSMALG00000008888
anabas_testudineus ENSATEG00000011087
seriola_dumerili ENSSDUG00000019441
seriola_lalandi_dorsalis ENSSLDG00000021151
scophthalmus_maximus ENSSMAG00000013671
labrus_bergylta ENSLBEG00000023009
amphiprion_ocellaris ENSAOCG00000005321
amphiprion_percula ENSAPEG00000000794
acanthochromis_polyacanthus ENSAPOG00000023549
stegastes_partitus ENSSPAG00000000651
maylandia_zebra ENSMZEG00005011830
astatotilapia_calliptera ENSACLG00000019173
haplochromis_burtoni ENSHBUG00000012574
pundamilia_nyererei ENSPNYG00000004728
neolamprologus_brichardi ENSNBRG00000017951
oreochromis_niloticus ENSONIG00000021269
amphilophus_citrinellus ENSACIG00000002335
mola_mola ENSMMOG00000008395
gasterosteus_aculeatus ENSGACG00000003032
poecilia_latipinna ENSPLAG00000022135
poecilia_mexicana ENSPMEG00000020997
poecilia_formosa ENSPFOG00000020914
poecilia_reticulata ENSPREG00000004699
xiphophorus_couchianus ENSXCOG00000005956
gambusia_affinis ENSGAFG00000017850
xiphophorus_maculatus ENSXMAG00000019831
cyprinodon_variegatus ENSCVAG00000000902
fundulus_heteroclitus ENSFHEG00000014994
kryptolebias_marmoratus ENSKMAG00000016121
oryzias_latipes_asm223467v1 ENSORLG00000020561
oryzias_latipes_asm223471v1 ENSORLG00020003050
oryzias_melastigma ENSOMEG00000023258
hippocampus_comes ENSHCOG00000005506
gadus_morhua ENSGMOG00000005899
esox_lucius ENSELUG00000019670
takifugu_rubripes ENSTRUG00000017776
tetraodon_nigroviridis ENSTNIG00000004160
cynoglossus_semilaevis ENSCSEG00000008604
periophthalmus_magnuspinnatus ENSPMGG00000021608
pygocentrus_nattereri ENSPNAG00000029349
astyanax_mexicanus ENSAMXG00000026057
ictalurus_punctatus ENSIPUG00000003825
danio_rerio ENSDARG00000016427
paramormyrops_kingsleyae ENSPKIG00000021009
scleropages_formosus ENSSFOG00015007246
lepisosteus_oculatus ENSLOCG00000018328
phascolarctos_cinereus ENSPCIG00000012531
sarcophilus_harrisii ENSSHAG00000016672
monodelphis_domestica ENSMODG00000024147
loxodonta_africana ENSLAFG00000011225
