taeniopygia_guttata ENSTGUG00000006872
lonchura_striata_domestica ENSLSDG00000009219
serinus_canaria ENSSCAG00000014648
zonotrichia_albicollis ENSZALG00000015621
junco_hyemalis ENSJHYG00000007631
parus_major ENSPMJG00000019643
cyanistes_caeruleus ENSCCEG00000024428
ficedula_albicollis ENSFALG00000000707
manacus_vitellinus ENSMVIG00005013747
lepidothrix_coronata ENSLCOG00000007887
calidris_pygmaea ENSCPGG00000005631
calidris_pugnax ENSCPUG00000002369
melopsittacus_undulatus ENSMUNG00000009891
anser_brachyrhynchus ENSABRG00000021811
anas_platyrhynchos_platyrhynchos ENSAPLG00000010418
gallus_gallus ENSGALG00000011099
meleagris_gallopavo ENSMGAG00000010895
coturnix_japonica ENSCJPG00005014311
numida_meleagris ENSNMEG00000022825
apteryx_owenii ENSAOWG00000005020
apteryx_rowi ENSARWG00000014851
apteryx_haastii ENSAHAG00000012457
dromaius_novaehollandiae ENSDNVG00000018471
crocodylus_porosus ENSCPRG00005018609
gopherus_agassizii ENSGAGG00000007151
chelonoidis_abingdonii ENSCABG00000006280
chelonoidis_abingdonii ENSCABG00000006093
chrysemys_picta_bellii ENSCPBG00000026445
pelodiscus_sinensis ENSPSIG00000011742
notechis_scutatus ENSNSUG00000020557
notechis_scutatus ENSNSUG00000020490
pogona_vitticeps ENSPVIG00000021598
salvator_merianae ENSSMRG00000023264
sphenodon_punctatus ENSSPUG00000017360
phascolarctos_cinereus ENSPCIG00000030341
notamacropus_eugenii ENSMEUG00000016115
sarcophilus_harrisii ENSSHAG00000017831
monodelphis_domestica ENSMODG00000005588
loxodonta_africana ENSLAFG00000005654
procavia_capensis ENSPCAG00000007560
echinops_telfairi ENSETEG00000011263
dasypus_novemcinctus ENSDNOG00000012063
choloepus_hoffmanni ENSCHOG00000013812
gorilla_gorilla ENSGGOG00000015091
homo_sapiens ENSG00000078098
pan_troglodytes ENSPTRG00000012581
pan_paniscus ENSPPAG00000026636
pongo_abelii ENSPPYG00000012886
nomascus_leucogenys ENSNLEG00000002581
colobus_angolensis_palliatus ENSCANG00000042365
piliocolobus_tephrosceles ENSPTEG00000032391
rhinopithecus_roxellana ENSRROG00000037166
rhinopithecus_bieti ENSRBIG00000038012
macaca_fascicularis ENSMFAG00000043504
macaca_nemestrina ENSMNEG00000031123
macaca_mulatta ENSMMUG00000003200
cercocebus_atys ENSCATG00000021163
mandrillus_leucophaeus ENSMLEG00000032233
theropithecus_gelada ENSTGEG00000012124
papio_anubis ENSPANG00000006055
chlorocebus_sabaeus ENSCSAG00000015630
saimiri_boliviensis_boliviensis ENSSBOG00000025515
cebus_capucinus_imitator ENSCCAG00000016364
callithrix_jacchus ENSCJAG00000005868
aotus_nancymaae ENSANAG00000035389
carlito_syrichta ENSTSYG00000005898
prolemur_simus ENSPSMG00000014606
microcebus_murinus ENSMICG00000005381
propithecus_coquereli ENSPCOG00000027056
otolemur_garnettii ENSOGAG00000012608
tupaia_belangeri ENSTBEG00000005163
chinchilla_lanigera ENSCLAG00000011098
octodon_degus ENSODEG00000013259
cavia_porcellus ENSCPOG00000011995
cavia_aperea ENSCAPG00000009472
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002062
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007554
fukomys_damarensis ENSFDAG00000013289
urocitellus_parryii ENSUPAG00010010995
ictidomys_tridecemlineatus ENSSTOG00000004923
spermophilus_dauricus ENSSDAG00000020473
marmota_marmota_marmota ENSMMMG00000022776
dipodomys_ordii ENSDORG00000001902
castor_canadensis ENSCCNG00000000244
cricetulus_griseus_crigri_1.0 ENSCGRG00000012462
cricetulus_griseus_crigri-picr ENSCGRG00015007548
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017183
mesocricetus_auratus ENSMAUG00000011162
microtus_ochrogaster ENSMOCG00000017088
peromyscus_maniculatus_bairdii ENSPEMG00000015175
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000000392
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024515
mus_spicilegus ENSMSIG00000014217
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025044
rattus_norvegicus ENSRNOG00000005679
meriones_unguiculatus ENSMUGG00000013613
nannospalax_galili ENSNGAG00000022031
oryctolagus_cuniculus ENSOCUG00000005115
ochotona_princeps ENSOPRG00000015724
ursus_americanus ENSUAMG00000015773
ursus_maritimus ENSUMAG00000012025
ailuropoda_melanoleuca ENSAMEG00000005612
neovison_vison ENSNVIG00000006641
mustela_putorius_furo ENSMPUG00000000563
canis_lupus_familiaris ENSCAFG00000010387
canis_lupus_dingo ENSCAFG00020004612
vulpes_vulpes ENSVVUG00000018581
panthera_tigris_altaica ENSPTIG00000020049
panthera_pardus ENSPPRG00000023839
felis_catus ENSFCAG00000026247
equus_asinus_asinus ENSEASG00005023015
equus_caballus ENSECAG00000011790
sus_scrofa ENSSSCG00000015896
vicugna_pacos ENSVPAG00000010821
bos_mutus ENSBMUG00000017718
bos_taurus ENSBTAG00000008140
bison_bison_bison ENSBBBG00000014785
capra_hircus ENSCHIG00000004276
ovis_aries ENSOARG00000006246
tursiops_truncatus ENSTTRG00000013776
erinaceus_europaeus ENSEEUG00000012268
sorex_araneus ENSSARG00000002501
myotis_lucifugus ENSMLUG00000009468
ornithorhynchus_anatinus ENSOANG00000006191
xenopus_tropicalis ENSXETG00000033310
petromyzon_marinus ENSPMAG00000002164
ciona_intestinalis ENSCING00000022874
ciona_intestinalis ENSCING00000004969
ciona_intestinalis ENSCING00000005489
ciona_savignyi ENSCSAVG00000002494
caenorhabditis_elegans_strain_n2 WBGene00001055
