oryzias_latipes_asm223467v1 ENSORLG00000023180
oryzias_latipes_asm223471v1 ENSORLG00020006605
oryzias_latipes_asm223469v1 ENSORLG00015020677
oryzias_melastigma ENSOMEG00000022308
oryzias_melastigma ENSOMEG00000021036
kryptolebias_marmoratus ENSKMAG00000018597
amphiprion_ocellaris ENSAOCG00000018364
amphiprion_percula ENSAPEG00000019867
scophthalmus_maximus ENSSMAG00000015518
mastacembelus_armatus ENSMAMG00000007254
danio_rerio ENSDARG00000090185
paramormyrops_kingsleyae ENSPKIG00000007339
paramormyrops_kingsleyae ENSPKIG00000018972
scleropages_formosus ENSSFOG00015007830
astyanax_mexicanus ENSAMXG00000030192
pygocentrus_nattereri ENSPNAG00000026597
ictalurus_punctatus ENSIPUG00000006066
danio_rerio ENSDARG00000089361
esox_lucius ENSELUG00000016257
takifugu_rubripes ENSTRUG00000009496
lepisosteus_oculatus ENSLOCG00000014877
chrysemys_picta_bellii ENSCPBG00000017821
pelodiscus_sinensis ENSPSIG00000006193
