equus_caballus ENSECAG00000034298
equus_asinus_asinus ENSEASG00005006537
bos_mutus ENSBMUG00000020863
bos_taurus ENSBTAG00000049987
bison_bison_bison ENSBBBG00000005913
ursus_americanus ENSUAMG00000019346
piliocolobus_tephrosceles ENSPTEG00000002320
colobus_angolensis_palliatus ENSCANG00000011846
rhinopithecus_roxellana ENSRROG00000002812
theropithecus_gelada ENSTGEG00000026077
macaca_nemestrina ENSMNEG00000024568
papio_anubis ENSPANG00000036090
pan_troglodytes ENSPTRG00000051756
pan_paniscus ENSPPAG00000040505
gorilla_gorilla ENSGGOG00000037014
nomascus_leucogenys ENSNLEG00000031969
callithrix_jacchus ENSCJAG00000047870
prolemur_simus ENSPSMG00000012741
