chrysemys_picta_bellii ENSCPBG00000011219
gopherus_agassizii ENSGAGG00000016994
pelodiscus_sinensis ENSPSIG00000016454
lepidothrix_coronata ENSLCOG00000001594
calidris_pugnax ENSCPUG00000019722
coturnix_japonica ENSCJPG00005016261
meleagris_gallopavo ENSMGAG00000001580
apteryx_owenii ENSAOWG00000016778
nothoprocta_perdicaria ENSNPEG00000004436
dromaius_novaehollandiae ENSDNVG00000000281
numida_meleagris ENSNMEG00000005880
notechis_scutatus ENSNSUG00000014011
astatotilapia_calliptera ENSACLG00000015339
maylandia_zebra ENSMZEG00005004344
pundamilia_nyererei ENSPNYG00000018429
haplochromis_burtoni ENSHBUG00000007302
neolamprologus_brichardi ENSNBRG00000024022
oreochromis_niloticus ENSONIG00000003487
amphilophus_citrinellus ENSACIG00000005909
amphiprion_percula ENSAPEG00000017719
amphiprion_ocellaris ENSAOCG00000001106
acanthochromis_polyacanthus ENSAPOG00000014578
stegastes_partitus ENSSPAG00000017064
cyprinodon_variegatus ENSCVAG00000015245
fundulus_heteroclitus ENSFHEG00000006743
xiphophorus_maculatus ENSXMAG00000018773
gambusia_affinis ENSGAFG00000002594
poecilia_reticulata ENSPREG00000019448
poecilia_formosa ENSPFOG00000004393
poecilia_latipinna ENSPLAG00000019307
poecilia_mexicana ENSPMEG00000003990
xiphophorus_couchianus ENSXCOG00000004959
kryptolebias_marmoratus ENSKMAG00000009785
oryzias_latipes_asm223467v1 ENSORLG00000030369
oryzias_latipes_asm223471v1 ENSORLG00020013946
oryzias_latipes_asm223469v1 ENSORLG00015012505
oryzias_melastigma ENSOMEG00000011324
seriola_lalandi_dorsalis ENSSLDG00000019778
seriola_dumerili ENSSDUG00000016365
labrus_bergylta ENSLBEG00000004170
hippocampus_comes ENSHCOG00000015789
monopterus_albus ENSMALG00000013667
mola_mola ENSMMOG00000010131
gasterosteus_aculeatus ENSGACG00000009591
scophthalmus_maximus ENSSMAG00000019695
cynoglossus_semilaevis ENSCSEG00000002705
mastacembelus_armatus ENSMAMG00000006813
takifugu_rubripes ENSTRUG00000011856
periophthalmus_magnuspinnatus ENSPMGG00000009298
pygocentrus_nattereri ENSPNAG00000008527
astyanax_mexicanus ENSAMXG00000042603
ictalurus_punctatus ENSIPUG00000011158
danio_rerio ENSDARG00000055270
scleropages_formosus ENSSFOG00015001319
