tetraodon_nigroviridis ENSTNIG00000019672
cyprinodon_variegatus ENSCVAG00000003917
esox_lucius ENSELUG00000013050
anolis_carolinensis ENSACAG00000000531
pogona_vitticeps ENSPVIG00000020090
notechis_scutatus ENSNSUG00000019847
salvator_merianae ENSSMRG00000013987
sphenodon_punctatus ENSSPUG00000009703
anser_brachyrhynchus ENSABRG00000022880
anas_platyrhynchos_platyrhynchos ENSAPLG00000024244
meleagris_gallopavo ENSMGAG00000009617
gallus_gallus ENSGALG00000029027
coturnix_japonica ENSCJPG00005016931
numida_meleagris ENSNMEG00000021420
calidris_pugnax ENSCPUG00000017404
calidris_pygmaea ENSCPGG00000009431
melopsittacus_undulatus ENSMUNG00000004992
serinus_canaria ENSSCAG00000012670
zonotrichia_albicollis ENSZALG00000011830
lonchura_striata_domestica ENSLSDG00000002232
junco_hyemalis ENSJHYG00000017729
taeniopygia_guttata ENSTGUG00000003705
cyanistes_caeruleus ENSCCEG00000021012
parus_major ENSPMJG00000008417
ficedula_albicollis ENSFALG00000004482
lepidothrix_coronata ENSLCOG00000007606
manacus_vitellinus ENSMVIG00005008331
nothoprocta_perdicaria ENSNPEG00000010871
dromaius_novaehollandiae ENSDNVG00000005936
apteryx_rowi ENSARWG00000004976
apteryx_owenii ENSAOWG00000012915
apteryx_haastii ENSAHAG00000001359
crocodylus_porosus ENSCPRG00005014038
chelonoidis_abingdonii ENSCABG00000003679
gopherus_agassizii ENSGAGG00000016756
chrysemys_picta_bellii ENSCPBG00000026556
pelodiscus_sinensis ENSPSIG00000014795
loxodonta_africana ENSLAFG00000030360
echinops_telfairi ENSETEG00000016201
capra_hircus ENSCHIG00000013270
ovis_aries ENSOARG00000003930
bos_taurus ENSBTAG00000016330
bos_mutus ENSBMUG00000010378
bison_bison_bison ENSBBBG00000021093
tursiops_truncatus ENSTTRG00000005489
sus_scrofa ENSSSCG00000007933
vicugna_pacos ENSVPAG00000010635
equus_asinus_asinus ENSEASG00005000570
equus_caballus ENSECAG00000018692
erinaceus_europaeus ENSEEUG00000011340
sorex_araneus ENSSARG00000006259
pteropus_vampyrus ENSPVAG00000016080
myotis_lucifugus ENSMLUG00000003525
ursus_maritimus ENSUMAG00000002994
ursus_americanus ENSUAMG00000003923
ursus_americanus ENSUAMG00000016430
ailuropoda_melanoleuca ENSAMEG00000001746
mustela_putorius_furo ENSMPUG00000014915
neovison_vison ENSNVIG00000001425
canis_lupus_familiaris ENSCAFG00000019171
canis_lupus_dingo ENSCAFG00020024938
vulpes_vulpes ENSVVUG00000016536
panthera_tigris_altaica ENSPTIG00000015526
panthera_pardus ENSPPRG00000006622
felis_catus ENSFCAG00000029843
propithecus_coquereli ENSPCOG00000014037
microcebus_murinus ENSMICG00000015913
prolemur_simus ENSPSMG00000024592
otolemur_garnettii ENSOGAG00000025966
cebus_capucinus_imitator ENSCCAG00000021929
saimiri_boliviensis_boliviensis ENSSBOG00000036170
aotus_nancymaae ENSANAG00000035914
pan_paniscus ENSPPAG00000033910
pan_troglodytes ENSPTRG00000007728
homo_sapiens ENSG00000140623
gorilla_gorilla ENSGGOG00000007528
pongo_abelii ENSPPYG00000007070
nomascus_leucogenys ENSNLEG00000009906
papio_anubis ENSPANG00000022807
theropithecus_gelada ENSTGEG00000023739
cercocebus_atys ENSCATG00000033120
mandrillus_leucophaeus ENSMLEG00000019167
macaca_mulatta ENSMMUG00000017945
chlorocebus_sabaeus ENSCSAG00000008975
macaca_fascicularis ENSMFAG00000043961
rhinopithecus_roxellana ENSRROG00000028781
rhinopithecus_bieti ENSRBIG00000024546
colobus_angolensis_palliatus ENSCANG00000035476
macaca_nemestrina ENSMNEG00000028232
piliocolobus_tephrosceles ENSPTEG00000007087
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014562
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000756
fukomys_damarensis ENSFDAG00000016066
chinchilla_lanigera ENSCLAG00000011397
octodon_degus ENSODEG00000013145
cavia_porcellus ENSCPOG00000011596
cavia_aperea ENSCAPG00000013691
ictidomys_tridecemlineatus ENSSTOG00000012312
marmota_marmota_marmota ENSMMMG00000006129
urocitellus_parryii ENSUPAG00010019422
spermophilus_dauricus ENSSDAG00000006622
castor_canadensis ENSCCNG00000010413
dipodomys_ordii ENSDORG00000011984
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012476
cricetulus_griseus_crigri_1.0 ENSCGRG00000015421
cricetulus_griseus_crigri-picr ENSCGRG00015012811
mesocricetus_auratus ENSMAUG00000013139
microtus_ochrogaster ENSMOCG00000017045
peromyscus_maniculatus_bairdii ENSPEMG00000023737
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021310
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022542
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020416
mus_spicilegus ENSMSIG00000027252
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016124
rattus_norvegicus ENSRNOG00000003137
meriones_unguiculatus ENSMUGG00000016610
nannospalax_galili ENSNGAG00000021915
jaculus_jaculus ENSJJAG00000024267
oryctolagus_cuniculus ENSOCUG00000008343
ochotona_princeps ENSOPRG00000000640
callithrix_jacchus ENSCJAG00000019889
carlito_syrichta ENSTSYG00000008537
tupaia_belangeri ENSTBEG00000007426
choloepus_hoffmanni ENSCHOG00000000698
procavia_capensis ENSPCAG00000000741
dasypus_novemcinctus ENSDNOG00000048108
phascolarctos_cinereus ENSPCIG00000026671
notamacropus_eugenii ENSMEUG00000003153
sarcophilus_harrisii ENSSHAG00000007036
monodelphis_domestica ENSMODG00000006197
ornithorhynchus_anatinus ENSOANG00000004266
xenopus_tropicalis ENSXETG00000009151
latimeria_chalumnae ENSLACG00000009066
scleropages_formosus ENSSFOG00015023684
paramormyrops_kingsleyae ENSPKIG00000019480
scleropages_formosus ENSSFOG00015010148
paramormyrops_kingsleyae ENSPKIG00000009934
pygocentrus_nattereri ENSPNAG00000026381
astyanax_mexicanus ENSAMXG00000013711
ictalurus_punctatus ENSIPUG00000015361
danio_rerio ENSDARG00000019191
cynoglossus_semilaevis ENSCSEG00000011498
hippocampus_comes ENSHCOG00000016400
oryzias_latipes_asm223469v1 ENSORLG00015007797
oryzias_latipes_asm223467v1 ENSORLG00000019251
oryzias_melastigma ENSOMEG00000002676
gasterosteus_aculeatus ENSGACG00000000503
monopterus_albus ENSMALG00000003054
anabas_testudineus ENSATEG00000007502
seriola_dumerili ENSSDUG00000018368
seriola_lalandi_dorsalis ENSSLDG00000021664
scophthalmus_maximus ENSSMAG00000015399
labrus_bergylta ENSLBEG00000004076
takifugu_rubripes ENSTRUG00000021364
hippocampus_comes ENSHCOG00000008701
mastacembelus_armatus ENSMAMG00000003208
poecilia_reticulata ENSPREG00000010945
poecilia_reticulata ENSPREG00000008225
poecilia_latipinna ENSPLAG00000004719
poecilia_formosa ENSPFOG00000015822
poecilia_mexicana ENSPMEG00000022516
xiphophorus_maculatus ENSXMAG00000012528
xiphophorus_couchianus ENSXCOG00000007643
gambusia_affinis ENSGAFG00000005527
fundulus_heteroclitus ENSFHEG00000008995
kryptolebias_marmoratus ENSKMAG00000006409
periophthalmus_magnuspinnatus ENSPMGG00000019506
gadus_morhua ENSGMOG00000009662
lepisosteus_oculatus ENSLOCG00000006723
eptatretus_burgeri ENSEBUG00000008442
eptatretus_burgeri ENSEBUG00000001917
ciona_savignyi ENSCSAVG00000001804
