chrysemys_picta_bellii ENSCPBG00000001727
chelonoidis_abingdonii ENSCABG00000012893
pelodiscus_sinensis ENSPSIG00000002104
lepidothrix_coronata ENSLCOG00000016242
manacus_vitellinus ENSMVIG00005000717
parus_major ENSPMJG00000018364
cyanistes_caeruleus ENSCCEG00000023367
ficedula_albicollis ENSFALG00000003520
taeniopygia_guttata ENSTGUG00000009380
serinus_canaria ENSSCAG00000000814
zonotrichia_albicollis ENSZALG00000017743
melopsittacus_undulatus ENSMUNG00000006636
calidris_pygmaea ENSCPGG00000002454
calidris_pugnax ENSCPUG00000005300
anser_brachyrhynchus ENSABRG00000004707
anas_platyrhynchos_platyrhynchos ENSAPLG00000011305
apteryx_rowi ENSARWG00000011728
apteryx_owenii ENSAOWG00000004337
apteryx_haastii ENSAHAG00000005193
dromaius_novaehollandiae ENSDNVG00000013025
meleagris_gallopavo ENSMGAG00000009214
coturnix_japonica ENSCJPG00005017308
gallus_gallus ENSGALG00000020793
numida_meleagris ENSNMEG00000022167
nothoprocta_perdicaria ENSNPEG00000014392
crocodylus_porosus ENSCPRG00005013483
sphenodon_punctatus ENSSPUG00000006625
lonchura_striata_domestica ENSLSDG00000011122
junco_hyemalis ENSJHYG00000011934
gopherus_agassizii ENSGAGG00000022609
peromyscus_maniculatus_bairdii ENSPEMG00000022336
piliocolobus_tephrosceles ENSPTEG00000025908
callithrix_jacchus ENSCJAG00000009071
ursus_americanus ENSUAMG00000024161
anolis_carolinensis ENSACAG00000011267
pogona_vitticeps ENSPVIG00000008489
salvator_merianae ENSSMRG00000018592
notechis_scutatus ENSNSUG00000015264
notamacropus_eugenii ENSMEUG00000010201
phascolarctos_cinereus ENSPCIG00000011165
monodelphis_domestica ENSMODG00000010301
ornithorhynchus_anatinus ENSOANG00000008650
urocitellus_parryii ENSUPAG00010005683
spermophilus_dauricus ENSSDAG00000015430
ictidomys_tridecemlineatus ENSSTOG00000029106
marmota_marmota_marmota ENSMMMG00000007195
oryctolagus_cuniculus ENSOCUG00000029359
oryctolagus_cuniculus ENSOCUG00000006972
carlito_syrichta ENSTSYG00000030363
carlito_syrichta ENSTSYG00000035670
carlito_syrichta ENSTSYG00000002281
cavia_porcellus ENSCPOG00000006996
octodon_degus ENSODEG00000018326
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009613
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002572
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011870
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011849
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009976
fukomys_damarensis ENSFDAG00000010359
octodon_degus ENSODEG00000012934
octodon_degus ENSODEG00000013802
chinchilla_lanigera ENSCLAG00000013235
