mola_mola ENSMMOG00000019368
takifugu_rubripes ENSTRUG00000023050
anabas_testudineus ENSATEG00000023351
xiphophorus_maculatus ENSXMAG00000005104
xiphophorus_couchianus ENSXCOG00000016833
gambusia_affinis ENSGAFG00000005964
poecilia_formosa ENSPFOG00000018607
poecilia_latipinna ENSPLAG00000004807
poecilia_mexicana ENSPMEG00000004971
cyprinodon_variegatus ENSCVAG00000002012
oryzias_latipes_asm223471v1 ENSORLG00020011045
oryzias_latipes_asm223467v1 ENSORLG00000018209
oryzias_latipes_asm223469v1 ENSORLG00015007324
oryzias_melastigma ENSOMEG00000012964
maylandia_zebra ENSMZEG00005018312
astatotilapia_calliptera ENSACLG00000007495
amphilophus_citrinellus ENSACIG00000022879
cynoglossus_semilaevis ENSCSEG00000004643
hippocampus_comes ENSHCOG00000019801
stegastes_partitus ENSSPAG00000020637
acanthochromis_polyacanthus ENSAPOG00000017386
mastacembelus_armatus ENSMAMG00000000382
seriola_dumerili ENSSDUG00000015093
seriola_lalandi_dorsalis ENSSLDG00000023133
scophthalmus_maximus ENSSMAG00000009364
periophthalmus_magnuspinnatus ENSPMGG00000019373
esox_lucius ENSELUG00000011514
astyanax_mexicanus ENSAMXG00000016833
ictalurus_punctatus ENSIPUG00000011147
danio_rerio ENSDARG00000095580
scleropages_formosus ENSSFOG00015017251
lepisosteus_oculatus ENSLOCG00000011002
latimeria_chalumnae ENSLACG00000017893
