tetraodon_nigroviridis ENSTNIG00000010565
takifugu_rubripes ENSTRUG00000010241
mola_mola ENSMMOG00000007046
labrus_bergylta ENSLBEG00000021351
mastacembelus_armatus ENSMAMG00000018457
monopterus_albus ENSMALG00000003943
anabas_testudineus ENSATEG00000017465
scophthalmus_maximus ENSSMAG00000008766
cynoglossus_semilaevis ENSCSEG00000009482
seriola_lalandi_dorsalis ENSSLDG00000004766
poecilia_formosa ENSPFOG00000005320
xiphophorus_maculatus ENSXMAG00000028166
cyprinodon_variegatus ENSCVAG00000013306
kryptolebias_marmoratus ENSKMAG00000000114
oryzias_latipes_asm223467v1 ENSORLG00000019321
oryzias_latipes_asm223469v1 ENSORLG00015022047
oryzias_latipes_asm223471v1 ENSORLG00020021513
oryzias_melastigma ENSOMEG00000007954
acanthochromis_polyacanthus ENSAPOG00000007437
amphiprion_percula ENSAPEG00000017382
stegastes_partitus ENSSPAG00000013559
maylandia_zebra ENSMZEG00005022633
astatotilapia_calliptera ENSACLG00000018756
haplochromis_burtoni ENSHBUG00000009238
neolamprologus_brichardi ENSNBRG00000014290
pundamilia_nyererei ENSPNYG00000018072
oreochromis_niloticus ENSONIG00000014557
amphilophus_citrinellus ENSACIG00000001958
periophthalmus_magnuspinnatus ENSPMGG00000005543
esox_lucius ENSELUG00000012910
danio_rerio ENSDARG00000078622
astyanax_mexicanus ENSAMXG00000037331
