bos_taurus ENSBTAG00000034939
bos_mutus ENSBMUG00000021903
bison_bison_bison ENSBBBG00000022383
bison_bison_bison ENSBBBG00000020816
bos_mutus ENSBMUG00000007667
capra_hircus ENSCHIG00000020377
ovis_aries ENSOARG00000016780
tursiops_truncatus ENSTTRG00000003774
sus_scrofa ENSSSCG00000025071
vicugna_pacos ENSVPAG00000011727
myotis_lucifugus ENSMLUG00000011198
myotis_lucifugus ENSMLUG00000027989
equus_caballus ENSECAG00000011452
ursus_maritimus ENSUMAG00000000584
ursus_americanus ENSUAMG00000009716
ailuropoda_melanoleuca ENSAMEG00000002403
neovison_vison ENSNVIG00000017375
mustela_putorius_furo ENSMPUG00000009620
canis_lupus_familiaris ENSCAFG00000000797
canis_lupus_dingo ENSCAFG00020001628
vulpes_vulpes ENSVVUG00000025059
panthera_pardus ENSPPRG00000002932
panthera_tigris_altaica ENSPTIG00000006701
felis_catus ENSFCAG00000001685
equus_asinus_asinus ENSEASG00005003006
equus_asinus_asinus ENSEASG00005003008
ursus_maritimus ENSUMAG00000000436
ursus_maritimus ENSUMAG00000012781
bison_bison_bison ENSBBBG00000004300
pteropus_vampyrus ENSPVAG00000015895
cavia_aperea ENSCAPG00000013211
cavia_porcellus ENSCPOG00000004277
chinchilla_lanigera ENSCLAG00000007142
octodon_degus ENSODEG00000017414
castor_canadensis ENSCCNG00000014197
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024340
mus_spicilegus ENSMSIG00000010760
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022362
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021456
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020452
rattus_norvegicus ENSRNOG00000028541
meriones_unguiculatus ENSMUGG00000016875
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016923
cricetulus_griseus_crigri_1.0 ENSCGRG00000012683
cricetulus_griseus_crigri-picr ENSCGRG00015028406
mesocricetus_auratus ENSMAUG00000003530
microtus_ochrogaster ENSMOCG00000014437
peromyscus_maniculatus_bairdii ENSPEMG00000007431
nannospalax_galili ENSNGAG00000001866
urocitellus_parryii ENSUPAG00010023267
ictidomys_tridecemlineatus ENSSTOG00000010424
marmota_marmota_marmota ENSMMMG00000018734
spermophilus_dauricus ENSSDAG00000024903
oryctolagus_cuniculus ENSOCUG00000021842
oryctolagus_cuniculus ENSOCUG00000025822
oryctolagus_cuniculus ENSOCUG00000006769
ochotona_princeps ENSOPRG00000006198
gorilla_gorilla ENSGGOG00000009855
homo_sapiens ENSG00000204290
pan_paniscus ENSPPAG00000038384
pan_troglodytes ENSPTRG00000043663
pongo_abelii ENSPPYG00000017215
nomascus_leucogenys ENSNLEG00000006679
cebus_capucinus_imitator ENSCCAG00000037406
saimiri_boliviensis_boliviensis ENSSBOG00000020010
callithrix_jacchus ENSCJAG00000001722
aotus_nancymaae ENSANAG00000023300
carlito_syrichta ENSTSYG00000031327
prolemur_simus ENSPSMG00000007226
propithecus_coquereli ENSPCOG00000027524
otolemur_garnettii ENSOGAG00000008396
tupaia_belangeri ENSTBEG00000011053
loxodonta_africana ENSLAFG00000001025
echinops_telfairi ENSETEG00000005383
procavia_capensis ENSPCAG00000016211
choloepus_hoffmanni ENSCHOG00000001058
dasypus_novemcinctus ENSDNOG00000008597
erinaceus_europaeus ENSEEUG00000008204
sorex_araneus ENSSARG00000003837
notamacropus_eugenii ENSMEUG00000002297
sarcophilus_harrisii ENSSHAG00000003338
chelonoidis_abingdonii ENSCABG00000011351
chrysemys_picta_bellii ENSCPBG00000007110
chrysemys_picta_bellii ENSCPBG00000009390
myotis_lucifugus ENSMLUG00000023101
myotis_lucifugus ENSMLUG00000030251
amphilophus_citrinellus ENSACIG00000023160
