ciona_intestinalis ENSCING00000001424
ciona_savignyi ENSCSAVG00000005497
scleropages_formosus ENSSFOG00015009632
paramormyrops_kingsleyae ENSPKIG00000014706
pygocentrus_nattereri ENSPNAG00000005344
astyanax_mexicanus ENSAMXG00000020899
ictalurus_punctatus ENSIPUG00000019619
danio_rerio ENSDARG00000019008
mastacembelus_armatus ENSMAMG00000011921
monopterus_albus ENSMALG00000000952
anabas_testudineus ENSATEG00000001911
seriola_lalandi_dorsalis ENSSLDG00000013364
seriola_dumerili ENSSDUG00000012312
scophthalmus_maximus ENSSMAG00000019042
xiphophorus_maculatus ENSXMAG00000026085
xiphophorus_couchianus ENSXCOG00000019664
gambusia_affinis ENSGAFG00000007802
poecilia_mexicana ENSPMEG00000022681
poecilia_formosa ENSPFOG00000017520
poecilia_reticulata ENSPREG00000018712
poecilia_latipinna ENSPLAG00000010140
fundulus_heteroclitus ENSFHEG00000014618
cyprinodon_variegatus ENSCVAG00000009344
kryptolebias_marmoratus ENSKMAG00000005064
amphiprion_ocellaris ENSAOCG00000019170
amphiprion_percula ENSAPEG00000001195
acanthochromis_polyacanthus ENSAPOG00000008944
stegastes_partitus ENSSPAG00000023576
pundamilia_nyererei ENSPNYG00000017997
haplochromis_burtoni ENSHBUG00000016258
maylandia_zebra ENSMZEG00005005491
astatotilapia_calliptera ENSACLG00000007482
neolamprologus_brichardi ENSNBRG00000013755
oreochromis_niloticus ENSONIG00000006037
amphilophus_citrinellus ENSACIG00000013434
mola_mola ENSMMOG00000003354
gasterosteus_aculeatus ENSGACG00000009048
labrus_bergylta ENSLBEG00000002475
oryzias_latipes_asm223471v1 ENSORLG00020012577
oryzias_latipes_asm223469v1 ENSORLG00015018893
oryzias_latipes_asm223467v1 ENSORLG00000008774
oryzias_melastigma ENSOMEG00000004130
cynoglossus_semilaevis ENSCSEG00000001485
tetraodon_nigroviridis ENSTNIG00000018378
takifugu_rubripes ENSTRUG00000010972
hippocampus_comes ENSHCOG00000004257
periophthalmus_magnuspinnatus ENSPMGG00000020848
gadus_morhua ENSGMOG00000014525
esox_lucius ENSELUG00000008867
lepisosteus_oculatus ENSLOCG00000005398
phascolarctos_cinereus ENSPCIG00000026488
notamacropus_eugenii ENSMEUG00000011438
sarcophilus_harrisii ENSSHAG00000012181
monodelphis_domestica ENSMODG00000012640
otolemur_garnettii ENSOGAG00000013398
canis_lupus_familiaris ENSCAFG00000002542
choloepus_hoffmanni ENSCHOG00000010915
bison_bison_bison ENSBBBG00000019285
bos_mutus ENSBMUG00000006344
capra_hircus ENSCHIG00000027236
ovis_aries ENSOARG00000010908
tursiops_truncatus ENSTTRG00000016922
sus_scrofa ENSSSCG00000040634
vicugna_pacos ENSVPAG00000007879
pteropus_vampyrus ENSPVAG00000010220
ursus_maritimus ENSUMAG00000012673
ursus_americanus ENSUAMG00000013406
ailuropoda_melanoleuca ENSAMEG00000004310
neovison_vison ENSNVIG00000014935
mustela_putorius_furo ENSMPUG00000006708
canis_lupus_dingo ENSCAFG00020019059
vulpes_vulpes ENSVVUG00000019326
panthera_tigris_altaica ENSPTIG00000007942
panthera_pardus ENSPPRG00000017164
felis_catus ENSFCAG00000015631
equus_caballus ENSECAG00000016785
equus_asinus_asinus ENSEASG00005022869
canis_lupus_familiaris ENSCAFG00000029184
bos_taurus ENSBTAG00000009804
sorex_araneus ENSSARG00000000067
erinaceus_europaeus ENSEEUG00000009012
myotis_lucifugus ENSMLUG00000011752
castor_canadensis ENSCCNG00000005472
dipodomys_ordii ENSDORG00000016149
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028343
mus_spicilegus ENSMSIG00000010796
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026964
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026001
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028337
rattus_norvegicus ENSRNOG00000005841
meriones_unguiculatus ENSMUGG00000021528
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019603
