pan_paniscus ENSPPAG00000025838
pan_troglodytes ENSPTRG00000050981
homo_sapiens ENSG00000283536
gorilla_gorilla ENSGGOG00000039229
nomascus_leucogenys ENSNLEG00000031387
theropithecus_gelada ENSTGEG00000008115
piliocolobus_tephrosceles ENSPTEG00000037439
callithrix_jacchus ENSCJAG00000046838
prolemur_simus ENSPSMG00000019918
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000097050
mus_spicilegus ENSMSIG00000025744
rattus_norvegicus ENSRNOG00000062295
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009834
cricetulus_griseus_crigri-picr ENSCGRG00015028647
castor_canadensis ENSCCNG00000021191
urocitellus_parryii ENSUPAG00010020996
marmota_marmota_marmota ENSMMMG00000002529
panthera_tigris_altaica ENSPTIG00000005491
panthera_pardus ENSPPRG00000015967
felis_catus ENSFCAG00000040838
neovison_vison ENSNVIG00000000374
bos_mutus ENSBMUG00000022324
bison_bison_bison ENSBBBG00000019765
