fundulus_heteroclitus ENSFHEG00000016536
oryzias_latipes_asm223471v1 ENSORLG00020005954
amphiprion_ocellaris ENSAOCG00000016116
seriola_dumerili ENSSDUG00000012510
scophthalmus_maximus ENSSMAG00000000470
takifugu_rubripes ENSTRUG00000025922
lepisosteus_oculatus ENSLOCG00000006191
junco_hyemalis ENSJHYG00000010341
serinus_canaria ENSSCAG00000005642
taeniopygia_guttata ENSTGUG00000000191
ficedula_albicollis ENSFALG00000005647
melopsittacus_undulatus ENSMUNG00000009552
apteryx_haastii ENSAHAG00000002339
