xiphophorus_maculatus ENSXMAG00000010797
gambusia_affinis ENSGAFG00000000609
xiphophorus_couchianus ENSXCOG00000017888
poecilia_reticulata ENSPREG00000016792
fundulus_heteroclitus ENSFHEG00000017425
oryzias_latipes_asm223469v1 ENSORLG00015015497
oryzias_latipes_asm223467v1 ENSORLG00000005314
oryzias_melastigma ENSOMEG00000017711
astatotilapia_calliptera ENSACLG00000021693
maylandia_zebra ENSMZEG00005019071
pundamilia_nyererei ENSPNYG00000020651
haplochromis_burtoni ENSHBUG00000015576
neolamprologus_brichardi ENSNBRG00000008134
oreochromis_niloticus ENSONIG00000004857
amphilophus_citrinellus ENSACIG00000002623
takifugu_rubripes ENSTRUG00000017058
tetraodon_nigroviridis ENSTNIG00000009993
mola_mola ENSMMOG00000018849
seriola_dumerili ENSSDUG00000003887
monopterus_albus ENSMALG00000007784
haplochromis_burtoni ENSHBUG00000015600
hippocampus_comes ENSHCOG00000008016
maylandia_zebra ENSMZEG00005007947
astatotilapia_calliptera ENSACLG00000005676
pundamilia_nyererei ENSPNYG00000017115
neolamprologus_brichardi ENSNBRG00000019981
poecilia_latipinna ENSPLAG00000019613
poecilia_latipinna ENSPLAG00000019553
poecilia_formosa ENSPFOG00000009643
xiphophorus_couchianus ENSXCOG00000009643
gambusia_affinis ENSGAFG00000012721
gasterosteus_aculeatus ENSGACG00000011094
gadus_morhua ENSGMOG00000010606
scleropages_formosus ENSSFOG00015004989
oryctolagus_cuniculus ENSOCUG00000017678
oryctolagus_cuniculus ENSOCUG00000026856
ochotona_princeps ENSOPRG00000004745
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006323
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016892
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018821
panthera_tigris_altaica ENSPTIG00000002141
macaca_fascicularis ENSMFAG00000034223
ornithorhynchus_anatinus ENSOANG00000007320
apteryx_rowi ENSARWG00000007652
eptatretus_burgeri ENSEBUG00000009582
ciona_intestinalis ENSCING00000007375
ciona_savignyi ENSCSAVG00000006093
ciona_intestinalis ENSCING00000000257
ciona_savignyi ENSCSAVG00000003567
drosophila_melanogaster FBgn0283477
caenorhabditis_elegans_strain_n2 WBGene00004700
