loxodonta_africana ENSLAFG00000031434
echinops_telfairi ENSETEG00000006685
dasypus_novemcinctus ENSDNOG00000040994
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009217
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005145
fukomys_damarensis ENSFDAG00000018122
chinchilla_lanigera ENSCLAG00000006713
octodon_degus ENSODEG00000008051
cavia_porcellus ENSCPOG00000030207
cavia_aperea ENSCAPG00000013820
spermophilus_dauricus ENSSDAG00000005622
ictidomys_tridecemlineatus ENSSTOG00000021562
urocitellus_parryii ENSUPAG00010001969
marmota_marmota_marmota ENSMMMG00000006023
castor_canadensis ENSCCNG00000023343
dipodomys_ordii ENSDORG00000015596
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025600
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000017652
mus_spicilegus ENSMSIG00000022924
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024680
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026122
rattus_norvegicus ENSRNOG00000018488
meriones_unguiculatus ENSMUGG00000006490
microtus_ochrogaster ENSMOCG00000021600
peromyscus_maniculatus_bairdii ENSPEMG00000014853
cricetulus_griseus_crigri-picr ENSCGRG00015020854
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019755
cricetulus_griseus_crigri_1.0 ENSCGRG00000013243
mesocricetus_auratus ENSMAUG00000012417
nannospalax_galili ENSNGAG00000004710
jaculus_jaculus ENSJJAG00000019525
oryctolagus_cuniculus ENSOCUG00000005631
ochotona_princeps ENSOPRG00000014592
pan_troglodytes ENSPTRG00000049543
pan_paniscus ENSPPAG00000039656
gorilla_gorilla ENSGGOG00000007776
homo_sapiens ENSG00000101017
pongo_abelii ENSPPYG00000011088
nomascus_leucogenys ENSNLEG00000035104
colobus_angolensis_palliatus ENSCANG00000014672
piliocolobus_tephrosceles ENSPTEG00000025820
rhinopithecus_roxellana ENSRROG00000036438
rhinopithecus_bieti ENSRBIG00000041376
macaca_fascicularis ENSMFAG00000032922
macaca_mulatta ENSMMUG00000003683
macaca_nemestrina ENSMNEG00000010143
mandrillus_leucophaeus ENSMLEG00000029747
cercocebus_atys ENSCATG00000025535
theropithecus_gelada ENSTGEG00000018518
papio_anubis ENSPANG00000007532
chlorocebus_sabaeus ENSCSAG00000014752
cebus_capucinus_imitator ENSCCAG00000031327
saimiri_boliviensis_boliviensis ENSSBOG00000021670
callithrix_jacchus ENSCJAG00000017119
aotus_nancymaae ENSANAG00000027930
carlito_syrichta ENSTSYG00000036397
propithecus_coquereli ENSPCOG00000025421
prolemur_simus ENSPSMG00000008129
microcebus_murinus ENSMICG00000036430
otolemur_garnettii ENSOGAG00000009632
tupaia_belangeri ENSTBEG00000003200
ursus_americanus ENSUAMG00000012304
ursus_maritimus ENSUMAG00000025124
ailuropoda_melanoleuca ENSAMEG00000012893
neovison_vison ENSNVIG00000009676
mustela_putorius_furo ENSMPUG00000017606
canis_lupus_dingo ENSCAFG00020014372
canis_lupus_familiaris ENSCAFG00000009994
vulpes_vulpes ENSVVUG00000016462
panthera_pardus ENSPPRG00000023006
panthera_tigris_altaica ENSPTIG00000005693
felis_catus ENSFCAG00000014018
equus_asinus_asinus ENSEASG00005023362
equus_caballus ENSECAG00000016998
ovis_aries ENSOARG00000008369
capra_hircus ENSCHIG00000024296
bos_taurus ENSBTAG00000020736
bos_mutus ENSBMUG00000005600
bison_bison_bison ENSBBBG00000012254
tursiops_truncatus ENSTTRG00000000488
sus_scrofa ENSSSCG00000035078
vicugna_pacos ENSVPAG00000010631
erinaceus_europaeus ENSEEUG00000010453
pteropus_vampyrus ENSPVAG00000014516
myotis_lucifugus ENSMLUG00000006007
sarcophilus_harrisii ENSSHAG00000007420
phascolarctos_cinereus ENSPCIG00000004808
monodelphis_domestica ENSMODG00000013875
apteryx_owenii ENSAOWG00000005137
apteryx_rowi ENSARWG00000014055
apteryx_haastii ENSAHAG00000006634
dromaius_novaehollandiae ENSDNVG00000006572
nothoprocta_perdicaria ENSNPEG00000006966
calidris_pugnax ENSCPUG00000005767
calidris_pygmaea ENSCPGG00000005536
anas_platyrhynchos_platyrhynchos ENSAPLG00000013558
anser_brachyrhynchus ENSABRG00000009445
taeniopygia_guttata ENSTGUG00000005824
lonchura_striata_domestica ENSLSDG00000001744
serinus_canaria ENSSCAG00000013712
junco_hyemalis ENSJHYG00000001033
zonotrichia_albicollis ENSZALG00000004811
ficedula_albicollis ENSFALG00000004811
cyanistes_caeruleus ENSCCEG00000001978
parus_major ENSPMJG00000005797
manacus_vitellinus ENSMVIG00005007149
lepidothrix_coronata ENSLCOG00000009909
coturnix_japonica ENSCJPG00005006551
gallus_gallus ENSGALG00000007015
numida_meleagris ENSNMEG00000016509
melopsittacus_undulatus ENSMUNG00000002550
crocodylus_porosus ENSCPRG00005008381
chelonoidis_abingdonii ENSCABG00000023148
gopherus_agassizii ENSGAGG00000018812
chrysemys_picta_bellii ENSCPBG00000026807
pogona_vitticeps ENSPVIG00000000110
anolis_carolinensis ENSACAG00000011550
notechis_scutatus ENSNSUG00000004547
xenopus_tropicalis ENSXETG00000033362
latimeria_chalumnae ENSLACG00000003689
oryzias_latipes_asm223471v1 ENSORLG00020002911
oryzias_melastigma ENSOMEG00000014014
scleropages_formosus ENSSFOG00015021002
