equus_caballus ENSECAG00000003227
equus_asinus_asinus ENSEASG00005009631
bos_taurus ENSBTAG00000033122
bos_mutus ENSBMUG00000009244
capra_hircus ENSCHIG00000006716
ovis_aries ENSOARG00000013117
ursus_americanus ENSUAMG00000019195
neovison_vison ENSNVIG00000009420
prolemur_simus ENSPSMG00000025644
microcebus_murinus ENSMICG00000036465
otolemur_garnettii ENSOGAG00000029277
pan_troglodytes ENSPTRG00000050192
pan_troglodytes ENSPTRG00000029251
gorilla_gorilla ENSGGOG00000003673
homo_sapiens ENSG00000170122
homo_sapiens ENSG00000273514
homo_sapiens ENSG00000187559
homo_sapiens ENSG00000184659
homo_sapiens ENSG00000204779
pan_troglodytes ENSPTRG00000030377
saimiri_boliviensis_boliviensis ENSSBOG00000020533
cebus_capucinus_imitator ENSCCAG00000021273
piliocolobus_tephrosceles ENSPTEG00000039672
nomascus_leucogenys ENSNLEG00000008264
pongo_abelii ENSPPYG00000019267
macaca_fascicularis ENSMFAG00000003590
macaca_mulatta ENSMMUG00000023182
cercocebus_atys ENSCATG00000041044
papio_anubis ENSPANG00000009332
theropithecus_gelada ENSTGEG00000023545
chlorocebus_sabaeus ENSCSAG00000018495
macaca_nemestrina ENSMNEG00000037878
homo_sapiens ENSG00000184492
chinchilla_lanigera ENSCLAG00000006762
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011564
cricetulus_griseus_crigri-picr ENSCGRG00015001168
cricetulus_griseus_crigri_1.0 ENSCGRG00000006778
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006276
peromyscus_maniculatus_bairdii ENSPEMG00000030417
mus_spicilegus ENSMSIG00000010736
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023753
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051490
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022834
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014327
meriones_unguiculatus ENSMUGG00000009152
ictidomys_tridecemlineatus ENSSTOG00000029964
marmota_marmota_marmota ENSMMMG00000003446
felis_catus ENSFCAG00000043244
panthera_pardus ENSPPRG00000005661
sorex_araneus ENSSARG00000010259
myotis_lucifugus ENSMLUG00000014374
oryctolagus_cuniculus ENSOCUG00000010467
dasypus_novemcinctus ENSDNOG00000037709
