seriola_lalandi_dorsalis ENSSLDG00000023129
seriola_dumerili ENSSDUG00000008304
scophthalmus_maximus ENSSMAG00000006333
cynoglossus_semilaevis ENSCSEG00000009669
monopterus_albus ENSMALG00000000562
mastacembelus_armatus ENSMAMG00000015377
anabas_testudineus ENSATEG00000014682
gasterosteus_aculeatus ENSGACG00000017385
gasterosteus_aculeatus ENSGACG00000017382
mola_mola ENSMMOG00000006253
takifugu_rubripes ENSTRUG00000020831
labrus_bergylta ENSLBEG00000016114
amphiprion_ocellaris ENSAOCG00000008414
amphiprion_percula ENSAPEG00000013521
acanthochromis_polyacanthus ENSAPOG00000003425
stegastes_partitus ENSSPAG00000008530
haplochromis_burtoni ENSHBUG00000007024
maylandia_zebra ENSMZEG00005019501
astatotilapia_calliptera ENSACLG00000022641
pundamilia_nyererei ENSPNYG00000010483
neolamprologus_brichardi ENSNBRG00000012069
amphilophus_citrinellus ENSACIG00000018783
fundulus_heteroclitus ENSFHEG00000018860
cyprinodon_variegatus ENSCVAG00000013100
poecilia_mexicana ENSPMEG00000021841
poecilia_mexicana ENSPMEG00000020828
poecilia_formosa ENSPFOG00000023370
poecilia_formosa ENSPFOG00000008739
poecilia_latipinna ENSPLAG00000011074
poecilia_reticulata ENSPREG00000002128
xiphophorus_maculatus ENSXMAG00000010084
gambusia_affinis ENSGAFG00000016454
kryptolebias_marmoratus ENSKMAG00000002357
oryzias_latipes_asm223471v1 ENSORLG00020019104
oryzias_latipes_asm223469v1 ENSORLG00015018511
oryzias_latipes_asm223467v1 ENSORLG00000026000
oryzias_melastigma ENSOMEG00000005063
hippocampus_comes ENSHCOG00000004605
periophthalmus_magnuspinnatus ENSPMGG00000001361
gadus_morhua ENSGMOG00000016482
gadus_morhua ENSGMOG00000016502
