prolemur_simus ENSPSMG00000010710
propithecus_coquereli ENSPCOG00000021837
microcebus_murinus ENSMICG00000035701
otolemur_garnettii ENSOGAG00000009036
saimiri_boliviensis_boliviensis ENSSBOG00000023532
callithrix_jacchus ENSCJAG00000016065
cebus_capucinus_imitator ENSCCAG00000020371
aotus_nancymaae ENSANAG00000026562
cercocebus_atys ENSCATG00000032395
mandrillus_leucophaeus ENSMLEG00000041183
papio_anubis ENSPANG00000015089
chlorocebus_sabaeus ENSCSAG00000018059
theropithecus_gelada ENSTGEG00000008213
macaca_mulatta ENSMMUG00000030385
macaca_nemestrina ENSMNEG00000024220
macaca_fascicularis ENSMFAG00000040942
colobus_angolensis_palliatus ENSCANG00000008296
rhinopithecus_roxellana ENSRROG00000022478
piliocolobus_tephrosceles ENSPTEG00000022460
rhinopithecus_bieti ENSRBIG00000030262
pan_troglodytes ENSPTRG00000019530
pan_troglodytes ENSPTRG00000049871
pan_paniscus ENSPPAG00000042833
gorilla_gorilla ENSGGOG00000028607
homo_sapiens ENSG00000106436
pongo_abelii ENSPPYG00000017450
nomascus_leucogenys ENSNLEG00000008305
mus_spicilegus ENSMSIG00000010699
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005474
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028860
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024441
rattus_norvegicus ENSRNOG00000028981
meriones_unguiculatus ENSMUGG00000017327
cricetulus_griseus_crigri_1.0 ENSCGRG00000007026
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015932
cricetulus_griseus_crigri-picr ENSCGRG00015008879
peromyscus_maniculatus_bairdii ENSPEMG00000017542
microtus_ochrogaster ENSMOCG00000000857
nannospalax_galili ENSNGAG00000023559
jaculus_jaculus ENSJJAG00000022286
castor_canadensis ENSCCNG00000017323
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008103
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012871
fukomys_damarensis ENSFDAG00000003302
octodon_degus ENSODEG00000016366
chinchilla_lanigera ENSCLAG00000008965
cavia_aperea ENSCAPG00000012840
cavia_porcellus ENSCPOG00000022246
ochotona_princeps ENSOPRG00000003719
bos_mutus ENSBMUG00000006336
bos_taurus ENSBTAG00000026273
bison_bison_bison ENSBBBG00000010559
ovis_aries ENSOARG00000014703
capra_hircus ENSCHIG00000024911
tursiops_truncatus ENSTTRG00000005915
sus_scrofa ENSSSCG00000007680
equus_caballus ENSECAG00000022094
equus_asinus_asinus ENSEASG00005016896
myotis_lucifugus ENSMLUG00000014418
pteropus_vampyrus ENSPVAG00000007177
canis_lupus_dingo ENSCAFG00020013198
canis_lupus_familiaris ENSCAFG00000013765
vulpes_vulpes ENSVVUG00000023673
mustela_putorius_furo ENSMPUG00000015928
neovison_vison ENSNVIG00000001986
ursus_maritimus ENSUMAG00000012188
ursus_americanus ENSUAMG00000026810
ailuropoda_melanoleuca ENSAMEG00000015356
panthera_pardus ENSPPRG00000000091
panthera_tigris_altaica ENSPTIG00000006454
felis_catus ENSFCAG00000018080
ictidomys_tridecemlineatus ENSSTOG00000028388
marmota_marmota_marmota ENSMMMG00000011484
urocitellus_parryii ENSUPAG00010014807
spermophilus_dauricus ENSSDAG00000010595
dipodomys_ordii ENSDORG00000008118
oryctolagus_cuniculus ENSOCUG00000024048
carlito_syrichta ENSTSYG00000026566
dasypus_novemcinctus ENSDNOG00000042659
procavia_capensis ENSPCAG00000001862
tupaia_belangeri ENSTBEG00000005719
loxodonta_africana ENSLAFG00000031784
ornithorhynchus_anatinus ENSOANG00000021457
phascolarctos_cinereus ENSPCIG00000003597
notamacropus_eugenii ENSMEUG00000001268
monodelphis_domestica ENSMODG00000013508
ornithorhynchus_anatinus ENSOANG00000022693
anolis_carolinensis ENSACAG00000015270
pogona_vitticeps ENSPVIG00000010186
notechis_scutatus ENSNSUG00000008131
paramormyrops_kingsleyae ENSPKIG00000010607
scleropages_formosus ENSSFOG00015003990
astyanax_mexicanus ENSAMXG00000004676
pygocentrus_nattereri ENSPNAG00000009950
ictalurus_punctatus ENSIPUG00000004250
astyanax_mexicanus ENSAMXG00000008806
pygocentrus_nattereri ENSPNAG00000006041
ictalurus_punctatus ENSIPUG00000018542
danio_rerio ENSDARG00000062592
seriola_dumerili ENSSDUG00000000713
seriola_lalandi_dorsalis ENSSLDG00000016138
mola_mola ENSMMOG00000014794
gadus_morhua ENSGMOG00000001561
paramormyrops_kingsleyae ENSPKIG00000014253
