dromaius_novaehollandiae ENSDNVG00000006426
crocodylus_porosus ENSCPRG00005001325
meleagris_gallopavo ENSMGAG00000006666
coturnix_japonica ENSCJPG00005004737
gallus_gallus ENSGALG00000006022
numida_meleagris ENSNMEG00000010452
anser_brachyrhynchus ENSABRG00000013833
calidris_pugnax ENSCPUG00000017535
apteryx_rowi ENSARWG00000011266
apteryx_owenii ENSAOWG00000013252
apteryx_haastii ENSAHAG00000012901
nothoprocta_perdicaria ENSNPEG00000011832
lonchura_striata_domestica ENSLSDG00000018021
taeniopygia_guttata ENSTGUG00000008447
serinus_canaria ENSSCAG00000005319
junco_hyemalis ENSJHYG00000002375
zonotrichia_albicollis ENSZALG00000017095
ficedula_albicollis ENSFALG00000000841
parus_major ENSPMJG00000006337
cyanistes_caeruleus ENSCCEG00000017008
manacus_vitellinus ENSMVIG00005011843
lepidothrix_coronata ENSLCOG00000015333
melopsittacus_undulatus ENSMUNG00000014362
anas_platyrhynchos_platyrhynchos ENSAPLG00000007846
gopherus_agassizii ENSGAGG00000021766
chrysemys_picta_bellii ENSCPBG00000022713
chelonoidis_abingdonii ENSCABG00000017701
pelodiscus_sinensis ENSPSIG00000013946
pogona_vitticeps ENSPVIG00000003530
anolis_carolinensis ENSACAG00000012581
notechis_scutatus ENSNSUG00000018427
salvator_merianae ENSSMRG00000014981
sphenodon_punctatus ENSSPUG00000016826
latimeria_chalumnae ENSLACG00000012559
scleropages_formosus ENSSFOG00015012567
paramormyrops_kingsleyae ENSPKIG00000023584
lepisosteus_oculatus ENSLOCG00000003163
scleropages_formosus ENSSFOG00015014611
danio_rerio ENSDARG00000101560
amphilophus_citrinellus ENSACIG00000000615
pygocentrus_nattereri ENSPNAG00000016701
pygocentrus_nattereri ENSPNAG00000016466
astyanax_mexicanus ENSAMXG00000015455
ictalurus_punctatus ENSIPUG00000007063
esox_lucius ENSELUG00000004125
mola_mola ENSMMOG00000009131
takifugu_rubripes ENSTRUG00000008890
gasterosteus_aculeatus ENSGACG00000006582
mastacembelus_armatus ENSMAMG00000022977
amphiprion_percula ENSAPEG00000010541
amphiprion_ocellaris ENSAOCG00000017264
acanthochromis_polyacanthus ENSAPOG00000012410
stegastes_partitus ENSSPAG00000021415
pundamilia_nyererei ENSPNYG00000011130
astatotilapia_calliptera ENSACLG00000022405
maylandia_zebra ENSMZEG00005012488
haplochromis_burtoni ENSHBUG00000016992
neolamprologus_brichardi ENSNBRG00000015546
oreochromis_niloticus ENSONIG00000015531
poecilia_latipinna ENSPLAG00000014710
poecilia_formosa ENSPFOG00000008506
poecilia_mexicana ENSPMEG00000012160
poecilia_reticulata ENSPREG00000004345
xiphophorus_maculatus ENSXMAG00000025977
xiphophorus_couchianus ENSXCOG00000000236
gambusia_affinis ENSGAFG00000006539
fundulus_heteroclitus ENSFHEG00000020056
cyprinodon_variegatus ENSCVAG00000015276
kryptolebias_marmoratus ENSKMAG00000010831
anabas_testudineus ENSATEG00000000798
seriola_lalandi_dorsalis ENSSLDG00000004189
seriola_lalandi_dorsalis ENSSLDG00000001746
seriola_dumerili ENSSDUG00000001400
scophthalmus_maximus ENSSMAG00000000257
cynoglossus_semilaevis ENSCSEG00000001130
monopterus_albus ENSMALG00000011872
labrus_bergylta ENSLBEG00000003435
oryzias_latipes_asm223471v1 ENSORLG00020003323
oryzias_latipes_asm223467v1 ENSORLG00000001217
oryzias_latipes_asm223469v1 ENSORLG00015017544
oryzias_melastigma ENSOMEG00000003080
hippocampus_comes ENSHCOG00000017183
periophthalmus_magnuspinnatus ENSPMGG00000021197
gadus_morhua ENSGMOG00000013869
notamacropus_eugenii ENSMEUG00000011112
phascolarctos_cinereus ENSPCIG00000010513
sarcophilus_harrisii ENSSHAG00000015626
monodelphis_domestica ENSMODG00000007303
ornithorhynchus_anatinus ENSOANG00000006654
urocitellus_parryii ENSUPAG00010005766
marmota_marmota_marmota ENSMMMG00000003002
spermophilus_dauricus ENSSDAG00000017179
castor_canadensis ENSCCNG00000002482
octodon_degus ENSODEG00000009349
octodon_degus ENSODEG00000015175
octodon_degus ENSODEG00000002721
octodon_degus ENSODEG00000003283
chinchilla_lanigera ENSCLAG00000016167
pongo_abelii ENSPPYG00000003466
callithrix_jacchus ENSCJAG00000009850
propithecus_coquereli ENSPCOG00000005658
propithecus_coquereli ENSPCOG00000003859
mus_spicilegus ENSMSIG00000028812
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031462
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030751
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030347
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013558
rattus_norvegicus ENSRNOG00000011745
meriones_unguiculatus ENSMUGG00000016308
peromyscus_maniculatus_bairdii ENSPEMG00000011421
microtus_ochrogaster ENSMOCG00000001230
cricetulus_griseus_crigri_1.0 ENSCGRG00000006702
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018590
cricetulus_griseus_crigri-picr ENSCGRG00015008878
nannospalax_galili ENSNGAG00000023475
jaculus_jaculus ENSJJAG00000016996
dipodomys_ordii ENSDORG00000009494
cavia_aperea ENSCAPG00000011550
otolemur_garnettii ENSOGAG00000011622
equus_asinus_asinus ENSEASG00005005940
equus_caballus ENSECAG00000024086
pteropus_vampyrus ENSPVAG00000006646
ovis_aries ENSOARG00000006724
capra_hircus ENSCHIG00000019700
bos_taurus ENSBTAG00000006564
sus_scrofa ENSSSCG00000013391
panthera_pardus ENSPPRG00000001324
vulpes_vulpes ENSVVUG00000024483
capra_hircus ENSCHIG00000003303
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000689
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000493
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017603
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000175
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013062
oryctolagus_cuniculus ENSOCUG00000000439
pan_paniscus ENSPPAG00000009245
microcebus_murinus ENSMICG00000029258
vulpes_vulpes ENSVVUG00000012975
neovison_vison ENSNVIG00000000564
carlito_syrichta ENSTSYG00000025932
carlito_syrichta ENSTSYG00000029362
microcebus_murinus ENSMICG00000046680
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011333
mesocricetus_auratus ENSMAUG00000008437
rhinopithecus_bieti ENSRBIG00000001204
rhinopithecus_roxellana ENSRROG00000043984
mandrillus_leucophaeus ENSMLEG00000043131
tupaia_belangeri ENSTBEG00000012037
canis_lupus_familiaris ENSCAFG00000002465
canis_lupus_familiaris ENSCAFG00000001469
ursus_maritimus ENSUMAG00000000415
pan_paniscus ENSPPAG00000037661
gorilla_gorilla ENSGGOG00000039837
aotus_nancymaae ENSANAG00000005209
saimiri_boliviensis_boliviensis ENSSBOG00000034581
microcebus_murinus ENSMICG00000034102
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017402
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015230
ursus_americanus ENSUAMG00000019824
ursus_maritimus ENSUMAG00000017009
ailuropoda_melanoleuca ENSAMEG00000002440
mustela_putorius_furo ENSMPUG00000013199
vulpes_vulpes ENSVVUG00000004203
vulpes_vulpes ENSVVUG00000004821
canis_lupus_dingo ENSCAFG00020009979
canis_lupus_dingo ENSCAFG00020009244
neovison_vison ENSNVIG00000020759
panthera_tigris_altaica ENSPTIG00000006030
vulpes_vulpes ENSVVUG00000007014
canis_lupus_familiaris ENSCAFG00000001396
felis_catus ENSFCAG00000011381
canis_lupus_familiaris ENSCAFG00000010495
canis_lupus_dingo ENSCAFG00020010654
canis_lupus_familiaris ENSCAFG00000016650
canis_lupus_dingo ENSCAFG00020000073
canis_lupus_familiaris ENSCAFG00000020055
neovison_vison ENSNVIG00000013068
sus_scrofa ENSSSCG00000027274
dasypus_novemcinctus ENSDNOG00000037464
echinops_telfairi ENSETEG00000010749
myotis_lucifugus ENSMLUG00000009251
vulpes_vulpes ENSVVUG00000007601
fukomys_damarensis ENSFDAG00000007998
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008245
cavia_porcellus ENSCPOG00000015226
ictidomys_tridecemlineatus ENSSTOG00000006270
ochotona_princeps ENSOPRG00000013677
carlito_syrichta ENSTSYG00000003869
rhinopithecus_bieti ENSRBIG00000037598
rhinopithecus_roxellana ENSRROG00000037748
piliocolobus_tephrosceles ENSPTEG00000012004
cercocebus_atys ENSCATG00000014932
mandrillus_leucophaeus ENSMLEG00000030594
gorilla_gorilla ENSGGOG00000001416
macaca_fascicularis ENSMFAG00000036829
colobus_angolensis_palliatus ENSCANG00000029071
pan_troglodytes ENSPTRG00000003385
homo_sapiens ENSG00000129084
cebus_capucinus_imitator ENSCCAG00000032886
microcebus_murinus ENSMICG00000010934
theropithecus_gelada ENSTGEG00000013825
papio_anubis ENSPANG00000016448
macaca_nemestrina ENSMNEG00000005235
nomascus_leucogenys ENSNLEG00000028235
prolemur_simus ENSPSMG00000021887
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003257
bos_mutus ENSBMUG00000025708
bison_bison_bison ENSBBBG00000014567
tursiops_truncatus ENSTTRG00000003634
macaca_mulatta ENSMMUG00000016446
vicugna_pacos ENSVPAG00000008820
vulpes_vulpes ENSVVUG00000009215
sorex_araneus ENSSARG00000010022
erinaceus_europaeus ENSEEUG00000000047
loxodonta_africana ENSLAFG00000006165
procavia_capensis ENSPCAG00000008819
dasypus_novemcinctus ENSDNOG00000031243
choloepus_hoffmanni ENSCHOG00000005395
aotus_nancymaae ENSANAG00000024281
aotus_nancymaae ENSANAG00000017745
saimiri_boliviensis_boliviensis ENSSBOG00000020157
propithecus_coquereli ENSPCOG00000017306
saimiri_boliviensis_boliviensis ENSSBOG00000034107
xenopus_tropicalis ENSXETG00000019680
equus_caballus ENSECAG00000012783
equus_asinus_asinus ENSEASG00005000978
piliocolobus_tephrosceles ENSPTEG00000004325
vulpes_vulpes ENSVVUG00000024241
canis_lupus_dingo ENSCAFG00020007232
canis_lupus_dingo ENSCAFG00020017202
canis_lupus_dingo ENSCAFG00020000157
canis_lupus_dingo ENSCAFG00020019208
vulpes_vulpes ENSVVUG00000026217
chlorocebus_sabaeus ENSCSAG00000004718
piliocolobus_tephrosceles ENSPTEG00000022499
homo_sapiens ENSG00000256206
calidris_pygmaea ENSCPGG00000003313
tetraodon_nigroviridis ENSTNIG00000013744
latimeria_chalumnae ENSLACG00000017177
eptatretus_burgeri ENSEBUG00000006160
ciona_savignyi ENSCSAVG00000003542
ciona_intestinalis ENSCING00000005222
drosophila_melanogaster FBgn0250843
drosophila_melanogaster FBgn0032492
