xiphophorus_maculatus ENSXMAG00000029935
xiphophorus_couchianus ENSXCOG00000017202
gambusia_affinis ENSGAFG00000000224
poecilia_formosa ENSPFOG00000007405
poecilia_mexicana ENSPMEG00000009004
poecilia_latipinna ENSPLAG00000008230
poecilia_reticulata ENSPREG00000016665
fundulus_heteroclitus ENSFHEG00000017654
cyprinodon_variegatus ENSCVAG00000001453
kryptolebias_marmoratus ENSKMAG00000002692
oryzias_latipes_asm223471v1 ENSORLG00020006209
oryzias_latipes_asm223467v1 ENSORLG00000017737
oryzias_melastigma ENSOMEG00000010066
haplochromis_burtoni ENSHBUG00000010909
pundamilia_nyererei ENSPNYG00000017111
maylandia_zebra ENSMZEG00005023564
astatotilapia_calliptera ENSACLG00000014687
neolamprologus_brichardi ENSNBRG00000008492
amphilophus_citrinellus ENSACIG00000019479
cynoglossus_semilaevis ENSCSEG00000012201
amphiprion_ocellaris ENSAOCG00000017030
amphiprion_percula ENSAPEG00000024683
acanthochromis_polyacanthus ENSAPOG00000013152
stegastes_partitus ENSSPAG00000020103
seriola_dumerili ENSSDUG00000015553
seriola_lalandi_dorsalis ENSSLDG00000015113
scophthalmus_maximus ENSSMAG00000017208
periophthalmus_magnuspinnatus ENSPMGG00000000055
monopterus_albus ENSMALG00000020765
mastacembelus_armatus ENSMAMG00000017613
anabas_testudineus ENSATEG00000002514
takifugu_rubripes ENSTRUG00000013617
tetraodon_nigroviridis ENSTNIG00000004672
mola_mola ENSMMOG00000011551
gasterosteus_aculeatus ENSGACG00000017210
labrus_bergylta ENSLBEG00000016808
hippocampus_comes ENSHCOG00000014253
esox_lucius ENSELUG00000011983
astyanax_mexicanus ENSAMXG00000035946
pygocentrus_nattereri ENSPNAG00000008374
ictalurus_punctatus ENSIPUG00000020155
danio_rerio ENSDARG00000038794
lepisosteus_oculatus ENSLOCG00000002650
pogona_vitticeps ENSPVIG00000022657
notechis_scutatus ENSNSUG00000015514
sphenodon_punctatus ENSSPUG00000003168
xenopus_tropicalis ENSXETG00000003266
latimeria_chalumnae ENSLACG00000007194
ciona_intestinalis ENSCING00000000532
ciona_intestinalis ENSCING00000017368
ciona_intestinalis ENSCING00000007110
