sarcophilus_harrisii ENSSHAG00000004768
monodelphis_domestica ENSMODG00000019977
notamacropus_eugenii ENSMEUG00000015417
notamacropus_eugenii ENSMEUG00000011590
notamacropus_eugenii ENSMEUG00000002786
notamacropus_eugenii ENSMEUG00000009052
bos_taurus ENSBTAG00000053809
bos_mutus ENSBMUG00000004140
bison_bison_bison ENSBBBG00000002603
capra_hircus ENSCHIG00000026193
vicugna_pacos ENSVPAG00000007020
neovison_vison ENSNVIG00000024716
felis_catus ENSFCAG00000039658
pteropus_vampyrus ENSPVAG00000005832
marmota_marmota_marmota ENSMMMG00000016785
urocitellus_parryii ENSUPAG00010016967
ictidomys_tridecemlineatus ENSSTOG00000031946
castor_canadensis ENSCCNG00000003760
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005636
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010379
fukomys_damarensis ENSFDAG00000020018
peromyscus_maniculatus_bairdii ENSPEMG00000029115
cricetulus_griseus_crigri-picr ENSCGRG00015023373
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000081836
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024783
mus_spicilegus ENSMSIG00000024231
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023863
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025309
rattus_norvegicus ENSRNOG00000006024
oryctolagus_cuniculus ENSOCUG00000021453
ochotona_princeps ENSOPRG00000009783
tupaia_belangeri ENSTBEG00000016054
loxodonta_africana ENSLAFG00000030656
loxodonta_africana ENSLAFG00000027557
loxodonta_africana ENSLAFG00000028076
loxodonta_africana ENSLAFG00000009823
loxodonta_africana ENSLAFG00000000249
echinops_telfairi ENSETEG00000010691
dasypus_novemcinctus ENSDNOG00000048222
choloepus_hoffmanni ENSCHOG00000009211
choloepus_hoffmanni ENSCHOG00000006114
dasypus_novemcinctus ENSDNOG00000036455
ursus_maritimus ENSUMAG00000017907
ailuropoda_melanoleuca ENSAMEG00000020176
neovison_vison ENSNVIG00000024708
canis_lupus_dingo ENSCAFG00020025802
canis_lupus_familiaris ENSCAFG00000029978
vulpes_vulpes ENSVVUG00000030415
sorex_araneus ENSSARG00000005142
vicugna_pacos ENSVPAG00000007022
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000111590
mus_spicilegus ENSMSIG00000007701
rattus_norvegicus ENSRNOG00000059965
meriones_unguiculatus ENSMUGG00000011553
cricetulus_griseus_crigri_1.0 ENSCGRG00000019129
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003710
cricetulus_griseus_crigri-picr ENSCGRG00015023278
peromyscus_maniculatus_bairdii ENSPEMG00000007280
ictidomys_tridecemlineatus ENSSTOG00000030316
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020606
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019950
fukomys_damarensis ENSFDAG00000004903
octodon_degus ENSODEG00000000185
oryctolagus_cuniculus ENSOCUG00000010683
prolemur_simus ENSPSMG00000022462
propithecus_coquereli ENSPCOG00000024456
otolemur_garnettii ENSOGAG00000002004
macaca_nemestrina ENSMNEG00000029410
macaca_mulatta ENSMMUG00000014962
chlorocebus_sabaeus ENSCSAG00000005889
homo_sapiens ENSG00000181927
tupaia_belangeri ENSTBEG00000015710
tupaia_belangeri ENSTBEG00000000747
loxodonta_africana ENSLAFG00000030950
procavia_capensis ENSPCAG00000007074
ornithorhynchus_anatinus ENSOANG00000007932
ornithorhynchus_anatinus ENSOANG00000007933
ornithorhynchus_anatinus ENSOANG00000007930
