cyprinodon_variegatus ENSCVAG00000010401
fundulus_heteroclitus ENSFHEG00000005114
xiphophorus_maculatus ENSXMAG00000014803
xiphophorus_couchianus ENSXCOG00000003559
gambusia_affinis ENSGAFG00000013105
poecilia_mexicana ENSPMEG00000021388
poecilia_latipinna ENSPLAG00000016327
poecilia_formosa ENSPFOG00000018345
poecilia_reticulata ENSPREG00000013435
kryptolebias_marmoratus ENSKMAG00000017147
oryzias_latipes_asm223471v1 ENSORLG00020021338
oryzias_latipes_asm223467v1 ENSORLG00000027569
oryzias_latipes_asm223469v1 ENSORLG00015020239
oryzias_melastigma ENSOMEG00000003319
acanthochromis_polyacanthus ENSAPOG00000020005
amphiprion_percula ENSAPEG00000004221
stegastes_partitus ENSSPAG00000001171
maylandia_zebra ENSMZEG00005008569
astatotilapia_calliptera ENSACLG00000023508
haplochromis_burtoni ENSHBUG00000004124
pundamilia_nyererei ENSPNYG00000000425
neolamprologus_brichardi ENSNBRG00000023573
oreochromis_niloticus ENSONIG00000018180
amphilophus_citrinellus ENSACIG00000011784
takifugu_rubripes ENSTRUG00000021656
tetraodon_nigroviridis ENSTNIG00000011839
mola_mola ENSMMOG00000001561
gasterosteus_aculeatus ENSGACG00000004117
labrus_bergylta ENSLBEG00000001956
seriola_lalandi_dorsalis ENSSLDG00000000578
seriola_dumerili ENSSDUG00000008632
scophthalmus_maximus ENSSMAG00000009904
mastacembelus_armatus ENSMAMG00000007466
monopterus_albus ENSMALG00000015439
anabas_testudineus ENSATEG00000009168
cynoglossus_semilaevis ENSCSEG00000014414
periophthalmus_magnuspinnatus ENSPMGG00000003638
hippocampus_comes ENSHCOG00000001214
gadus_morhua ENSGMOG00000007671
esox_lucius ENSELUG00000009382
astyanax_mexicanus ENSAMXG00000036908
pygocentrus_nattereri ENSPNAG00000013352
ictalurus_punctatus ENSIPUG00000012714
danio_rerio ENSDARG00000061197
scleropages_formosus ENSSFOG00015017848
paramormyrops_kingsleyae ENSPKIG00000003019
chelonoidis_abingdonii ENSCABG00000010744
gopherus_agassizii ENSGAGG00000022633
chrysemys_picta_bellii ENSCPBG00000028122
pelodiscus_sinensis ENSPSIG00000005920
crocodylus_porosus ENSCPRG00005003293
pogona_vitticeps ENSPVIG00000001233
anolis_carolinensis ENSACAG00000006197
notechis_scutatus ENSNSUG00000014126
sphenodon_punctatus ENSSPUG00000009466
meleagris_gallopavo ENSMGAG00000009358
gallus_gallus ENSGALG00000007961
anas_platyrhynchos_platyrhynchos ENSAPLG00000006788
calidris_pygmaea ENSCPGG00000001072
calidris_pugnax ENSCPUG00000002525
manacus_vitellinus ENSMVIG00005001883
lepidothrix_coronata ENSLCOG00000002060
lonchura_striata_domestica ENSLSDG00000014496
taeniopygia_guttata ENSTGUG00000008742
ficedula_albicollis ENSFALG00000001229
cyanistes_caeruleus ENSCCEG00000014034
melopsittacus_undulatus ENSMUNG00000010423
apteryx_owenii ENSAOWG00000013341
dromaius_novaehollandiae ENSDNVG00000010288
phascolarctos_cinereus ENSPCIG00000004716
sarcophilus_harrisii ENSSHAG00000018618
monodelphis_domestica ENSMODG00000007172
oryctolagus_cuniculus ENSOCUG00000027247
ochotona_princeps ENSOPRG00000010870
loxodonta_africana ENSLAFG00000011434
ornithorhynchus_anatinus ENSOANG00000012022
xenopus_tropicalis ENSXETG00000030134
latimeria_chalumnae ENSLACG00000006029
lepisosteus_oculatus ENSLOCG00000010777
petromyzon_marinus ENSPMAG00000005179
eptatretus_burgeri ENSEBUG00000015509
