dasypus_novemcinctus ENSDNOG00000010419
choloepus_hoffmanni ENSCHOG00000008645
loxodonta_africana ENSLAFG00000005136
echinops_telfairi ENSETEG00000014561
procavia_capensis ENSPCAG00000016477
propithecus_coquereli ENSPCOG00000021959
microcebus_murinus ENSMICG00000026675
prolemur_simus ENSPSMG00000022315
otolemur_garnettii ENSOGAG00000007651
pan_troglodytes ENSPTRG00000020531
pan_paniscus ENSPPAG00000029589
homo_sapiens ENSG00000136999
gorilla_gorilla ENSGGOG00000002777
pongo_abelii ENSPPYG00000018841
nomascus_leucogenys ENSNLEG00000004910
rhinopithecus_roxellana ENSRROG00000031528
rhinopithecus_bieti ENSRBIG00000034217
colobus_angolensis_palliatus ENSCANG00000038098
piliocolobus_tephrosceles ENSPTEG00000034216
macaca_mulatta ENSMMUG00000005631
macaca_fascicularis ENSMFAG00000028128
papio_anubis ENSPANG00000006166
mandrillus_leucophaeus ENSMLEG00000031569
macaca_nemestrina ENSMNEG00000027027
cercocebus_atys ENSCATG00000034379
theropithecus_gelada ENSTGEG00000007704
chlorocebus_sabaeus ENSCSAG00000010843
callithrix_jacchus ENSCJAG00000005759
saimiri_boliviensis_boliviensis ENSSBOG00000029191
cebus_capucinus_imitator ENSCCAG00000032102
aotus_nancymaae ENSANAG00000028082
carlito_syrichta ENSTSYG00000026558
tupaia_belangeri ENSTBEG00000004956
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037362
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020689
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019792
mus_spicilegus ENSMSIG00000022403
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019802
rattus_norvegicus ENSRNOG00000008697
meriones_unguiculatus ENSMUGG00000013818
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020090
cricetulus_griseus_crigri-picr ENSCGRG00015026348
cricetulus_griseus_crigri_1.0 ENSCGRG00000011615
mesocricetus_auratus ENSMAUG00000017500
microtus_ochrogaster ENSMOCG00000015325
peromyscus_maniculatus_bairdii ENSPEMG00000015443
nannospalax_galili ENSNGAG00000012632
cavia_porcellus ENSCPOG00000040005
octodon_degus ENSODEG00000001482
chinchilla_lanigera ENSCLAG00000010921
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005949
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009243
fukomys_damarensis ENSFDAG00000005989
jaculus_jaculus ENSJJAG00000020730
urocitellus_parryii ENSUPAG00010018080
ictidomys_tridecemlineatus ENSSTOG00000010067
marmota_marmota_marmota ENSMMMG00000000353
spermophilus_dauricus ENSSDAG00000024926
castor_canadensis ENSCCNG00000027078
dipodomys_ordii ENSDORG00000008673
oryctolagus_cuniculus ENSOCUG00000010693
ochotona_princeps ENSOPRG00000009811
myotis_lucifugus ENSMLUG00000006279
pteropus_vampyrus ENSPVAG00000003711
tursiops_truncatus ENSTTRG00000008681
sus_scrofa ENSSSCG00000006002
vicugna_pacos ENSVPAG00000000764
capra_hircus ENSCHIG00000020448
ovis_aries ENSOARG00000009469
bos_mutus ENSBMUG00000016568
bos_taurus ENSBTAG00000002080
bison_bison_bison ENSBBBG00000014514
ursus_americanus ENSUAMG00000009313
ursus_maritimus ENSUMAG00000020705
ailuropoda_melanoleuca ENSAMEG00000004343
neovison_vison ENSNVIG00000006649
mustela_putorius_furo ENSMPUG00000001033
canis_lupus_familiaris ENSCAFG00000030440
canis_lupus_dingo ENSCAFG00020004358
vulpes_vulpes ENSVVUG00000015831
panthera_pardus ENSPPRG00000024868
panthera_tigris_altaica ENSPTIG00000013703
felis_catus ENSFCAG00000030696
equus_asinus_asinus ENSEASG00005023121
equus_caballus ENSECAG00000023039
erinaceus_europaeus ENSEEUG00000005604
sorex_araneus ENSSARG00000013813
phascolarctos_cinereus ENSPCIG00000011444
notamacropus_eugenii ENSMEUG00000014249
sarcophilus_harrisii ENSSHAG00000017261
monodelphis_domestica ENSMODG00000003994
ornithorhynchus_anatinus ENSOANG00000009881
gallus_gallus ENSGALG00000038364
coturnix_japonica ENSCJPG00005005391
meleagris_gallopavo ENSMGAG00000012516
numida_meleagris ENSNMEG00000008012
anser_brachyrhynchus ENSABRG00000013614
anas_platyrhynchos_platyrhynchos ENSAPLG00000006728
calidris_pygmaea ENSCPGG00000011712
calidris_pugnax ENSCPUG00000007713
lonchura_striata_domestica ENSLSDG00000003840
taeniopygia_guttata ENSTGUG00000012349
junco_hyemalis ENSJHYG00000007094
zonotrichia_albicollis ENSZALG00000014078
serinus_canaria ENSSCAG00000006932
ficedula_albicollis ENSFALG00000002328
parus_major ENSPMJG00000011248
cyanistes_caeruleus ENSCCEG00000008392
lepidothrix_coronata ENSLCOG00000009239
melopsittacus_undulatus ENSMUNG00000004935
manacus_vitellinus ENSMVIG00005012719
apteryx_rowi ENSARWG00000002911
apteryx_owenii ENSAOWG00000001058
apteryx_haastii ENSAHAG00000018903
dromaius_novaehollandiae ENSDNVG00000008671
nothoprocta_perdicaria ENSNPEG00000011182
crocodylus_porosus ENSCPRG00005007670
gopherus_agassizii ENSGAGG00000002830
chelonoidis_abingdonii ENSCABG00000004292
chrysemys_picta_bellii ENSCPBG00000015378
pelodiscus_sinensis ENSPSIG00000008920
pogona_vitticeps ENSPVIG00000008021
anolis_carolinensis ENSACAG00000008505
