sarcophilus_harrisii ENSSHAG00000016326
phascolarctos_cinereus ENSPCIG00000024245
monodelphis_domestica ENSMODG00000016749
ornithorhynchus_anatinus ENSOANG00000030328
anolis_carolinensis ENSACAG00000005337
pogona_vitticeps ENSPVIG00000019804
notechis_scutatus ENSNSUG00000006902
salvator_merianae ENSSMRG00000007658
sphenodon_punctatus ENSSPUG00000001082
serinus_canaria ENSSCAG00000002189
lonchura_striata_domestica ENSLSDG00000016285
junco_hyemalis ENSJHYG00000011590
ficedula_albicollis ENSFALG00000003123
lepidothrix_coronata ENSLCOG00000006161
gallus_gallus ENSGALG00000026070
meleagris_gallopavo ENSMGAG00000014166
coturnix_japonica ENSCJPG00005014003
numida_meleagris ENSNMEG00000005922
anas_platyrhynchos_platyrhynchos ENSAPLG00000028200
calidris_pygmaea ENSCPGG00000004843
apteryx_rowi ENSARWG00000012380
apteryx_owenii ENSAOWG00000011497
apteryx_haastii ENSAHAG00000000302
dromaius_novaehollandiae ENSDNVG00000014282
crocodylus_porosus ENSCPRG00005007954
gopherus_agassizii ENSGAGG00000023207
chelonoidis_abingdonii ENSCABG00000017730
chrysemys_picta_bellii ENSCPBG00000023381
pelodiscus_sinensis ENSPSIG00000017786
xenopus_tropicalis ENSXETG00000018006
latimeria_chalumnae ENSLACG00000015056
scleropages_formosus ENSSFOG00015020846
paramormyrops_kingsleyae ENSPKIG00000015179
scleropages_formosus ENSSFOG00015019119
paramormyrops_kingsleyae ENSPKIG00000012965
pygocentrus_nattereri ENSPNAG00000010456
astyanax_mexicanus ENSAMXG00000035647
ictalurus_punctatus ENSIPUG00000003882
esox_lucius ENSELUG00000008958
oryzias_latipes_asm223471v1 ENSORLG00020013476
oryzias_latipes_asm223469v1 ENSORLG00015003802
oryzias_latipes_asm223467v1 ENSORLG00000008094
oryzias_melastigma ENSOMEG00000019832
labrus_bergylta ENSLBEG00000000182
monopterus_albus ENSMALG00000019930
mastacembelus_armatus ENSMAMG00000020424
anabas_testudineus ENSATEG00000013193
maylandia_zebra ENSMZEG00005017874
astatotilapia_calliptera ENSACLG00000015643
pundamilia_nyererei ENSPNYG00000011073
haplochromis_burtoni ENSHBUG00000014998
oreochromis_niloticus ENSONIG00000015928
neolamprologus_brichardi ENSNBRG00000019264
amphilophus_citrinellus ENSACIG00000004679
cyprinodon_variegatus ENSCVAG00000004766
fundulus_heteroclitus ENSFHEG00000017947
xiphophorus_maculatus ENSXMAG00000016741
gambusia_affinis ENSGAFG00000009000
poecilia_formosa ENSPFOG00000016522
poecilia_mexicana ENSPMEG00000008775
poecilia_latipinna ENSPLAG00000002519
poecilia_reticulata ENSPREG00000012383
kryptolebias_marmoratus ENSKMAG00000003309
amphiprion_ocellaris ENSAOCG00000008741
amphiprion_percula ENSAPEG00000007973
acanthochromis_polyacanthus ENSAPOG00000015463
stegastes_partitus ENSSPAG00000004401
scophthalmus_maximus ENSSMAG00000020770
cynoglossus_semilaevis ENSCSEG00000018591
gasterosteus_aculeatus ENSGACG00000001301
seriola_lalandi_dorsalis ENSSLDG00000015574
seriola_lalandi_dorsalis ENSSLDG00000013073
seriola_dumerili ENSSDUG00000009328
hippocampus_comes ENSHCOG00000002818
gadus_morhua ENSGMOG00000004499
esox_lucius ENSELUG00000013588
pygocentrus_nattereri ENSPNAG00000011046
ictalurus_punctatus ENSIPUG00000010612
danio_rerio ENSDARG00000034210
lepisosteus_oculatus ENSLOCG00000007353
