anolis_carolinensis ENSACAG00000001424
notechis_scutatus ENSNSUG00000013808
salvator_merianae ENSSMRG00000019287
gopherus_agassizii ENSGAGG00000003907
chelonoidis_abingdonii ENSCABG00000023105
chrysemys_picta_bellii ENSCPBG00000020313
pelodiscus_sinensis ENSPSIG00000016850
calidris_pygmaea ENSCPGG00000010093
calidris_pugnax ENSCPUG00000006030
melopsittacus_undulatus ENSMUNG00000011930
apteryx_rowi ENSARWG00000012976
apteryx_haastii ENSAHAG00000005634
nothoprocta_perdicaria ENSNPEG00000001436
coturnix_japonica ENSCJPG00005009584
meleagris_gallopavo ENSMGAG00000006655
gallus_gallus ENSGALG00000048320
numida_meleagris ENSNMEG00000000604
anas_platyrhynchos_platyrhynchos ENSAPLG00000006365
taeniopygia_guttata ENSTGUG00000000395
lonchura_striata_domestica ENSLSDG00000008986
serinus_canaria ENSSCAG00000013629
zonotrichia_albicollis ENSZALG00000000570
lepidothrix_coronata ENSLCOG00000008855
cyanistes_caeruleus ENSCCEG00000009779
ficedula_albicollis ENSFALG00000004845
manacus_vitellinus ENSMVIG00005019949
serinus_canaria ENSSCAG00000003258
serinus_canaria ENSSCAG00000007373
calidris_pygmaea ENSCPGG00000013014
calidris_pygmaea ENSCPGG00000005997
apteryx_haastii ENSAHAG00000019352
apteryx_owenii ENSAOWG00000014869
apteryx_rowi ENSARWG00000008525
apteryx_owenii ENSAOWG00000007354
crocodylus_porosus ENSCPRG00005010458
sphenodon_punctatus ENSSPUG00000012327
monodelphis_domestica ENSMODG00000023571
anser_brachyrhynchus ENSABRG00000001448
parus_major ENSPMJG00000002896
dromaius_novaehollandiae ENSDNVG00000010315
pogona_vitticeps ENSPVIG00000022004
vicugna_pacos ENSVPAG00000004473
ursus_maritimus ENSUMAG00000004250
myotis_lucifugus ENSMLUG00000001091
myotis_lucifugus ENSMLUG00000025247
pteropus_vampyrus ENSPVAG00000011171
sus_scrofa ENSSSCG00000001060
ailuropoda_melanoleuca ENSAMEG00000017774
mustela_putorius_furo ENSMPUG00000011639
felis_catus ENSFCAG00000041137
panthera_pardus ENSPPRG00000005370
panthera_tigris_altaica ENSPTIG00000004092
felis_catus ENSFCAG00000025373
panthera_tigris_altaica ENSPTIG00000014418
mustela_putorius_furo ENSMPUG00000018954
mustela_putorius_furo ENSMPUG00000018851
canis_lupus_dingo ENSCAFG00020019227
canis_lupus_dingo ENSCAFG00020019228
canis_lupus_familiaris ENSCAFG00000005166
vulpes_vulpes ENSVVUG00000013171
canis_lupus_dingo ENSCAFG00020017446
canis_lupus_familiaris ENSCAFG00000011182
vulpes_vulpes ENSVVUG00000008123
canis_lupus_familiaris ENSCAFG00000032152
canis_lupus_dingo ENSCAFG00020005075
vulpes_vulpes ENSVVUG00000021634
neovison_vison ENSNVIG00000019105
mustela_putorius_furo ENSMPUG00000018741
ursus_americanus ENSUAMG00000026418
panthera_pardus ENSPPRG00000002010
equus_caballus ENSECAG00000023180
equus_asinus_asinus ENSEASG00005015562
spermophilus_dauricus ENSSDAG00000014858
urocitellus_parryii ENSUPAG00010011301
ictidomys_tridecemlineatus ENSSTOG00000028618
marmota_marmota_marmota ENSMMMG00000006598
ictidomys_tridecemlineatus ENSSTOG00000027920
ictidomys_tridecemlineatus ENSSTOG00000034368
urocitellus_parryii ENSUPAG00010017171
spermophilus_dauricus ENSSDAG00000018755
dasypus_novemcinctus ENSDNOG00000030844
procavia_capensis ENSPCAG00000004737
microcebus_murinus ENSMICG00000035584
otolemur_garnettii ENSOGAG00000008850
oryctolagus_cuniculus ENSOCUG00000006607
oryctolagus_cuniculus ENSOCUG00000008405
sus_scrofa ENSSSCG00000014264
tursiops_truncatus ENSTTRG00000008653
ovis_aries ENSOARG00000017230
capra_hircus ENSCHIG00000018678
bos_mutus ENSBMUG00000006082
bos_taurus ENSBTAG00000010959
bos_mutus ENSBMUG00000018792
bos_taurus ENSBTAG00000052700
bison_bison_bison ENSBBBG00000017878
bison_bison_bison ENSBBBG00000018697
saimiri_boliviensis_boliviensis ENSSBOG00000015921
callithrix_jacchus ENSCJAG00000009599
cebus_capucinus_imitator ENSCCAG00000005518
saimiri_boliviensis_boliviensis ENSSBOG00000036086
aotus_nancymaae ENSANAG00000029738
colobus_angolensis_palliatus ENSCANG00000019645
piliocolobus_tephrosceles ENSPTEG00000037173
rhinopithecus_bieti ENSRBIG00000021800
piliocolobus_tephrosceles ENSPTEG00000006437
piliocolobus_tephrosceles ENSPTEG00000034308
rhinopithecus_roxellana ENSRROG00000024779
macaca_nemestrina ENSMNEG00000034414
nomascus_leucogenys ENSNLEG00000012431
capra_hircus ENSCHIG00000011526
capra_hircus ENSCHIG00000009185
bos_mutus ENSBMUG00000024171
bos_taurus ENSBTAG00000048002
bison_bison_bison ENSBBBG00000023723
macaca_fascicularis ENSMFAG00000036310
macaca_mulatta ENSMMUG00000009985
theropithecus_gelada ENSTGEG00000016399
cercocebus_atys ENSCATG00000037620
chlorocebus_sabaeus ENSCSAG00000014000
papio_anubis ENSPANG00000012466
mandrillus_leucophaeus ENSMLEG00000039600
pongo_abelii ENSPPYG00000015747
callithrix_jacchus ENSCJAG00000043993
callithrix_jacchus ENSCJAG00000039510
callithrix_jacchus ENSCJAG00000046852
callithrix_jacchus ENSCJAG00000039525
saimiri_boliviensis_boliviensis ENSSBOG00000032726
colobus_angolensis_palliatus ENSCANG00000040976
carlito_syrichta ENSTSYG00000009158
rhinopithecus_bieti ENSRBIG00000035719
rhinopithecus_roxellana ENSRROG00000032299
colobus_angolensis_palliatus ENSCANG00000042266
mandrillus_leucophaeus ENSMLEG00000031369
cercocebus_atys ENSCATG00000039088
papio_anubis ENSPANG00000030144
macaca_fascicularis ENSMFAG00000032836
macaca_nemestrina ENSMNEG00000006813
macaca_mulatta ENSMMUG00000046053
pan_troglodytes ENSPTRG00000044233
pan_troglodytes ENSPTRG00000044680
pan_paniscus ENSPPAG00000019786
gorilla_gorilla ENSGGOG00000026448
nomascus_leucogenys ENSNLEG00000032105
aotus_nancymaae ENSANAG00000010013
carlito_syrichta ENSTSYG00000025807
carlito_syrichta ENSTSYG00000034218
carlito_syrichta ENSTSYG00000031487
aotus_nancymaae ENSANAG00000002703
saimiri_boliviensis_boliviensis ENSSBOG00000031899
carlito_syrichta ENSTSYG00000032979
octodon_degus ENSODEG00000020071
octodon_degus ENSODEG00000020080
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010996
nannospalax_galili ENSNGAG00000016071
pan_troglodytes ENSPTRG00000017206
pan_paniscus ENSPPAG00000039560
gorilla_gorilla ENSGGOG00000011967
homo_sapiens ENSG00000169567
aotus_nancymaae ENSANAG00000019623
saimiri_boliviensis_boliviensis ENSSBOG00000023204
dipodomys_ordii ENSDORG00000024485
dipodomys_ordii ENSDORG00000024559
dipodomys_ordii ENSDORG00000029580
octodon_degus ENSODEG00000008456
octodon_degus ENSODEG00000001529
echinops_telfairi ENSETEG00000015133
echinops_telfairi ENSETEG00000010127
tupaia_belangeri ENSTBEG00000001666
ovis_aries ENSOARG00000016673
fukomys_damarensis ENSFDAG00000007061
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007099
chinchilla_lanigera ENSCLAG00000012693
cavia_porcellus ENSCPOG00000023046
dipodomys_ordii ENSDORG00000011944
cricetulus_griseus_crigri_1.0 ENSCGRG00000014274
mesocricetus_auratus ENSMAUG00000003917
marmota_marmota_marmota ENSMMMG00000014343
loxodonta_africana ENSLAFG00000027903
mus_spicilegus ENSMSIG00000008122
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020267
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017204
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016362
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017497
rattus_norvegicus ENSRNOG00000000622
rattus_norvegicus ENSRNOG00000005630
meriones_unguiculatus ENSMUGG00000000348
microtus_ochrogaster ENSMOCG00000015219
castor_canadensis ENSCCNG00000027289
erinaceus_europaeus ENSEEUG00000008175
monodelphis_domestica ENSMODG00000028727
monodelphis_domestica ENSMODG00000024687
sarcophilus_harrisii ENSSHAG00000005834
phascolarctos_cinereus ENSPCIG00000029889
phascolarctos_cinereus ENSPCIG00000024152
phascolarctos_cinereus ENSPCIG00000014188
phascolarctos_cinereus ENSPCIG00000013313
notamacropus_eugenii ENSMEUG00000005368
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023991
cricetulus_griseus_crigri-picr ENSCGRG00015020870
peromyscus_maniculatus_bairdii ENSPEMG00000026673
saimiri_boliviensis_boliviensis ENSSBOG00000019209
cebus_capucinus_imitator ENSCCAG00000024935
carlito_syrichta ENSTSYG00000029784
vulpes_vulpes ENSVVUG00000029183
canis_lupus_dingo ENSCAFG00020013588
phascolarctos_cinereus ENSPCIG00000032294
xenopus_tropicalis ENSXETG00000008278
latimeria_chalumnae ENSLACG00000012554
labrus_bergylta ENSLBEG00000007882
labrus_bergylta ENSLBEG00000022872
gasterosteus_aculeatus ENSGACG00000010631
tetraodon_nigroviridis ENSTNIG00000007475
mastacembelus_armatus ENSMAMG00000021815
anabas_testudineus ENSATEG00000010438
seriola_lalandi_dorsalis ENSSLDG00000022907
seriola_dumerili ENSSDUG00000018899
oryzias_latipes_asm223471v1 ENSORLG00020012355
oryzias_latipes_asm223469v1 ENSORLG00015000493
oryzias_latipes_asm223467v1 ENSORLG00000004689
oryzias_melastigma ENSOMEG00000011624
kryptolebias_marmoratus ENSKMAG00000003173
amphiprion_percula ENSAPEG00000003438
amphiprion_ocellaris ENSAOCG00000005696
acanthochromis_polyacanthus ENSAPOG00000016821
stegastes_partitus ENSSPAG00000014003
pundamilia_nyererei ENSPNYG00000001225
astatotilapia_calliptera ENSACLG00000023571
maylandia_zebra ENSMZEG00005027384
haplochromis_burtoni ENSHBUG00000013488
neolamprologus_brichardi ENSNBRG00000013475
oreochromis_niloticus ENSONIG00000000901
amphilophus_citrinellus ENSACIG00000009379
hippocampus_comes ENSHCOG00000002161
periophthalmus_magnuspinnatus ENSPMGG00000013207
astyanax_mexicanus ENSAMXG00000039321
pygocentrus_nattereri ENSPNAG00000020038
scleropages_formosus ENSSFOG00015007779
lepisosteus_oculatus ENSLOCG00000008277
latimeria_chalumnae ENSLACG00000015723
caenorhabditis_elegans_strain_n2 WBGene00009002
