chrysemys_picta_bellii ENSCPBG00000004542
gopherus_agassizii ENSGAGG00000003095
anser_brachyrhynchus ENSABRG00000008005
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008506
dipodomys_ordii ENSDORG00000023200
cavia_aperea ENSCAPG00000009522
cavia_porcellus ENSCPOG00000040579
capra_hircus ENSCHIG00000012252
echinops_telfairi ENSETEG00000015836
sus_scrofa ENSSSCG00000029156
sorex_araneus ENSSARG00000013756
equus_asinus_asinus ENSEASG00005020728
equus_caballus ENSECAG00000035836
canis_lupus_familiaris ENSCAFG00000002564
canis_lupus_dingo ENSCAFG00020015473
vulpes_vulpes ENSVVUG00000006986
mustela_putorius_furo ENSMPUG00000007311
ailuropoda_melanoleuca ENSAMEG00000018918
panthera_pardus ENSPPRG00000013523
felis_catus ENSFCAG00000028412
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013598
cricetulus_griseus_crigri-picr ENSCGRG00015027321
peromyscus_maniculatus_bairdii ENSPEMG00000007237
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074405
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030196
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029143
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021011
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030197
mus_spicilegus ENSMSIG00000013063
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029144
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021012
rattus_norvegicus ENSRNOG00000028628
nannospalax_galili ENSNGAG00000016004
jaculus_jaculus ENSJJAG00000011934
castor_canadensis ENSCCNG00000012264
urocitellus_parryii ENSUPAG00010001973
ictidomys_tridecemlineatus ENSSTOG00000025586
marmota_marmota_marmota ENSMMMG00000001452
prolemur_simus ENSPSMG00000007900
otolemur_garnettii ENSOGAG00000029406
homo_sapiens ENSG00000261221
pongo_abelii ENSPPYG00000010425
macaca_fascicularis ENSMFAG00000044401
macaca_mulatta ENSMMUG00000043621
macaca_nemestrina ENSMNEG00000038220
theropithecus_gelada ENSTGEG00000013174
piliocolobus_tephrosceles ENSPTEG00000039757
aotus_nancymaae ENSANAG00000036989
loxodonta_africana ENSLAFG00000030700
dasypus_novemcinctus ENSDNOG00000045263
phascolarctos_cinereus ENSPCIG00000018022
pogona_vitticeps ENSPVIG00000009303
notechis_scutatus ENSNSUG00000005344
salvator_merianae ENSSMRG00000002501
xenopus_tropicalis ENSXETG00000019138
spermophilus_dauricus ENSSDAG00000007422
nothoprocta_perdicaria ENSNPEG00000015327
calidris_pugnax ENSCPUG00000004203
calidris_pygmaea ENSCPGG00000014969
paramormyrops_kingsleyae ENSPKIG00000012449
scleropages_formosus ENSSFOG00015000866
paramormyrops_kingsleyae ENSPKIG00000019802
scleropages_formosus ENSSFOG00015019232
astatotilapia_calliptera ENSACLG00000021789
maylandia_zebra ENSMZEG00005016473
haplochromis_burtoni ENSHBUG00000013630
pundamilia_nyererei ENSPNYG00000001753
neolamprologus_brichardi ENSNBRG00000002993
oreochromis_niloticus ENSONIG00000012777
amphilophus_citrinellus ENSACIG00000006149
amphiprion_percula ENSAPEG00000008532
amphiprion_ocellaris ENSAOCG00000018594
acanthochromis_polyacanthus ENSAPOG00000015941
stegastes_partitus ENSSPAG00000016414
poecilia_latipinna ENSPLAG00000004901
poecilia_formosa ENSPFOG00000010178
poecilia_mexicana ENSPMEG00000002192
poecilia_reticulata ENSPREG00000008182
xiphophorus_maculatus ENSXMAG00000023004
xiphophorus_couchianus ENSXCOG00000019427
gambusia_affinis ENSGAFG00000013340
fundulus_heteroclitus ENSFHEG00000016323
cyprinodon_variegatus ENSCVAG00000007735
kryptolebias_marmoratus ENSKMAG00000005431
oryzias_latipes_asm223469v1 ENSORLG00015013131
oryzias_latipes_asm223467v1 ENSORLG00000030231
oryzias_latipes_asm223471v1 ENSORLG00020007356
oryzias_melastigma ENSOMEG00000010995
monopterus_albus ENSMALG00000009597
mastacembelus_armatus ENSMAMG00000019633
anabas_testudineus ENSATEG00000022530
scophthalmus_maximus ENSSMAG00000012891
cynoglossus_semilaevis ENSCSEG00000018753
seriola_dumerili ENSSDUG00000008969
seriola_lalandi_dorsalis ENSSLDG00000022479
mola_mola ENSMMOG00000016567
takifugu_rubripes ENSTRUG00000020218
labrus_bergylta ENSLBEG00000016791
hippocampus_comes ENSHCOG00000020567
periophthalmus_magnuspinnatus ENSPMGG00000012146
esox_lucius ENSELUG00000015406
pygocentrus_nattereri ENSPNAG00000018202
astyanax_mexicanus ENSAMXG00000016064
ictalurus_punctatus ENSIPUG00000008061
danio_rerio ENSDARG00000014825
pygocentrus_nattereri ENSPNAG00000027501
astyanax_mexicanus ENSAMXG00000032106
ictalurus_punctatus ENSIPUG00000009025
danio_rerio ENSDARG00000036698
xiphophorus_couchianus ENSXCOG00000018978
xiphophorus_maculatus ENSXMAG00000029333
poecilia_reticulata ENSPREG00000000799
gambusia_affinis ENSGAFG00000003432
pundamilia_nyererei ENSPNYG00000003312
maylandia_zebra ENSMZEG00005002430
haplochromis_burtoni ENSHBUG00000019624
neolamprologus_brichardi ENSNBRG00000003309
astatotilapia_calliptera ENSACLG00000016648
astatotilapia_calliptera ENSACLG00000016661
tetraodon_nigroviridis ENSTNIG00000001668
takifugu_rubripes ENSTRUG00000024008
amphiprion_percula ENSAPEG00000002595
poecilia_latipinna ENSPLAG00000013476
poecilia_formosa ENSPFOG00000007425
poecilia_mexicana ENSPMEG00000010070
cyprinodon_variegatus ENSCVAG00000022101
fundulus_heteroclitus ENSFHEG00000001706
kryptolebias_marmoratus ENSKMAG00000018789
oreochromis_niloticus ENSONIG00000007045
acanthochromis_polyacanthus ENSAPOG00000014819
mola_mola ENSMMOG00000013085
scophthalmus_maximus ENSSMAG00000016019
cynoglossus_semilaevis ENSCSEG00000016863
oryzias_latipes_asm223469v1 ENSORLG00015019057
stegastes_partitus ENSSPAG00000001452
amphiprion_ocellaris ENSAOCG00000022926
periophthalmus_magnuspinnatus ENSPMGG00000022530
hippocampus_comes ENSHCOG00000018630
monopterus_albus ENSMALG00000004996
esox_lucius ENSELUG00000022204
