oryctolagus_cuniculus ENSOCUG00000000304
ochotona_princeps ENSOPRG00000003392
carlito_syrichta ENSTSYG00000025500
mus_spicilegus ENSMSIG00000004074
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028909
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019518
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027905
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024479
rattus_norvegicus ENSRNOG00000001353
meriones_unguiculatus ENSMUGG00000024146
cricetulus_griseus_crigri_1.0 ENSCGRG00000018012
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019453
cricetulus_griseus_crigri-picr ENSCGRG00015005356
mesocricetus_auratus ENSMAUG00000010147
microtus_ochrogaster ENSMOCG00000015753
peromyscus_maniculatus_bairdii ENSPEMG00000008418
nannospalax_galili ENSNGAG00000012964
jaculus_jaculus ENSJJAG00000010248
urocitellus_parryii ENSUPAG00010018188
spermophilus_dauricus ENSSDAG00000021447
marmota_marmota_marmota ENSMMMG00000012605
ictidomys_tridecemlineatus ENSSTOG00000009043
castor_canadensis ENSCCNG00000007130
dipodomys_ordii ENSDORG00000019826
chinchilla_lanigera ENSCLAG00000001567
octodon_degus ENSODEG00000016717
cavia_porcellus ENSCPOG00000005111
cavia_aperea ENSCAPG00000014304
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015128
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013613
fukomys_damarensis ENSFDAG00000002861
tupaia_belangeri ENSTBEG00000014393
propithecus_coquereli ENSPCOG00000018341
microcebus_murinus ENSMICG00000003981
prolemur_simus ENSPSMG00000001105
otolemur_garnettii ENSOGAG00000006410
pan_troglodytes ENSPTRG00000019473
pan_paniscus ENSPPAG00000043207
homo_sapiens ENSG00000221838
gorilla_gorilla ENSGGOG00000002739
pongo_abelii ENSPPYG00000017399
nomascus_leucogenys ENSNLEG00000011496
colobus_angolensis_palliatus ENSCANG00000038660
piliocolobus_tephrosceles ENSPTEG00000025799
rhinopithecus_roxellana ENSRROG00000045164
rhinopithecus_bieti ENSRBIG00000028098
macaca_fascicularis ENSMFAG00000040792
macaca_mulatta ENSMMUG00000013447
theropithecus_gelada ENSTGEG00000011446
papio_anubis ENSPANG00000017639
cercocebus_atys ENSCATG00000036574
macaca_nemestrina ENSMNEG00000044579
mandrillus_leucophaeus ENSMLEG00000009684
chlorocebus_sabaeus ENSCSAG00000017849
cebus_capucinus_imitator ENSCCAG00000026127
saimiri_boliviensis_boliviensis ENSSBOG00000012233
callithrix_jacchus ENSCJAG00000015542
aotus_nancymaae ENSANAG00000032370
ursus_americanus ENSUAMG00000008929
ursus_maritimus ENSUMAG00000010444
ailuropoda_melanoleuca ENSAMEG00000011117
mustela_putorius_furo ENSMPUG00000010875
neovison_vison ENSNVIG00000000228
canis_lupus_familiaris ENSCAFG00000014674
canis_lupus_dingo ENSCAFG00020014130
vulpes_vulpes ENSVVUG00000023330
panthera_pardus ENSPPRG00000002459
panthera_tigris_altaica ENSPTIG00000005703
panthera_pardus ENSPPRG00000002694
felis_catus ENSFCAG00000026277
equus_asinus_asinus ENSEASG00005018948
equus_caballus ENSECAG00000016103
tursiops_truncatus ENSTTRG00000021386
sus_scrofa ENSSSCG00000034288
ovis_aries ENSOARG00000017722
capra_hircus ENSCHIG00000017578
bos_mutus ENSBMUG00000023677
