oryzias_latipes_asm223471v1 ENSORLG00020011280
oryzias_latipes_asm223469v1 ENSORLG00015001730
oryzias_latipes_asm223467v1 ENSORLG00000015896
oryzias_melastigma ENSOMEG00000021882
xiphophorus_maculatus ENSXMAG00000005431
xiphophorus_couchianus ENSXCOG00000006826
poecilia_latipinna ENSPLAG00000012067
poecilia_formosa ENSPFOG00000011278
poecilia_reticulata ENSPREG00000020686
gambusia_affinis ENSGAFG00000014464
poecilia_mexicana ENSPMEG00000001956
cyprinodon_variegatus ENSCVAG00000004496
fundulus_heteroclitus ENSFHEG00000006184
kryptolebias_marmoratus ENSKMAG00000021750
hippocampus_comes ENSHCOG00000006562
labrus_bergylta ENSLBEG00000009493
seriola_dumerili ENSSDUG00000000229
seriola_lalandi_dorsalis ENSSLDG00000012967
scophthalmus_maximus ENSSMAG00000011562
cynoglossus_semilaevis ENSCSEG00000003438
mastacembelus_armatus ENSMAMG00000000393
monopterus_albus ENSMALG00000021537
amphiprion_percula ENSAPEG00000001745
amphiprion_ocellaris ENSAOCG00000007100
acanthochromis_polyacanthus ENSAPOG00000018049
stegastes_partitus ENSSPAG00000007057
gasterosteus_aculeatus ENSGACG00000013693
haplochromis_burtoni ENSHBUG00000016648
pundamilia_nyererei ENSPNYG00000020435
astatotilapia_calliptera ENSACLG00000008393
maylandia_zebra ENSMZEG00005016677
oreochromis_niloticus ENSONIG00000010327
neolamprologus_brichardi ENSNBRG00000016918
amphilophus_citrinellus ENSACIG00000010708
anabas_testudineus ENSATEG00000016944
mola_mola ENSMMOG00000000726
takifugu_rubripes ENSTRUG00000023349
tetraodon_nigroviridis ENSTNIG00000008795
periophthalmus_magnuspinnatus ENSPMGG00000000861
gadus_morhua ENSGMOG00000004932
esox_lucius ENSELUG00000018352
paramormyrops_kingsleyae ENSPKIG00000023939
astyanax_mexicanus ENSAMXG00000000470
pygocentrus_nattereri ENSPNAG00000013687
ictalurus_punctatus ENSIPUG00000023119
danio_rerio ENSDARG00000062370
scleropages_formosus ENSSFOG00015005008
paramormyrops_kingsleyae ENSPKIG00000017671
lepisosteus_oculatus ENSLOCG00000016587
danio_rerio ENSDARG00000096037
phascolarctos_cinereus ENSPCIG00000012007
notamacropus_eugenii ENSMEUG00000000958
sarcophilus_harrisii ENSSHAG00000008844
monodelphis_domestica ENSMODG00000018456
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000009112
mus_spicilegus ENSMSIG00000013967
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029841
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028808
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022564
rattus_norvegicus ENSRNOG00000012394
meriones_unguiculatus ENSMUGG00000019111
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018574
cricetulus_griseus_crigri_1.0 ENSCGRG00000008094
cricetulus_griseus_crigri-picr ENSCGRG00015012168
mesocricetus_auratus ENSMAUG00000001418
peromyscus_maniculatus_bairdii ENSPEMG00000022791
microtus_ochrogaster ENSMOCG00000022120
nannospalax_galili ENSNGAG00000020165
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011796
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006793
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018662
fukomys_damarensis ENSFDAG00000010802
cavia_porcellus ENSCPOG00000000020
cavia_aperea ENSCAPG00000015421
octodon_degus ENSODEG00000011394
chinchilla_lanigera ENSCLAG00000012969
marmota_marmota_marmota ENSMMMG00000023959
ictidomys_tridecemlineatus ENSSTOG00000024543
spermophilus_dauricus ENSSDAG00000018811
castor_canadensis ENSCCNG00000023816
dipodomys_ordii ENSDORG00000012248
oryctolagus_cuniculus ENSOCUG00000016237
ochotona_princeps ENSOPRG00000012797
tupaia_belangeri ENSTBEG00000006699
microcebus_murinus ENSMICG00000038457
prolemur_simus ENSPSMG00000014956
otolemur_garnettii ENSOGAG00000002830
otolemur_garnettii ENSOGAG00000031636
rhinopithecus_bieti ENSRBIG00000040398
rhinopithecus_roxellana ENSRROG00000032534
chlorocebus_sabaeus ENSCSAG00000014293
pongo_abelii ENSPPYG00000011561
saimiri_boliviensis_boliviensis ENSSBOG00000030890
pan_troglodytes ENSPTRG00000014040
pan_paniscus ENSPPAG00000034333
homo_sapiens ENSG00000099968
nomascus_leucogenys ENSNLEG00000007840
colobus_angolensis_palliatus ENSCANG00000033115
piliocolobus_tephrosceles ENSPTEG00000034759
papio_anubis ENSPANG00000020816
cercocebus_atys ENSCATG00000036326
macaca_mulatta ENSMMUG00000021476
macaca_fascicularis ENSMFAG00000042022
macaca_nemestrina ENSMNEG00000045343
theropithecus_gelada ENSTGEG00000001741
mandrillus_leucophaeus ENSMLEG00000039559
aotus_nancymaae ENSANAG00000017578
callithrix_jacchus ENSCJAG00000017284
cebus_capucinus_imitator ENSCCAG00000026044
gorilla_gorilla ENSGGOG00000010551
mustela_putorius_furo ENSMPUG00000018114
neovison_vison ENSNVIG00000012789
ursus_americanus ENSUAMG00000010709
ursus_maritimus ENSUMAG00000011410
ailuropoda_melanoleuca ENSAMEG00000017483
canis_lupus_familiaris ENSCAFG00000016158
vulpes_vulpes ENSVVUG00000022446
panthera_pardus ENSPPRG00000006590
panthera_tigris_altaica ENSPTIG00000010456
felis_catus ENSFCAG00000011108
equus_asinus_asinus ENSEASG00005005347
equus_caballus ENSECAG00000010335
pteropus_vampyrus ENSPVAG00000013517
myotis_lucifugus ENSMLUG00000014528
propithecus_coquereli ENSPCOG00000018152
carlito_syrichta ENSTSYG00000012520
urocitellus_parryii ENSUPAG00010012409
spermophilus_dauricus ENSSDAG00000006533
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009745
jaculus_jaculus ENSJJAG00000020831
castor_canadensis ENSCCNG00000023876
capra_hircus ENSCHIG00000014385
ovis_aries ENSOARG00000013505
bos_taurus ENSBTAG00000013956
bison_bison_bison ENSBBBG00000000521
tursiops_truncatus ENSTTRG00000015935
sus_scrofa ENSSSCG00000040373
canis_lupus_dingo ENSCAFG00020007370
bos_mutus ENSBMUG00000008754
sorex_araneus ENSSARG00000002238
procavia_capensis ENSPCAG00000016160
echinops_telfairi ENSETEG00000011793
loxodonta_africana ENSLAFG00000008183
dasypus_novemcinctus ENSDNOG00000010769
dasypus_novemcinctus ENSDNOG00000038286
choloepus_hoffmanni ENSCHOG00000013020
ornithorhynchus_anatinus ENSOANG00000002127
apteryx_owenii ENSAOWG00000009263
apteryx_haastii ENSAHAG00000003912
apteryx_rowi ENSARWG00000010485
dromaius_novaehollandiae ENSDNVG00000005206
nothoprocta_perdicaria ENSNPEG00000015438
calidris_pygmaea ENSCPGG00000006014
calidris_pugnax ENSCPUG00000019551
manacus_vitellinus ENSMVIG00005013881
lepidothrix_coronata ENSLCOG00000011929
taeniopygia_guttata ENSTGUG00000012506
lonchura_striata_domestica ENSLSDG00000009657
serinus_canaria ENSSCAG00000005833
junco_hyemalis ENSJHYG00000012944
zonotrichia_albicollis ENSZALG00000012995
parus_major ENSPMJG00000011124
cyanistes_caeruleus ENSCCEG00000012006
ficedula_albicollis ENSFALG00000009635
melopsittacus_undulatus ENSMUNG00000005932
gallus_gallus ENSGALG00000013037
meleagris_gallopavo ENSMGAG00000013479
coturnix_japonica ENSCJPG00005018757
numida_meleagris ENSNMEG00000006984
anser_brachyrhynchus ENSABRG00000014242
anas_platyrhynchos_platyrhynchos ENSAPLG00000008978
crocodylus_porosus ENSCPRG00005013284
gopherus_agassizii ENSGAGG00000000184
chelonoidis_abingdonii ENSCABG00000018226
chrysemys_picta_bellii ENSCPBG00000028221
pelodiscus_sinensis ENSPSIG00000013253
notechis_scutatus ENSNSUG00000008309
notechis_scutatus ENSNSUG00000008310
anolis_carolinensis ENSACAG00000012487
pogona_vitticeps ENSPVIG00000022632
salvator_merianae ENSSMRG00000002191
sphenodon_punctatus ENSSPUG00000008666
xenopus_tropicalis ENSXETG00000000866
latimeria_chalumnae ENSLACG00000004650
