mastacembelus_armatus ENSMAMG00000000233
danio_rerio ENSDARG00000058782
lepisosteus_oculatus ENSLOCG00000017159
sus_scrofa ENSSSCG00000004415
vulpes_vulpes ENSVVUG00000004923
cricetulus_griseus_crigri-picr ENSCGRG00015000419
microtus_ochrogaster ENSMOCG00000020202
mus_spicilegus ENSMSIG00000030406
nannospalax_galili ENSNGAG00000023973
jaculus_jaculus ENSJJAG00000016412
dipodomys_ordii ENSDORG00000025217
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018125
cavia_aperea ENSCAPG00000014211
urocitellus_parryii ENSUPAG00010011362
oryctolagus_cuniculus ENSOCUG00000006035
gallus_gallus ENSGALG00000019932
latimeria_chalumnae ENSLACG00000017646
