anas_platyrhynchos_platyrhynchos ENSAPLG00000005369
anser_brachyrhynchus ENSABRG00000000165
meleagris_gallopavo ENSMGAG00000004463
coturnix_japonica ENSCJPG00005012246
gallus_gallus ENSGALG00000026080
numida_meleagris ENSNMEG00000013422
calidris_pygmaea ENSCPGG00000004920
calidris_pugnax ENSCPUG00000012773
cyanistes_caeruleus ENSCCEG00000024354
parus_major ENSPMJG00000005090
ficedula_albicollis ENSFALG00000009063
serinus_canaria ENSSCAG00000012707
lonchura_striata_domestica ENSLSDG00000017806
junco_hyemalis ENSJHYG00000006109
zonotrichia_albicollis ENSZALG00000017800
lepidothrix_coronata ENSLCOG00000000884
manacus_vitellinus ENSMVIG00005015020
melopsittacus_undulatus ENSMUNG00000000620
apteryx_owenii ENSAOWG00000017333
apteryx_rowi ENSARWG00000001812
apteryx_haastii ENSAHAG00000005986
dromaius_novaehollandiae ENSDNVG00000006260
nothoprocta_perdicaria ENSNPEG00000004258
crocodylus_porosus ENSCPRG00005019193
gopherus_agassizii ENSGAGG00000010337
chelonoidis_abingdonii ENSCABG00000010398
chrysemys_picta_bellii ENSCPBG00000006794
pelodiscus_sinensis ENSPSIG00000014370
pogona_vitticeps ENSPVIG00000014144
anolis_carolinensis ENSACAG00000009166
notechis_scutatus ENSNSUG00000018771
salvator_merianae ENSSMRG00000014849
loxodonta_africana ENSLAFG00000002192
procavia_capensis ENSPCAG00000004698
echinops_telfairi ENSETEG00000018263
dasypus_novemcinctus ENSDNOG00000010606
choloepus_hoffmanni ENSCHOG00000003870
castor_canadensis ENSCCNG00000009479
dipodomys_ordii ENSDORG00000002254
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048368
mus_spicilegus ENSMSIG00000028437
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019387
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018507
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019573
rattus_norvegicus ENSRNOG00000039560
rattus_norvegicus ENSRNOG00000046658
meriones_unguiculatus ENSMUGG00000024711
cricetulus_griseus_crigri_1.0 ENSCGRG00000007417
cricetulus_griseus_crigri-picr ENSCGRG00015000786
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022773
mesocricetus_auratus ENSMAUG00000013536
microtus_ochrogaster ENSMOCG00000016728
peromyscus_maniculatus_bairdii ENSPEMG00000024055
jaculus_jaculus ENSJJAG00000018261
spermophilus_dauricus ENSSDAG00000019030
marmota_marmota_marmota ENSMMMG00000006208
ictidomys_tridecemlineatus ENSSTOG00000015221
urocitellus_parryii ENSUPAG00010007459
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011071
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002292
fukomys_damarensis ENSFDAG00000018729
cavia_porcellus ENSCPOG00000000822
cavia_aperea ENSCAPG00000009633
chinchilla_lanigera ENSCLAG00000001128
octodon_degus ENSODEG00000010018
oryctolagus_cuniculus ENSOCUG00000016193
pan_troglodytes ENSPTRG00000021112
pan_paniscus ENSPPAG00000043113
homo_sapiens ENSG00000127083
gorilla_gorilla ENSGGOG00000042300
pongo_abelii ENSPPYG00000019378
nomascus_leucogenys ENSNLEG00000016432
rhinopithecus_roxellana ENSRROG00000011093
rhinopithecus_bieti ENSRBIG00000032940
colobus_angolensis_palliatus ENSCANG00000004399
mandrillus_leucophaeus ENSMLEG00000031298
cercocebus_atys ENSCATG00000015984
papio_anubis ENSPANG00000024728
theropithecus_gelada ENSTGEG00000002579
macaca_fascicularis ENSMFAG00000042588
macaca_nemestrina ENSMNEG00000040476
chlorocebus_sabaeus ENSCSAG00000007222
saimiri_boliviensis_boliviensis ENSSBOG00000025748
callithrix_jacchus ENSCJAG00000047888
cebus_capucinus_imitator ENSCCAG00000035386
aotus_nancymaae ENSANAG00000035671
carlito_syrichta ENSTSYG00000008412
propithecus_coquereli ENSPCOG00000006619
microcebus_murinus ENSMICG00000034308
prolemur_simus ENSPSMG00000009698
otolemur_garnettii ENSOGAG00000015025
tupaia_belangeri ENSTBEG00000014429
bos_mutus ENSBMUG00000009093
bos_taurus ENSBTAG00000011836
bison_bison_bison ENSBBBG00000002138
capra_hircus ENSCHIG00000025168
ovis_aries ENSOARG00000008263
tursiops_truncatus ENSTTRG00000008251
sus_scrofa ENSSSCG00000008073
vicugna_pacos ENSVPAG00000003897
equus_caballus ENSECAG00000014287
equus_asinus_asinus ENSEASG00005013671
pteropus_vampyrus ENSPVAG00000010585
myotis_lucifugus ENSMLUG00000024584
ursus_americanus ENSUAMG00000013860
ursus_maritimus ENSUMAG00000015530
ailuropoda_melanoleuca ENSAMEG00000013516
mustela_putorius_furo ENSMPUG00000004733
neovison_vison ENSNVIG00000016766
canis_lupus_dingo ENSCAFG00020009487
canis_lupus_familiaris ENSCAFG00000002309
vulpes_vulpes ENSVVUG00000005319
panthera_pardus ENSPPRG00000008490
panthera_tigris_altaica ENSPTIG00000015376
felis_catus ENSFCAG00000012114
erinaceus_europaeus ENSEEUG00000015722
sorex_araneus ENSSARG00000001871
notamacropus_eugenii ENSMEUG00000016656
phascolarctos_cinereus ENSPCIG00000010438
sarcophilus_harrisii ENSSHAG00000000398
ornithorhynchus_anatinus ENSOANG00000000114
latimeria_chalumnae ENSLACG00000018880
pygocentrus_nattereri ENSPNAG00000006585
astyanax_mexicanus ENSAMXG00000030079
ictalurus_punctatus ENSIPUG00000011045
danio_rerio ENSDARG00000093600
lepisosteus_oculatus ENSLOCG00000013856
