mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032765
mus_spicilegus ENSMSIG00000016303
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031809
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031647
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023245
rattus_norvegicus ENSRNOG00000050028
meriones_unguiculatus ENSMUGG00000008800
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019288
cricetulus_griseus_crigri-picr ENSCGRG00015022212
cricetulus_griseus_crigri_1.0 ENSCGRG00000015550
mesocricetus_auratus ENSMAUG00000007616
microtus_ochrogaster ENSMOCG00000003707
peromyscus_maniculatus_bairdii ENSPEMG00000009394
nannospalax_galili ENSNGAG00000008821
jaculus_jaculus ENSJJAG00000023547
dipodomys_ordii ENSDORG00000003011
ictidomys_tridecemlineatus ENSSTOG00000033877
urocitellus_parryii ENSUPAG00010015027
cavia_porcellus ENSCPOG00000007762
cavia_aperea ENSCAPG00000003735
ursus_maritimus ENSUMAG00000007776
ursus_americanus ENSUAMG00000015683
ailuropoda_melanoleuca ENSAMEG00000018261
canis_lupus_familiaris ENSCAFG00000019914
canis_lupus_dingo ENSCAFG00020004338
vulpes_vulpes ENSVVUG00000000786
mustela_putorius_furo ENSMPUG00000008598
capra_hircus ENSCHIG00000022152
ovis_aries ENSOARG00000011684
sus_scrofa ENSSSCG00000002657
myotis_lucifugus ENSMLUG00000015578
felis_catus ENSFCAG00000030080
pan_paniscus ENSPPAG00000031275
pan_troglodytes ENSPTRG00000008443
homo_sapiens ENSG00000260456
gorilla_gorilla ENSGGOG00000009383
nomascus_leucogenys ENSNLEG00000011486
piliocolobus_tephrosceles ENSPTEG00000015600
colobus_angolensis_palliatus ENSCANG00000030255
rhinopithecus_roxellana ENSRROG00000037778
rhinopithecus_bieti ENSRBIG00000042782
macaca_fascicularis ENSMFAG00000044620
macaca_nemestrina ENSMNEG00000037917
macaca_mulatta ENSMMUG00000017608
papio_anubis ENSPANG00000006103
mandrillus_leucophaeus ENSMLEG00000033379
cercocebus_atys ENSCATG00000035062
callithrix_jacchus ENSCJAG00000004497
carlito_syrichta ENSTSYG00000029500
microcebus_murinus ENSMICG00000031068
propithecus_coquereli ENSPCOG00000019186
chlorocebus_sabaeus ENSCSAG00000003138
theropithecus_gelada ENSTGEG00000019561
homo_sapiens ENSG00000131152
aotus_nancymaae ENSANAG00000029721
cebus_capucinus_imitator ENSCCAG00000032392
tupaia_belangeri ENSTBEG00000000728
oryctolagus_cuniculus ENSOCUG00000023715
erinaceus_europaeus ENSEEUG00000000462
tursiops_truncatus ENSTTRG00000008777
equus_caballus ENSECAG00000001891
equus_asinus_asinus ENSEASG00005013844
phascolarctos_cinereus ENSPCIG00000009863
