erinaceus_europaeus ENSEEUG00000000103
sorex_araneus ENSSARG00000009237
equus_asinus_asinus ENSEASG00005020120
oryctolagus_cuniculus ENSOCUG00000027231
microcebus_murinus ENSMICG00000012205
echinops_telfairi ENSETEG00000010576
ursus_americanus ENSUAMG00000011343
ursus_maritimus ENSUMAG00000018861
ailuropoda_melanoleuca ENSAMEG00000016252
neovison_vison ENSNVIG00000014954
mustela_putorius_furo ENSMPUG00000017125
vulpes_vulpes ENSVVUG00000023752
vulpes_vulpes ENSVVUG00000023751
vulpes_vulpes ENSVVUG00000027457
canis_lupus_dingo ENSCAFG00020008616
canis_lupus_familiaris ENSCAFG00000005324
canis_lupus_dingo ENSCAFG00020005266
panthera_pardus ENSPPRG00000019348
panthera_tigris_altaica ENSPTIG00000010213
felis_catus ENSFCAG00000014195
equus_asinus_asinus ENSEASG00005014149
equus_caballus ENSECAG00000018186
myotis_lucifugus ENSMLUG00000012978
pteropus_vampyrus ENSPVAG00000011104
vicugna_pacos ENSVPAG00000002885
tursiops_truncatus ENSTTRG00000007537
bos_taurus ENSBTAG00000007961
bos_mutus ENSBMUG00000011450
bison_bison_bison ENSBBBG00000019009
ovis_aries ENSOARG00000006154
capra_hircus ENSCHIG00000012388
sus_scrofa ENSSSCG00000011551
tupaia_belangeri ENSTBEG00000000173
castor_canadensis ENSCCNG00000010320
dipodomys_ordii ENSDORG00000011019
ictidomys_tridecemlineatus ENSSTOG00000002107
urocitellus_parryii ENSUPAG00010022928
spermophilus_dauricus ENSSDAG00000023806
marmota_marmota_marmota ENSMMMG00000009015
chinchilla_lanigera ENSCLAG00000001872
octodon_degus ENSODEG00000018173
cavia_porcellus ENSCPOG00000007692
cavia_aperea ENSCAPG00000010856
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014959
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016125
fukomys_damarensis ENSFDAG00000012756
mus_spicilegus ENSMSIG00000026832
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029750
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048930
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028722
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022473
rattus_norvegicus ENSRNOG00000008597
meriones_unguiculatus ENSMUGG00000007402
microtus_ochrogaster ENSMOCG00000017039
microtus_ochrogaster ENSMOCG00000021227
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016793
cricetulus_griseus_crigri-picr ENSCGRG00015020315
cricetulus_griseus_crigri_1.0 ENSCGRG00000015113
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016705
mesocricetus_auratus ENSMAUG00000014747
peromyscus_maniculatus_bairdii ENSPEMG00000009947
nannospalax_galili ENSNGAG00000021414
jaculus_jaculus ENSJJAG00000020169
propithecus_coquereli ENSPCOG00000008818
prolemur_simus ENSPSMG00000009518
otolemur_garnettii ENSOGAG00000034225
cebus_capucinus_imitator ENSCCAG00000034139
saimiri_boliviensis_boliviensis ENSSBOG00000032118
callithrix_jacchus ENSCJAG00000016145
aotus_nancymaae ENSANAG00000031129
pan_paniscus ENSPPAG00000042708
pan_troglodytes ENSPTRG00000014595
homo_sapiens ENSG00000171148
gorilla_gorilla ENSGGOG00000014281
pongo_abelii ENSPPYG00000013679
nomascus_leucogenys ENSNLEG00000004174
rhinopithecus_bieti ENSRBIG00000031589
rhinopithecus_roxellana ENSRROG00000044940
piliocolobus_tephrosceles ENSPTEG00000034680
colobus_angolensis_palliatus ENSCANG00000037282
macaca_mulatta ENSMMUG00000006114
macaca_nemestrina ENSMNEG00000034551
macaca_fascicularis ENSMFAG00000044750
papio_anubis ENSPANG00000021587
mandrillus_leucophaeus ENSMLEG00000037586
cercocebus_atys ENSCATG00000037053
theropithecus_gelada ENSTGEG00000020185
chlorocebus_sabaeus ENSCSAG00000010578
carlito_syrichta ENSTSYG00000006298
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007786
cricetulus_griseus_crigri_1.0 ENSCGRG00000008999
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016108
cricetulus_griseus_crigri-picr ENSCGRG00015003915
dipodomys_ordii ENSDORG00000024872
equus_asinus_asinus ENSEASG00005014152
equus_caballus ENSECAG00000036346
loxodonta_africana ENSLAFG00000017494
procavia_capensis ENSPCAG00000013554
dasypus_novemcinctus ENSDNOG00000007768
phascolarctos_cinereus ENSPCIG00000001725
notamacropus_eugenii ENSMEUG00000014579
monodelphis_domestica ENSMODG00000005129
sarcophilus_harrisii ENSSHAG00000015430
ornithorhynchus_anatinus ENSOANG00000012084
crocodylus_porosus ENSCPRG00005016965
anser_brachyrhynchus ENSABRG00000018282
chelonoidis_abingdonii ENSCABG00000001071
notechis_scutatus ENSNSUG00000004459
notechis_scutatus ENSNSUG00000004422
sphenodon_punctatus ENSSPUG00000008231
gopherus_agassizii ENSGAGG00000017948
chelonoidis_abingdonii ENSCABG00000008535
chrysemys_picta_bellii ENSCPBG00000008847
pelodiscus_sinensis ENSPSIG00000002777
lonchura_striata_domestica ENSLSDG00000007993
taeniopygia_guttata ENSTGUG00000008689
serinus_canaria ENSSCAG00000005474
zonotrichia_albicollis ENSZALG00000017191
junco_hyemalis ENSJHYG00000003593
cyanistes_caeruleus ENSCCEG00000021743
parus_major ENSPMJG00000004841
ficedula_albicollis ENSFALG00000012939
lepidothrix_coronata ENSLCOG00000013179
manacus_vitellinus ENSMVIG00005018044
nothoprocta_perdicaria ENSNPEG00000004369
melopsittacus_undulatus ENSMUNG00000002149
coturnix_japonica ENSCJPG00005016577
calidris_pugnax ENSCPUG00000019827
calidris_pygmaea ENSCPGG00000012817
numida_meleagris ENSNMEG00000020329
apteryx_haastii ENSAHAG00000007452
apteryx_owenii ENSAOWG00000018317
apteryx_rowi ENSARWG00000003790
dromaius_novaehollandiae ENSDNVG00000002033
meleagris_gallopavo ENSMGAG00000008391
gallus_gallus ENSGALG00000006688
anas_platyrhynchos_platyrhynchos ENSAPLG00000009053
pogona_vitticeps ENSPVIG00000006780
anolis_carolinensis ENSACAG00000009892
salvator_merianae ENSSMRG00000016512
xenopus_tropicalis ENSXETG00000023674
latimeria_chalumnae ENSLACG00000000067
monopterus_albus ENSMALG00000004656
mastacembelus_armatus ENSMAMG00000020485
anabas_testudineus ENSATEG00000016724
seriola_dumerili ENSSDUG00000021092
seriola_lalandi_dorsalis ENSSLDG00000011797
amphiprion_ocellaris ENSAOCG00000015148
amphiprion_percula ENSAPEG00000023555
acanthochromis_polyacanthus ENSAPOG00000009973
stegastes_partitus ENSSPAG00000021006
astatotilapia_calliptera ENSACLG00000019436
maylandia_zebra ENSMZEG00005000816
pundamilia_nyererei ENSPNYG00000019850
haplochromis_burtoni ENSHBUG00000011757
neolamprologus_brichardi ENSNBRG00000022521
oreochromis_niloticus ENSONIG00000020325
amphilophus_citrinellus ENSACIG00000012641
labrus_bergylta ENSLBEG00000016074
mola_mola ENSMMOG00000020052
takifugu_rubripes ENSTRUG00000010855
tetraodon_nigroviridis ENSTNIG00000007094
gasterosteus_aculeatus ENSGACG00000009851
scophthalmus_maximus ENSSMAG00000012632
xiphophorus_maculatus ENSXMAG00000010075
xiphophorus_couchianus ENSXCOG00000017323
gambusia_affinis ENSGAFG00000020328
poecilia_formosa ENSPFOG00000005009
poecilia_latipinna ENSPLAG00000002510
poecilia_mexicana ENSPMEG00000020977
poecilia_reticulata ENSPREG00000016773
cyprinodon_variegatus ENSCVAG00000005465
fundulus_heteroclitus ENSFHEG00000006115
kryptolebias_marmoratus ENSKMAG00000006140
oryzias_latipes_asm223471v1 ENSORLG00020020775
oryzias_latipes_asm223469v1 ENSORLG00015017089
oryzias_latipes_asm223467v1 ENSORLG00000013394
oryzias_melastigma ENSOMEG00000023911
cynoglossus_semilaevis ENSCSEG00000005436
periophthalmus_magnuspinnatus ENSPMGG00000017091
hippocampus_comes ENSHCOG00000005625
gadus_morhua ENSGMOG00000009484
esox_lucius ENSELUG00000006500
pygocentrus_nattereri ENSPNAG00000015228
astyanax_mexicanus ENSAMXG00000009165
ictalurus_punctatus ENSIPUG00000022423
danio_rerio ENSDARG00000058220
paramormyrops_kingsleyae ENSPKIG00000025324
scleropages_formosus ENSSFOG00015020043
lepisosteus_oculatus ENSLOCG00000014552
petromyzon_marinus ENSPMAG00000003276
eptatretus_burgeri ENSEBUG00000016666
ciona_savignyi ENSCSAVG00000003336
ciona_intestinalis ENSCING00000008712
drosophila_melanogaster FBgn0030891
saccharomyces_cerevisiae_strain_s288c YDR176W
