choloepus_hoffmanni ENSCHOG00000002372
dasypus_novemcinctus ENSDNOG00000012359
loxodonta_africana ENSLAFG00000005887
echinops_telfairi ENSETEG00000002972
procavia_capensis ENSPCAG00000007245
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012866
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002676
fukomys_damarensis ENSFDAG00000010378
cavia_porcellus ENSCPOG00000013240
cavia_aperea ENSCAPG00000017551
spermophilus_dauricus ENSSDAG00000021216
marmota_marmota_marmota ENSMMMG00000015674
ictidomys_tridecemlineatus ENSSTOG00000014235
urocitellus_parryii ENSUPAG00010008237
cricetulus_griseus_crigri_1.0 ENSCGRG00000011971
cricetulus_griseus_crigri-picr ENSCGRG00015006627
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018989
peromyscus_maniculatus_bairdii ENSPEMG00000017551
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021728
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022747
mus_spicilegus ENSMSIG00000012020
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020828
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016528
rattus_norvegicus ENSRNOG00000001653
meriones_unguiculatus ENSMUGG00000003461
nannospalax_galili ENSNGAG00000005280
castor_canadensis ENSCCNG00000013822
oryctolagus_cuniculus ENSOCUG00000008311
rhinopithecus_roxellana ENSRROG00000039401
rhinopithecus_bieti ENSRBIG00000041869
colobus_angolensis_palliatus ENSCANG00000037804
piliocolobus_tephrosceles ENSPTEG00000030073
macaca_nemestrina ENSMNEG00000030443
macaca_fascicularis ENSMFAG00000040058
macaca_mulatta ENSMMUG00000017436
cercocebus_atys ENSCATG00000041668
papio_anubis ENSPANG00000014748
theropithecus_gelada ENSTGEG00000023065
mandrillus_leucophaeus ENSMLEG00000037826
chlorocebus_sabaeus ENSCSAG00000006008
homo_sapiens ENSG00000064225
gorilla_gorilla ENSGGOG00000016998
pan_paniscus ENSPPAG00000001221
pan_troglodytes ENSPTRG00000015153
pongo_abelii ENSPPYG00000013611
nomascus_leucogenys ENSNLEG00000002288
cebus_capucinus_imitator ENSCCAG00000033953
saimiri_boliviensis_boliviensis ENSSBOG00000020549
callithrix_jacchus ENSCJAG00000000658
aotus_nancymaae ENSANAG00000026185
carlito_syrichta ENSTSYG00000012251
prolemur_simus ENSPSMG00000018512
microcebus_murinus ENSMICG00000048898
propithecus_coquereli ENSPCOG00000027649
otolemur_garnettii ENSOGAG00000014728
tupaia_belangeri ENSTBEG00000009106
ovis_aries ENSOARG00000017765
capra_hircus ENSCHIG00000013422
bos_mutus ENSBMUG00000020923
bos_taurus ENSBTAG00000004471
bison_bison_bison ENSBBBG00000021498
sus_scrofa ENSSSCG00000034493
tursiops_truncatus ENSTTRG00000004909
vicugna_pacos ENSVPAG00000002902
mustela_putorius_furo ENSMPUG00000011272
neovison_vison ENSNVIG00000016667
ursus_maritimus ENSUMAG00000001918
ursus_americanus ENSUAMG00000011974
ailuropoda_melanoleuca ENSAMEG00000015477
canis_lupus_dingo ENSCAFG00020009566
canis_lupus_familiaris ENSCAFG00000009190
vulpes_vulpes ENSVVUG00000021622
panthera_pardus ENSPPRG00000001553
panthera_tigris_altaica ENSPTIG00000012299
felis_catus ENSFCAG00000004261
pteropus_vampyrus ENSPVAG00000017032
myotis_lucifugus ENSMLUG00000026201
sorex_araneus ENSSARG00000011271
erinaceus_europaeus ENSEEUG00000013629
equus_asinus_asinus ENSEASG00005010958
equus_caballus ENSECAG00000010445
notamacropus_eugenii ENSMEUG00000004693
phascolarctos_cinereus ENSPCIG00000027416
sarcophilus_harrisii ENSSHAG00000010926
monodelphis_domestica ENSMODG00000002374
ornithorhynchus_anatinus ENSOANG00000030819
apteryx_haastii ENSAHAG00000001953
apteryx_owenii ENSAOWG00000005389
apteryx_rowi ENSARWG00000015863
dromaius_novaehollandiae ENSDNVG00000007767
nothoprocta_perdicaria ENSNPEG00000005341
calidris_pygmaea ENSCPGG00000002090
calidris_pugnax ENSCPUG00000004818
melopsittacus_undulatus ENSMUNG00000005217
lonchura_striata_domestica ENSLSDG00000005562
taeniopygia_guttata ENSTGUG00000013440
serinus_canaria ENSSCAG00000008948
junco_hyemalis ENSJHYG00000017813
zonotrichia_albicollis ENSZALG00000015125
parus_major ENSPMJG00000011132
cyanistes_caeruleus ENSCCEG00000015345
ficedula_albicollis ENSFALG00000005771
lepidothrix_coronata ENSLCOG00000008906
manacus_vitellinus ENSMVIG00005011338
gallus_gallus ENSGALG00000015252
coturnix_japonica ENSCJPG00005017484
meleagris_gallopavo ENSMGAG00000014356
numida_meleagris ENSNMEG00000017245
anser_brachyrhynchus ENSABRG00000008998
anas_platyrhynchos_platyrhynchos ENSAPLG00000010256
crocodylus_porosus ENSCPRG00005004345
gopherus_agassizii ENSGAGG00000010508
chelonoidis_abingdonii ENSCABG00000005010
chrysemys_picta_bellii ENSCPBG00000003827
pelodiscus_sinensis ENSPSIG00000003814
anolis_carolinensis ENSACAG00000010891
pogona_vitticeps ENSPVIG00000019414
notechis_scutatus ENSNSUG00000010512
salvator_merianae ENSSMRG00000005133
sphenodon_punctatus ENSSPUG00000001964
xenopus_tropicalis ENSXETG00000026104
latimeria_chalumnae ENSLACG00000015395
ornithorhynchus_anatinus ENSOANG00000021370
petromyzon_marinus ENSPMAG00000007004
