taeniopygia_guttata ENSTGUG00000005223
zonotrichia_albicollis ENSZALG00000017786
lepidothrix_coronata ENSLCOG00000001237
manacus_vitellinus ENSMVIG00005014744
anas_platyrhynchos_platyrhynchos ENSAPLG00000028354
salvator_merianae ENSSMRG00000007325
salvator_merianae ENSSMRG00000007340
notamacropus_eugenii ENSMEUG00000016744
phascolarctos_cinereus ENSPCIG00000021545
sarcophilus_harrisii ENSSHAG00000017846
monodelphis_domestica ENSMODG00000012394
ornithorhynchus_anatinus ENSOANG00000012650
erinaceus_europaeus ENSEEUG00000005699
sorex_araneus ENSSARG00000011157
pteropus_vampyrus ENSPVAG00000008766
myotis_lucifugus ENSMLUG00000011521
bos_mutus ENSBMUG00000021259
bos_taurus ENSBTAG00000012335
bison_bison_bison ENSBBBG00000003166
ovis_aries ENSOARG00000011997
capra_hircus ENSCHIG00000011154
tursiops_truncatus ENSTTRG00000004890
sus_scrofa ENSSSCG00000011393
vicugna_pacos ENSVPAG00000001326
ursus_maritimus ENSUMAG00000022195
ailuropoda_melanoleuca ENSAMEG00000012193
mustela_putorius_furo ENSMPUG00000013373
neovison_vison ENSNVIG00000000038
canis_lupus_familiaris ENSCAFG00000011164
canis_lupus_dingo ENSCAFG00020021545
vulpes_vulpes ENSVVUG00000028834
panthera_pardus ENSPPRG00000010757
panthera_tigris_altaica ENSPTIG00000019402
felis_catus ENSFCAG00000010680
equus_asinus_asinus ENSEASG00005011778
equus_caballus ENSECAG00000019670
chinchilla_lanigera ENSCLAG00000007421
octodon_degus ENSODEG00000018203
cavia_porcellus ENSCPOG00000008926
cavia_aperea ENSCAPG00000014672
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011431
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011581
fukomys_damarensis ENSFDAG00000006713
urocitellus_parryii ENSUPAG00010022671
ictidomys_tridecemlineatus ENSSTOG00000013749
marmota_marmota_marmota ENSMMMG00000003996
castor_canadensis ENSCCNG00000015502
dipodomys_ordii ENSDORG00000007404
mus_spicilegus ENSMSIG00000023739
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033812
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032596
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032667
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015535
rattus_norvegicus ENSRNOG00000029195
meriones_unguiculatus ENSMUGG00000017478
cricetulus_griseus_crigri-picr ENSCGRG00015012478
cricetulus_griseus_crigri_1.0 ENSCGRG00000011782
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018183
mesocricetus_auratus ENSMAUG00000021773
microtus_ochrogaster ENSMOCG00000014508
peromyscus_maniculatus_bairdii ENSPEMG00000011355
nannospalax_galili ENSNGAG00000012558
jaculus_jaculus ENSJJAG00000020810
oryctolagus_cuniculus ENSOCUG00000006595
ochotona_princeps ENSOPRG00000014948
tupaia_belangeri ENSTBEG00000015863
pan_troglodytes ENSPTRG00000014936
pan_paniscus ENSPPAG00000029340
homo_sapiens ENSG00000182179
gorilla_gorilla ENSGGOG00000012204
pongo_abelii ENSPPYG00000013860
nomascus_leucogenys ENSNLEG00000006908
colobus_angolensis_palliatus ENSCANG00000036372
piliocolobus_tephrosceles ENSPTEG00000004208
rhinopithecus_bieti ENSRBIG00000044104
rhinopithecus_roxellana ENSRROG00000029272
macaca_nemestrina ENSMNEG00000035088
macaca_fascicularis ENSMFAG00000043227
theropithecus_gelada ENSTGEG00000005480
cercocebus_atys ENSCATG00000011919
papio_anubis ENSPANG00000020175
mandrillus_leucophaeus ENSMLEG00000037406
macaca_mulatta ENSMMUG00000020980
chlorocebus_sabaeus ENSCSAG00000014567
saimiri_boliviensis_boliviensis ENSSBOG00000035974
cebus_capucinus_imitator ENSCCAG00000019585
callithrix_jacchus ENSCJAG00000004368
aotus_nancymaae ENSANAG00000037333
carlito_syrichta ENSTSYG00000032540
propithecus_coquereli ENSPCOG00000026668
microcebus_murinus ENSMICG00000047457
otolemur_garnettii ENSOGAG00000010427
choloepus_hoffmanni ENSCHOG00000012490
dasypus_novemcinctus ENSDNOG00000005153
loxodonta_africana ENSLAFG00000006704
procavia_capensis ENSPCAG00000013701
echinops_telfairi ENSETEG00000016090
