seriola_lalandi_dorsalis ENSSLDG00000011353
seriola_dumerili ENSSDUG00000007271
cynoglossus_semilaevis ENSCSEG00000015612
anabas_testudineus ENSATEG00000001993
mastacembelus_armatus ENSMAMG00000019577
cyprinodon_variegatus ENSCVAG00000012184
fundulus_heteroclitus ENSFHEG00000012688
gambusia_affinis ENSGAFG00000018667
xiphophorus_maculatus ENSXMAG00000023124
poecilia_latipinna ENSPLAG00000015908
poecilia_formosa ENSPFOG00000010786
poecilia_mexicana ENSPMEG00000008125
poecilia_reticulata ENSPREG00000006991
kryptolebias_marmoratus ENSKMAG00000000953
oryzias_latipes_asm223469v1 ENSORLG00015011035
oryzias_latipes_asm223467v1 ENSORLG00000026687
oryzias_latipes_asm223471v1 ENSORLG00020021878
oryzias_melastigma ENSOMEG00000019522
gasterosteus_aculeatus ENSGACG00000004898
haplochromis_burtoni ENSHBUG00000017405
neolamprologus_brichardi ENSNBRG00000005240
oreochromis_niloticus ENSONIG00000001134
amphilophus_citrinellus ENSACIG00000000641
amphiprion_percula ENSAPEG00000020563
amphiprion_ocellaris ENSAOCG00000024556
acanthochromis_polyacanthus ENSAPOG00000021235
stegastes_partitus ENSSPAG00000017363
astatotilapia_calliptera ENSACLG00000011430
maylandia_zebra ENSMZEG00005024725
pundamilia_nyererei ENSPNYG00000008674
acanthochromis_polyacanthus ENSAPOG00000015497
labrus_bergylta ENSLBEG00000023613
mola_mola ENSMMOG00000009754
esox_lucius ENSELUG00000012787
astyanax_mexicanus ENSAMXG00000020976
pygocentrus_nattereri ENSPNAG00000019900
ictalurus_punctatus ENSIPUG00000001870
danio_rerio ENSDARG00000111043
danio_rerio ENSDARG00000015064
scleropages_formosus ENSSFOG00015003348
lepisosteus_oculatus ENSLOCG00000014553
