latimeria_chalumnae ENSLACG00000022489
phascolarctos_cinereus ENSPCIG00000013809
seriola_dumerili ENSSDUG00000009871
scophthalmus_maximus ENSSMAG00000001525
periophthalmus_magnuspinnatus ENSPMGG00000000244
amphiprion_percula ENSAPEG00000012695
acanthochromis_polyacanthus ENSAPOG00000018595
stegastes_partitus ENSSPAG00000005649
oryzias_latipes_asm223471v1 ENSORLG00020004571
haplochromis_burtoni ENSHBUG00000022120
astatotilapia_calliptera ENSACLG00000011750
pundamilia_nyererei ENSPNYG00000012658
maylandia_zebra ENSMZEG00005027652
neolamprologus_brichardi ENSNBRG00000020149
oreochromis_niloticus ENSONIG00000018465
labrus_bergylta ENSLBEG00000008189
mastacembelus_armatus ENSMAMG00000021467
mastacembelus_armatus ENSMAMG00000021441
mastacembelus_armatus ENSMAMG00000021497
mastacembelus_armatus ENSMAMG00000021433
paramormyrops_kingsleyae ENSPKIG00000021519
paramormyrops_kingsleyae ENSPKIG00000021500
