taeniopygia_guttata ENSTGUG00000007656
lonchura_striata_domestica ENSLSDG00000013250
serinus_canaria ENSSCAG00000015625
zonotrichia_albicollis ENSZALG00000017596
junco_hyemalis ENSJHYG00000003488
ficedula_albicollis ENSFALG00000000771
parus_major ENSPMJG00000019105
cyanistes_caeruleus ENSCCEG00000024009
lepidothrix_coronata ENSLCOG00000016389
manacus_vitellinus ENSMVIG00005018213
calidris_pugnax ENSCPUG00000003940
calidris_pygmaea ENSCPGG00000010014
coturnix_japonica ENSCJPG00005018686
gallus_gallus ENSGALG00000042928
meleagris_gallopavo ENSMGAG00000016872
numida_meleagris ENSNMEG00000022556
apteryx_haastii ENSAHAG00000016719
apteryx_rowi ENSARWG00000001407
apteryx_owenii ENSAOWG00000001080
dromaius_novaehollandiae ENSDNVG00000018392
nothoprocta_perdicaria ENSNPEG00000001337
crocodylus_porosus ENSCPRG00005015786
chelonoidis_abingdonii ENSCABG00000001759
gopherus_agassizii ENSGAGG00000003743
chrysemys_picta_bellii ENSCPBG00000006959
pelodiscus_sinensis ENSPSIG00000016442
pogona_vitticeps ENSPVIG00000025182
anolis_carolinensis ENSACAG00000021954
salvator_merianae ENSSMRG00000018958
sphenodon_punctatus ENSSPUG00000013076
tetraodon_nigroviridis ENSTNIG00000004461
takifugu_rubripes ENSTRUG00000017946
mola_mola ENSMMOG00000002909
labrus_bergylta ENSLBEG00000004496
gasterosteus_aculeatus ENSGACG00000005264
anabas_testudineus ENSATEG00000017725
mastacembelus_armatus ENSMAMG00000003957
scophthalmus_maximus ENSSMAG00000013324
cynoglossus_semilaevis ENSCSEG00000012293
seriola_dumerili ENSSDUG00000019638
seriola_lalandi_dorsalis ENSSLDG00000003833
amphiprion_ocellaris ENSAOCG00000015821
amphiprion_ocellaris ENSAOCG00000015836
amphiprion_percula ENSAPEG00000019734
acanthochromis_polyacanthus ENSAPOG00000004990
stegastes_partitus ENSSPAG00000005277
astatotilapia_calliptera ENSACLG00000011629
maylandia_zebra ENSMZEG00005006120
haplochromis_burtoni ENSHBUG00000006133
pundamilia_nyererei ENSPNYG00000024029
neolamprologus_brichardi ENSNBRG00000013386
oreochromis_niloticus ENSONIG00000008816
amphilophus_citrinellus ENSACIG00000019747
fundulus_heteroclitus ENSFHEG00000002190
cyprinodon_variegatus ENSCVAG00000002329
xiphophorus_maculatus ENSXMAG00000010887
gambusia_affinis ENSGAFG00000007008
poecilia_mexicana ENSPMEG00000004097
poecilia_latipinna ENSPLAG00000009162
poecilia_formosa ENSPFOG00000016387
poecilia_reticulata ENSPREG00000007116
kryptolebias_marmoratus ENSKMAG00000015434
kryptolebias_marmoratus ENSKMAG00000015400
oryzias_latipes_asm223467v1 ENSORLG00000017092
oryzias_latipes_asm223469v1 ENSORLG00015017098
oryzias_latipes_asm223471v1 ENSORLG00020022554
oryzias_melastigma ENSOMEG00000002880
hippocampus_comes ENSHCOG00000006470
periophthalmus_magnuspinnatus ENSPMGG00000019957
esox_lucius ENSELUG00000020399
pygocentrus_nattereri ENSPNAG00000002380
astyanax_mexicanus ENSAMXG00000042843
danio_rerio ENSDARG00000017882
scleropages_formosus ENSSFOG00015022327
paramormyrops_kingsleyae ENSPKIG00000000349
scleropages_formosus ENSSFOG00015020606
paramormyrops_kingsleyae ENSPKIG00000019934
gadus_morhua ENSGMOG00000003305
lepisosteus_oculatus ENSLOCG00000008152
latimeria_chalumnae ENSLACG00000002677
xenopus_tropicalis ENSXETG00000016213
xenopus_tropicalis ENSXETG00000014736
calidris_pugnax ENSCPUG00000003937
fundulus_heteroclitus ENSFHEG00000002173
