loxodonta_africana ENSLAFG00000000948
echinops_telfairi ENSETEG00000011008
procavia_capensis ENSPCAG00000004408
choloepus_hoffmanni ENSCHOG00000011036
dasypus_novemcinctus ENSDNOG00000002297
pteropus_vampyrus ENSPVAG00000016987
myotis_lucifugus ENSMLUG00000003689
ursus_maritimus ENSUMAG00000012370
ursus_americanus ENSUAMG00000012023
ailuropoda_melanoleuca ENSAMEG00000000798
mustela_putorius_furo ENSMPUG00000006668
mustela_putorius_furo ENSMPUG00000004463
neovison_vison ENSNVIG00000024330
canis_lupus_dingo ENSCAFG00020026081
vulpes_vulpes ENSVVUG00000001274
panthera_pardus ENSPPRG00000013548
panthera_tigris_altaica ENSPTIG00000020393
felis_catus ENSFCAG00000031453
ovis_aries ENSOARG00000014420
capra_hircus ENSCHIG00000007760
bos_mutus ENSBMUG00000016493
bos_taurus ENSBTAG00000024911
bison_bison_bison ENSBBBG00000012537
sus_scrofa ENSSSCG00000031373
tursiops_truncatus ENSTTRG00000004051
vicugna_pacos ENSVPAG00000005622
equus_caballus ENSECAG00000006329
equus_asinus_asinus ENSEASG00005012307
sorex_araneus ENSSARG00000005603
erinaceus_europaeus ENSEEUG00000009486
macaca_mulatta ENSMMUG00000000468
macaca_nemestrina ENSMNEG00000034373
macaca_fascicularis ENSMFAG00000044901
mandrillus_leucophaeus ENSMLEG00000032693
cercocebus_atys ENSCATG00000044254
papio_anubis ENSPANG00000021816
theropithecus_gelada ENSTGEG00000006917
chlorocebus_sabaeus ENSCSAG00000006856
colobus_angolensis_palliatus ENSCANG00000029301
piliocolobus_tephrosceles ENSPTEG00000037499
rhinopithecus_roxellana ENSRROG00000042769
rhinopithecus_bieti ENSRBIG00000035578
gorilla_gorilla ENSGGOG00000003273
homo_sapiens ENSG00000204020
pan_troglodytes ENSPTRG00000029842
pan_paniscus ENSPPAG00000034641
pongo_abelii ENSPPYG00000002443
nomascus_leucogenys ENSNLEG00000012203
cebus_capucinus_imitator ENSCCAG00000034813
callithrix_jacchus ENSCJAG00000005432
saimiri_boliviensis_boliviensis ENSSBOG00000033606
aotus_nancymaae ENSANAG00000030549
carlito_syrichta ENSTSYG00000003324
prolemur_simus ENSPSMG00000002834
microcebus_murinus ENSMICG00000006496
propithecus_coquereli ENSPCOG00000021772
otolemur_garnettii ENSOGAG00000006425
tupaia_belangeri ENSTBEG00000007913
castor_canadensis ENSCCNG00000011079
dipodomys_ordii ENSDORG00000015420
mus_spicilegus ENSMSIG00000005341
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023804
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024770
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022884
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014379
rattus_norvegicus ENSRNOG00000057173
meriones_unguiculatus ENSMUGG00000014178
cricetulus_griseus_crigri-picr ENSCGRG00015021075
cricetulus_griseus_crigri_1.0 ENSCGRG00000008641
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019228
mesocricetus_auratus ENSMAUG00000009129
peromyscus_maniculatus_bairdii ENSPEMG00000018314
microtus_ochrogaster ENSMOCG00000021083
nannospalax_galili ENSNGAG00000005809
jaculus_jaculus ENSJJAG00000017640
chinchilla_lanigera ENSCLAG00000012833
octodon_degus ENSODEG00000005009
cavia_porcellus ENSCPOG00000007352
cavia_aperea ENSCAPG00000009878
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002264
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004609
fukomys_damarensis ENSFDAG00000007689
marmota_marmota_marmota ENSMMMG00000018385
spermophilus_dauricus ENSSDAG00000017061
urocitellus_parryii ENSUPAG00010021373
ictidomys_tridecemlineatus ENSSTOG00000007828
oryctolagus_cuniculus ENSOCUG00000012495
ochotona_princeps ENSOPRG00000014965
phascolarctos_cinereus ENSPCIG00000029944
notamacropus_eugenii ENSMEUG00000007364
sarcophilus_harrisii ENSSHAG00000005830
monodelphis_domestica ENSMODG00000016561
