drosophila_melanogaster FBgn0034400
caenorhabditis_elegans_strain_n2 WBGene00003905
oryzias_melastigma ENSOMEG00000005242
oryzias_melastigma ENSOMEG00000005273
labrus_bergylta ENSLBEG00000003361
gasterosteus_aculeatus ENSGACG00000005136
takifugu_rubripes ENSTRUG00000000723
tetraodon_nigroviridis ENSTNIG00000006872
monopterus_albus ENSMALG00000013699
monopterus_albus ENSMALG00000013654
monopterus_albus ENSMALG00000013725
mastacembelus_armatus ENSMAMG00000002175
anabas_testudineus ENSATEG00000024673
seriola_dumerili ENSSDUG00000009155
seriola_dumerili ENSSDUG00000009128
seriola_lalandi_dorsalis ENSSLDG00000011327
seriola_lalandi_dorsalis ENSSLDG00000011272
amphiprion_ocellaris ENSAOCG00000000761
amphiprion_percula ENSAPEG00000020410
acanthochromis_polyacanthus ENSAPOG00000018123
stegastes_partitus ENSSPAG00000019824
amphilophus_citrinellus ENSACIG00000002450
amphilophus_citrinellus ENSACIG00000002509
neolamprologus_brichardi ENSNBRG00000007809
neolamprologus_brichardi ENSNBRG00000007894
neolamprologus_brichardi ENSNBRG00000007931
maylandia_zebra ENSMZEG00005028178
maylandia_zebra ENSMZEG00005028179
astatotilapia_calliptera ENSACLG00000024306
maylandia_zebra ENSMZEG00005011702
pundamilia_nyererei ENSPNYG00000004518
haplochromis_burtoni ENSHBUG00000015294
oreochromis_niloticus ENSONIG00000000072
xiphophorus_maculatus ENSXMAG00000006960
xiphophorus_couchianus ENSXCOG00000016957
gambusia_affinis ENSGAFG00000000912
poecilia_formosa ENSPFOG00000019293
poecilia_latipinna ENSPLAG00000003982
poecilia_mexicana ENSPMEG00000003241
poecilia_reticulata ENSPREG00000015449
fundulus_heteroclitus ENSFHEG00000009407
cyprinodon_variegatus ENSCVAG00000023351
oryzias_latipes_asm223471v1 ENSORLG00020001397
oryzias_latipes_asm223471v1 ENSORLG00020001386
oryzias_latipes_asm223467v1 ENSORLG00000002001
oryzias_latipes_asm223467v1 ENSORLG00000022489
cynoglossus_semilaevis ENSCSEG00000008783
