oryctolagus_cuniculus ENSOCUG00000005856
ochotona_princeps ENSOPRG00000002387
erinaceus_europaeus ENSEEUG00000013624
microcebus_murinus ENSMICG00000044856
microcebus_murinus ENSMICG00000009549
propithecus_coquereli ENSPCOG00000017563
prolemur_simus ENSPSMG00000014313
otolemur_garnettii ENSOGAG00000010757
pan_troglodytes ENSPTRG00000004610
pan_troglodytes ENSPTRG00000043056
pan_paniscus ENSPPAG00000040706
homo_sapiens ENSG00000139197
gorilla_gorilla ENSGGOG00000003280
pongo_abelii ENSPPYG00000004224
nomascus_leucogenys ENSNLEG00000005190
papio_anubis ENSPANG00000014887
theropithecus_gelada ENSTGEG00000007016
mandrillus_leucophaeus ENSMLEG00000040233
macaca_fascicularis ENSMFAG00000037602
macaca_mulatta ENSMMUG00000004242
macaca_nemestrina ENSMNEG00000006946
cercocebus_atys ENSCATG00000033822
chlorocebus_sabaeus ENSCSAG00000009909
colobus_angolensis_palliatus ENSCANG00000024063
piliocolobus_tephrosceles ENSPTEG00000036673
rhinopithecus_roxellana ENSRROG00000028648
rhinopithecus_bieti ENSRBIG00000031840
cebus_capucinus_imitator ENSCCAG00000025351
saimiri_boliviensis_boliviensis ENSSBOG00000021855
callithrix_jacchus ENSCJAG00000004968
aotus_nancymaae ENSANAG00000030787
cebus_capucinus_imitator ENSCCAG00000030084
callithrix_jacchus ENSCJAG00000047595
saimiri_boliviensis_boliviensis ENSSBOG00000017337
aotus_nancymaae ENSANAG00000023212
papio_anubis ENSPANG00000016073
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029880
mus_spicilegus ENSMSIG00000024753
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005069
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022599
rattus_norvegicus ENSRNOG00000049203
rattus_norvegicus ENSRNOG00000010407
meriones_unguiculatus ENSMUGG00000013084
cricetulus_griseus_crigri_1.0 ENSCGRG00000015784
cricetulus_griseus_crigri-picr ENSCGRG00015001339
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020537
mesocricetus_auratus ENSMAUG00000012548
microtus_ochrogaster ENSMOCG00000017492
peromyscus_maniculatus_bairdii ENSPEMG00000011167
nannospalax_galili ENSNGAG00000022852
jaculus_jaculus ENSJJAG00000011638
jaculus_jaculus ENSJJAG00000017549
jaculus_jaculus ENSJJAG00000010801
castor_canadensis ENSCCNG00000024304
chinchilla_lanigera ENSCLAG00000014902
octodon_degus ENSODEG00000002469
cavia_porcellus ENSCPOG00000004889
cavia_aperea ENSCAPG00000000096
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001679
