castor_canadensis ENSCCNG00000028382
dipodomys_ordii ENSDORG00000003067
cricetulus_griseus_crigri_1.0 ENSCGRG00000005713
cricetulus_griseus_crigri-picr ENSCGRG00015025385
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014232
mesocricetus_auratus ENSMAUG00000009807
microtus_ochrogaster ENSMOCG00000017242
peromyscus_maniculatus_bairdii ENSPEMG00000026695
mus_spicilegus ENSMSIG00000027512
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031584
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030689
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030470
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013680
rattus_norvegicus ENSRNOG00000019960
meriones_unguiculatus ENSMUGG00000012320
nannospalax_galili ENSNGAG00000023457
jaculus_jaculus ENSJJAG00000016296
chinchilla_lanigera ENSCLAG00000010213
octodon_degus ENSODEG00000014791
cavia_aperea ENSCAPG00000017943
cavia_porcellus ENSCPOG00000011974
ictidomys_tridecemlineatus ENSSTOG00000001543
spermophilus_dauricus ENSSDAG00000007382
marmota_marmota_marmota ENSMMMG00000023736
urocitellus_parryii ENSUPAG00010009549
oryctolagus_cuniculus ENSOCUG00000006323
ochotona_princeps ENSOPRG00000009692
bison_bison_bison ENSBBBG00000017333
bos_mutus ENSBMUG00000026272
panthera_tigris_altaica ENSPTIG00000013860
mandrillus_leucophaeus ENSMLEG00000028070
cercocebus_atys ENSCATG00000031454
papio_anubis ENSPANG00000032529
macaca_fascicularis ENSMFAG00000037830
macaca_mulatta ENSMMUG00000020276
macaca_nemestrina ENSMNEG00000029595
theropithecus_gelada ENSTGEG00000013975
chlorocebus_sabaeus ENSCSAG00000006149
rhinopithecus_bieti ENSRBIG00000037079
rhinopithecus_roxellana ENSRROG00000035493
colobus_angolensis_palliatus ENSCANG00000036905
pan_troglodytes ENSPTRG00000007979
pan_paniscus ENSPPAG00000043512
gorilla_gorilla ENSGGOG00000012004
homo_sapiens ENSG00000169592
nomascus_leucogenys ENSNLEG00000007617
pongo_abelii ENSPPYG00000007245
piliocolobus_tephrosceles ENSPTEG00000024355
saimiri_boliviensis_boliviensis ENSSBOG00000030838
cebus_capucinus_imitator ENSCCAG00000019890
callithrix_jacchus ENSCJAG00000006954
aotus_nancymaae ENSANAG00000036566
carlito_syrichta ENSTSYG00000027247
microcebus_murinus ENSMICG00000031360
prolemur_simus ENSPSMG00000020234
propithecus_coquereli ENSPCOG00000019034
otolemur_garnettii ENSOGAG00000011649
procavia_capensis ENSPCAG00000000039
tupaia_belangeri ENSTBEG00000010016
vulpes_vulpes ENSVVUG00000026051
echinops_telfairi ENSETEG00000006431
dasypus_novemcinctus ENSDNOG00000025865
dasypus_novemcinctus ENSDNOG00000006416
loxodonta_africana ENSLAFG00000004631
equus_caballus ENSECAG00000015015
equus_asinus_asinus ENSEASG00005014612
pteropus_vampyrus ENSPVAG00000010548
sorex_araneus ENSSARG00000014263
myotis_lucifugus ENSMLUG00000008865
ovis_aries ENSOARG00000004425
capra_hircus ENSCHIG00000017542
bos_taurus ENSBTAG00000005030
tursiops_truncatus ENSTTRG00000005517
sus_scrofa ENSSSCG00000032921
ursus_americanus ENSUAMG00000024140
ursus_maritimus ENSUMAG00000011094
ailuropoda_melanoleuca ENSAMEG00000015128
canis_lupus_familiaris ENSCAFG00000017065
canis_lupus_dingo ENSCAFG00020017683
neovison_vison ENSNVIG00000025031
mustela_putorius_furo ENSMPUG00000012526
panthera_pardus ENSPPRG00000006002
felis_catus ENSFCAG00000014166
ornithorhynchus_anatinus ENSOANG00000010035
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018286
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017403
fukomys_damarensis ENSFDAG00000010046
phascolarctos_cinereus ENSPCIG00000025149
notamacropus_eugenii ENSMEUG00000013005
sarcophilus_harrisii ENSSHAG00000010296
monodelphis_domestica ENSMODG00000015706
coturnix_japonica ENSCJPG00005005876
gallus_gallus ENSGALG00000052652
serinus_canaria ENSSCAG00000015755
lonchura_striata_domestica ENSLSDG00000000618
chrysemys_picta_bellii ENSCPBG00000006545
gopherus_agassizii ENSGAGG00000005796
pogona_vitticeps ENSPVIG00000009171
anolis_carolinensis ENSACAG00000010179
notechis_scutatus ENSNSUG00000019259
salvator_merianae ENSSMRG00000000977
sphenodon_punctatus ENSSPUG00000010843
xenopus_tropicalis ENSXETG00000033211
latimeria_chalumnae ENSLACG00000000927
fundulus_heteroclitus ENSFHEG00000010720
cyprinodon_variegatus ENSCVAG00000022419
poecilia_formosa ENSPFOG00000015663
poecilia_latipinna ENSPLAG00000000217
poecilia_mexicana ENSPMEG00000004739
poecilia_reticulata ENSPREG00000013188
gambusia_affinis ENSGAFG00000021633
xiphophorus_maculatus ENSXMAG00000010963
kryptolebias_marmoratus ENSKMAG00000009417
oryzias_latipes_asm223471v1 ENSORLG00020003527
oryzias_latipes_asm223467v1 ENSORLG00000030515
oryzias_latipes_asm223469v1 ENSORLG00015000280
oryzias_melastigma ENSOMEG00000014887
monopterus_albus ENSMALG00000022530
astatotilapia_calliptera ENSACLG00000025667
mola_mola ENSMMOG00000015810
cynoglossus_semilaevis ENSCSEG00000019667
periophthalmus_magnuspinnatus ENSPMGG00000023907
mastacembelus_armatus ENSMAMG00000003894
anabas_testudineus ENSATEG00000020318
hippocampus_comes ENSHCOG00000000706
gasterosteus_aculeatus ENSGACG00000009624
labrus_bergylta ENSLBEG00000010605
seriola_dumerili ENSSDUG00000014132
seriola_lalandi_dorsalis ENSSLDG00000024791
scophthalmus_maximus ENSSMAG00000009739
pundamilia_nyererei ENSPNYG00000022546
haplochromis_burtoni ENSHBUG00000017047
maylandia_zebra ENSMZEG00005018301
oreochromis_niloticus ENSONIG00000013063
neolamprologus_brichardi ENSNBRG00000020630
amphilophus_citrinellus ENSACIG00000013722
acanthochromis_polyacanthus ENSAPOG00000020802
acanthochromis_polyacanthus ENSAPOG00000020949
amphiprion_ocellaris ENSAOCG00000008019
amphiprion_percula ENSAPEG00000010817
stegastes_partitus ENSSPAG00000017218
takifugu_rubripes ENSTRUG00000012251
tetraodon_nigroviridis ENSTNIG00000008012
gadus_morhua ENSGMOG00000015016
esox_lucius ENSELUG00000006479
pygocentrus_nattereri ENSPNAG00000021014
astyanax_mexicanus ENSAMXG00000031687
ictalurus_punctatus ENSIPUG00000005183
danio_rerio ENSDARG00000022939
scleropages_formosus ENSSFOG00015014223
lepisosteus_oculatus ENSLOCG00000011107
eptatretus_burgeri ENSEBUG00000000598
ciona_intestinalis ENSCING00000008868
drosophila_melanogaster FBgn0033566
