anolis_carolinensis ENSACAG00000016565
notechis_scutatus ENSNSUG00000019312
sphenodon_punctatus ENSSPUG00000005137
chrysemys_picta_bellii ENSCPBG00000020061
chrysemys_picta_bellii ENSCPBG00000020062
gopherus_agassizii ENSGAGG00000025877
chelonoidis_abingdonii ENSCABG00000015124
pelodiscus_sinensis ENSPSIG00000012166
anser_brachyrhynchus ENSABRG00000012797
anas_platyrhynchos_platyrhynchos ENSAPLG00000004902
gallus_gallus ENSGALG00000012220
meleagris_gallopavo ENSMGAG00000013696
coturnix_japonica ENSCJPG00005006275
numida_meleagris ENSNMEG00000017175
calidris_pygmaea ENSCPGG00000008229
calidris_pugnax ENSCPUG00000019959
melopsittacus_undulatus ENSMUNG00000004300
taeniopygia_guttata ENSTGUG00000013094
serinus_canaria ENSSCAG00000002328
junco_hyemalis ENSJHYG00000016205
zonotrichia_albicollis ENSZALG00000013016
lonchura_striata_domestica ENSLSDG00000015806
parus_major ENSPMJG00000011820
cyanistes_caeruleus ENSCCEG00000002924
ficedula_albicollis ENSFALG00000003820
manacus_vitellinus ENSMVIG00005011138
lepidothrix_coronata ENSLCOG00000011705
phascolarctos_cinereus ENSPCIG00000012313
phascolarctos_cinereus ENSPCIG00000007318
notamacropus_eugenii ENSMEUG00000002497
sarcophilus_harrisii ENSSHAG00000008977
monodelphis_domestica ENSMODG00000011594
vicugna_pacos ENSVPAG00000001795
sus_scrofa ENSSSCG00000005047
ovis_aries ENSOARG00000021070
capra_hircus ENSCHIG00000010569
bos_mutus ENSBMUG00000014393
bos_taurus ENSBTAG00000019496
bison_bison_bison ENSBBBG00000018754
tursiops_truncatus ENSTTRG00000008253
equus_asinus_asinus ENSEASG00005003194
equus_caballus ENSECAG00000019433
neovison_vison ENSNVIG00000002642
mustela_putorius_furo ENSMPUG00000005473
canis_lupus_dingo ENSCAFG00020018297
canis_lupus_familiaris ENSCAFG00000014897
vulpes_vulpes ENSVVUG00000029666
ursus_maritimus ENSUMAG00000015850
ursus_americanus ENSUAMG00000025360
ailuropoda_melanoleuca ENSAMEG00000015323
panthera_pardus ENSPPRG00000011076
panthera_tigris_altaica ENSPTIG00000010145
panthera_pardus ENSPPRG00000023005
felis_catus ENSFCAG00000015089
pteropus_vampyrus ENSPVAG00000016054
myotis_lucifugus ENSMLUG00000007147
sorex_araneus ENSSARG00000008761
chinchilla_lanigera ENSCLAG00000010289
octodon_degus ENSODEG00000011323
cavia_porcellus ENSCPOG00000004203
cavia_aperea ENSCAPG00000013243
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008107
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014824
fukomys_damarensis ENSFDAG00000010113
castor_canadensis ENSCCNG00000023299
cricetulus_griseus_crigri_1.0 ENSCGRG00000011579
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013177
cricetulus_griseus_crigri-picr ENSCGRG00015000007
mesocricetus_auratus ENSMAUG00000005025
peromyscus_maniculatus_bairdii ENSPEMG00000019482
microtus_ochrogaster ENSMOCG00000014227
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037628
mus_spicilegus ENSMSIG00000018974
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020045
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019157
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030174
rattus_norvegicus ENSRNOG00000009785
meriones_unguiculatus ENSMUGG00000000187
nannospalax_galili ENSNGAG00000000269
jaculus_jaculus ENSJJAG00000014203
marmota_marmota_marmota ENSMMMG00000002335
ictidomys_tridecemlineatus ENSSTOG00000011339
urocitellus_parryii ENSUPAG00010003565
spermophilus_dauricus ENSSDAG00000018769
tupaia_belangeri ENSTBEG00000010203
pan_troglodytes ENSPTRG00000006360
pan_paniscus ENSPPAG00000041424
gorilla_gorilla ENSGGOG00000005725
homo_sapiens ENSG00000100526
pongo_abelii ENSPPYG00000005827
nomascus_leucogenys ENSNLEG00000012673
macaca_mulatta ENSMMUG00000012323
macaca_nemestrina ENSMNEG00000038387
macaca_fascicularis ENSMFAG00000045970
theropithecus_gelada ENSTGEG00000010423
papio_anubis ENSPANG00000015151
mandrillus_leucophaeus ENSMLEG00000036368
cercocebus_atys ENSCATG00000045220
chlorocebus_sabaeus ENSCSAG00000014837
colobus_angolensis_palliatus ENSCANG00000037052
piliocolobus_tephrosceles ENSPTEG00000038615
rhinopithecus_bieti ENSRBIG00000044080
rhinopithecus_roxellana ENSRROG00000034662
saimiri_boliviensis_boliviensis ENSSBOG00000023960
callithrix_jacchus ENSCJAG00000007280
cebus_capucinus_imitator ENSCCAG00000023867
aotus_nancymaae ENSANAG00000025185
propithecus_coquereli ENSPCOG00000028559
microcebus_murinus ENSMICG00000016195
prolemur_simus ENSPSMG00000008790
otolemur_garnettii ENSOGAG00000009667
ochotona_princeps ENSOPRG00000005271
oryctolagus_cuniculus ENSOCUG00000003047
carlito_syrichta ENSTSYG00000011247
felis_catus ENSFCAG00000028577
dipodomys_ordii ENSDORG00000001490
erinaceus_europaeus ENSEEUG00000015052
choloepus_hoffmanni ENSCHOG00000012823
choloepus_hoffmanni ENSCHOG00000011250
dasypus_novemcinctus ENSDNOG00000014963
loxodonta_africana ENSLAFG00000014833
procavia_capensis ENSPCAG00000015559
echinops_telfairi ENSETEG00000018617
ornithorhynchus_anatinus ENSOANG00000011010
latimeria_chalumnae ENSLACG00000019073
oryzias_latipes_asm223469v1 ENSORLG00015023064
oryzias_latipes_asm223467v1 ENSORLG00000009158
