amphiprion_percula ENSAPEG00000024716
amphiprion_ocellaris ENSAOCG00000021003
acanthochromis_polyacanthus ENSAPOG00000022511
stegastes_partitus ENSSPAG00000018399
maylandia_zebra ENSMZEG00005023348
pundamilia_nyererei ENSPNYG00000021190
oryzias_latipes_asm223467v1 ENSORLG00000029225
oryzias_latipes_asm223469v1 ENSORLG00015003403
oryzias_latipes_asm223471v1 ENSORLG00020008566
oryzias_melastigma ENSOMEG00000018189
scophthalmus_maximus ENSSMAG00000019964
monopterus_albus ENSMALG00000002145
mastacembelus_armatus ENSMAMG00000004481
poecilia_mexicana ENSPMEG00000022986
poecilia_mexicana ENSPMEG00000018788
poecilia_latipinna ENSPLAG00000019055
poecilia_reticulata ENSPREG00000021566
xiphophorus_maculatus ENSXMAG00000022729
xiphophorus_couchianus ENSXCOG00000015339
gambusia_affinis ENSGAFG00000019952
fundulus_heteroclitus ENSFHEG00000007627
seriola_dumerili ENSSDUG00000003949
seriola_lalandi_dorsalis ENSSLDG00000017130
cynoglossus_semilaevis ENSCSEG00000017350
amphilophus_citrinellus ENSACIG00000016687
anabas_testudineus ENSATEG00000024368
mola_mola ENSMMOG00000015052
takifugu_rubripes ENSTRUG00000025440
labrus_bergylta ENSLBEG00000011315
