scophthalmus_maximus ENSSMAG00000005189
cynoglossus_semilaevis ENSCSEG00000004632
oryzias_latipes_asm223471v1 ENSORLG00020002754
oryzias_latipes_asm223469v1 ENSORLG00015018156
oryzias_latipes_asm223467v1 ENSORLG00000028023
oryzias_melastigma ENSOMEG00000017697
periophthalmus_magnuspinnatus ENSPMGG00000009886
tetraodon_nigroviridis ENSTNIG00000019796
tetraodon_nigroviridis ENSTNIG00000019794
mola_mola ENSMMOG00000015738
labrus_bergylta ENSLBEG00000026194
labrus_bergylta ENSLBEG00000005351
takifugu_rubripes ENSTRUG00000024429
tetraodon_nigroviridis ENSTNIG00000000858
gasterosteus_aculeatus ENSGACG00000005989
hippocampus_comes ENSHCOG00000013299
amphiprion_percula ENSAPEG00000012648
amphiprion_ocellaris ENSAOCG00000006728
acanthochromis_polyacanthus ENSAPOG00000017592
stegastes_partitus ENSSPAG00000003216
cyprinodon_variegatus ENSCVAG00000017034
fundulus_heteroclitus ENSFHEG00000010013
xiphophorus_maculatus ENSXMAG00000024081
xiphophorus_couchianus ENSXCOG00000019096
gambusia_affinis ENSGAFG00000006204
poecilia_formosa ENSPFOG00000003018
poecilia_mexicana ENSPMEG00000001721
poecilia_latipinna ENSPLAG00000008421
poecilia_reticulata ENSPREG00000018207
kryptolebias_marmoratus ENSKMAG00000002285
astatotilapia_calliptera ENSACLG00000002148
pundamilia_nyererei ENSPNYG00000003925
haplochromis_burtoni ENSHBUG00000001972
maylandia_zebra ENSMZEG00005019532
neolamprologus_brichardi ENSNBRG00000010163
oreochromis_niloticus ENSONIG00000015773
anabas_testudineus ENSATEG00000022509
mastacembelus_armatus ENSMAMG00000018936
monopterus_albus ENSMALG00000004129
amphilophus_citrinellus ENSACIG00000001298
labrus_bergylta ENSLBEG00000023133
seriola_dumerili ENSSDUG00000003072
seriola_lalandi_dorsalis ENSSLDG00000008322
gadus_morhua ENSGMOG00000015209
pogona_vitticeps ENSPVIG00000000701
pygocentrus_nattereri ENSPNAG00000000526
danio_rerio ENSDARG00000029587
esox_lucius ENSELUG00000003764
paramormyrops_kingsleyae ENSPKIG00000015369
scleropages_formosus ENSSFOG00015000672
lepisosteus_oculatus ENSLOCG00000015881
anas_platyrhynchos_platyrhynchos ENSAPLG00000013095
melopsittacus_undulatus ENSMUNG00000010524
apteryx_haastii ENSAHAG00000003856
apteryx_owenii ENSAOWG00000012917
taeniopygia_guttata ENSTGUG00000013321
zonotrichia_albicollis ENSZALG00000007104
parus_major ENSPMJG00000013050
chrysemys_picta_bellii ENSCPBG00000020126
chelonoidis_abingdonii ENSCABG00000011798
pelodiscus_sinensis ENSPSIG00000015435
anolis_carolinensis ENSACAG00000010074
ochotona_princeps ENSOPRG00000002223
latimeria_chalumnae ENSLACG00000001604
lepisosteus_oculatus ENSLOCG00000005379
