caenorhabditis_elegans_strain_n2 WBGene00016258
drosophila_melanogaster FBgn0039058
drosophila_melanogaster FBgn0285910
sarcophilus_harrisii ENSSHAG00000015489
monodelphis_domestica ENSMODG00000010616
gopherus_agassizii ENSGAGG00000018960
pelodiscus_sinensis ENSPSIG00000012242
notamacropus_eugenii ENSMEUG00000014351
phascolarctos_cinereus ENSPCIG00000031553
sarcophilus_harrisii ENSSHAG00000013154
monodelphis_domestica ENSMODG00000005918
chrysemys_picta_bellii ENSCPBG00000014574
meleagris_gallopavo ENSMGAG00000001760
coturnix_japonica ENSCJPG00005011251
gallus_gallus ENSGALG00000002237
numida_meleagris ENSNMEG00000013291
parus_major ENSPMJG00000014705
cyanistes_caeruleus ENSCCEG00000008599
lonchura_striata_domestica ENSLSDG00000015622
serinus_canaria ENSSCAG00000005753
taeniopygia_guttata ENSTGUG00000005881
lepidothrix_coronata ENSLCOG00000015398
ficedula_albicollis ENSFALG00000007272
junco_hyemalis ENSJHYG00000001285
zonotrichia_albicollis ENSZALG00000007795
nothoprocta_perdicaria ENSNPEG00000006339
calidris_pygmaea ENSCPGG00000013507
calidris_pugnax ENSCPUG00000010588
melopsittacus_undulatus ENSMUNG00000000669
apteryx_owenii ENSAOWG00000005826
apteryx_rowi ENSARWG00000007943
dromaius_novaehollandiae ENSDNVG00000013528
anser_brachyrhynchus ENSABRG00000003539
salvator_merianae ENSSMRG00000004396
notechis_scutatus ENSNSUG00000004595
sphenodon_punctatus ENSSPUG00000009156
apteryx_haastii ENSAHAG00000004750
chrysemys_picta_bellii ENSCPBG00000015627
manacus_vitellinus ENSMVIG00005011435
anas_platyrhynchos_platyrhynchos ENSAPLG00000007502
chelonoidis_abingdonii ENSCABG00000003760
anolis_carolinensis ENSACAG00000009818
bos_mutus ENSBMUG00000003696
bison_bison_bison ENSBBBG00000015106
ovis_aries ENSOARG00000002996
capra_hircus ENSCHIG00000017558
tursiops_truncatus ENSTTRG00000009070
sus_scrofa ENSSSCG00000002776
myotis_lucifugus ENSMLUG00000005187
pteropus_vampyrus ENSPVAG00000008207
ursus_maritimus ENSUMAG00000019723
ursus_americanus ENSUAMG00000015919
ailuropoda_melanoleuca ENSAMEG00000017393
neovison_vison ENSNVIG00000010093
mustela_putorius_furo ENSMPUG00000006345
canis_lupus_familiaris ENSCAFG00000020360
canis_lupus_dingo ENSCAFG00020018180
vulpes_vulpes ENSVVUG00000012104
panthera_tigris_altaica ENSPTIG00000013473
panthera_pardus ENSPPRG00000009684
felis_catus ENSFCAG00000003433
equus_caballus ENSECAG00000015817
equus_asinus_asinus ENSEASG00005012742
vicugna_pacos ENSVPAG00000004404
bos_taurus ENSBTAG00000014553
dasypus_novemcinctus ENSDNOG00000045091
panthera_pardus ENSPPRG00000002384
erinaceus_europaeus ENSEEUG00000010148
vulpes_vulpes ENSVVUG00000015631
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011430
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016926
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013737
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012983
fukomys_damarensis ENSFDAG00000017077
chinchilla_lanigera ENSCLAG00000003151
octodon_degus ENSODEG00000016167
cavia_porcellus ENSCPOG00000010904
cavia_aperea ENSCAPG00000006840
urocitellus_parryii ENSUPAG00010001017
spermophilus_dauricus ENSSDAG00000017360
marmota_marmota_marmota ENSMMMG00000015116
ictidomys_tridecemlineatus ENSSTOG00000016447
dipodomys_ordii ENSDORG00000013966
castor_canadensis ENSCCNG00000014733
mus_spicilegus ENSMSIG00000016254
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000013160
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032603
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031485
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023085
rattus_norvegicus ENSRNOG00000017235
meriones_unguiculatus ENSMUGG00000016690
