astyanax_mexicanus ENSAMXG00000037045
pygocentrus_nattereri ENSPNAG00000022044
ictalurus_punctatus ENSIPUG00000004041
danio_rerio ENSDARG00000038954
fundulus_heteroclitus ENSFHEG00000008589
cyprinodon_variegatus ENSCVAG00000017185
poecilia_mexicana ENSPMEG00000000543
poecilia_latipinna ENSPLAG00000020203
poecilia_formosa ENSPFOG00000021679
poecilia_reticulata ENSPREG00000015481
xiphophorus_maculatus ENSXMAG00000029666
xiphophorus_couchianus ENSXCOG00000004701
gasterosteus_aculeatus ENSGACG00000007303
pundamilia_nyererei ENSPNYG00000006712
maylandia_zebra ENSMZEG00005013401
haplochromis_burtoni ENSHBUG00000021076
oreochromis_niloticus ENSONIG00000002386
amphilophus_citrinellus ENSACIG00000003859
acanthochromis_polyacanthus ENSAPOG00000012385
amphiprion_ocellaris ENSAOCG00000014581
stegastes_partitus ENSSPAG00000010447
monopterus_albus ENSMALG00000020831
anabas_testudineus ENSATEG00000018102
labrus_bergylta ENSLBEG00000021216
mola_mola ENSMMOG00000009152
amphiprion_percula ENSAPEG00000018525
kryptolebias_marmoratus ENSKMAG00000016271
astatotilapia_calliptera ENSACLG00000025967
neolamprologus_brichardi ENSNBRG00000007100
tetraodon_nigroviridis ENSTNIG00000000843
takifugu_rubripes ENSTRUG00000023589
mastacembelus_armatus ENSMAMG00000009743
oryzias_latipes_asm223471v1 ENSORLG00020012743
oryzias_latipes_asm223467v1 ENSORLG00000029626
oryzias_latipes_asm223469v1 ENSORLG00015004502
oryzias_melastigma ENSOMEG00000022428
gambusia_affinis ENSGAFG00000019351
seriola_dumerili ENSSDUG00000007665
seriola_lalandi_dorsalis ENSSLDG00000000978
scophthalmus_maximus ENSSMAG00000018080
cynoglossus_semilaevis ENSCSEG00000006360
tetraodon_nigroviridis ENSTNIG00000015165
periophthalmus_magnuspinnatus ENSPMGG00000009409
hippocampus_comes ENSHCOG00000015544
gadus_morhua ENSGMOG00000000713
esox_lucius ENSELUG00000013896
scleropages_formosus ENSSFOG00015013370
scleropages_formosus ENSSFOG00015008436
paramormyrops_kingsleyae ENSPKIG00000013900
lepisosteus_oculatus ENSLOCG00000006849
taeniopygia_guttata ENSTGUG00000003606
lonchura_striata_domestica ENSLSDG00000016085
parus_major ENSPMJG00000014823
serinus_canaria ENSSCAG00000017008
zonotrichia_albicollis ENSZALG00000005631
cyanistes_caeruleus ENSCCEG00000020367
ficedula_albicollis ENSFALG00000007260
manacus_vitellinus ENSMVIG00005006766
lepidothrix_coronata ENSLCOG00000014523
junco_hyemalis ENSJHYG00000010500
dromaius_novaehollandiae ENSDNVG00000017364
crocodylus_porosus ENSCPRG00005003162
gopherus_agassizii ENSGAGG00000012325
anolis_carolinensis ENSACAG00000013203
pogona_vitticeps ENSPVIG00000021559
notechis_scutatus ENSNSUG00000009969
salvator_merianae ENSSMRG00000013136
sphenodon_punctatus ENSSPUG00000019064
chrysemys_picta_bellii ENSCPBG00000022061
chelonoidis_abingdonii ENSCABG00000017594
pelodiscus_sinensis ENSPSIG00000004172
calidris_pygmaea ENSCPGG00000011223
calidris_pugnax ENSCPUG00000013301
nothoprocta_perdicaria ENSNPEG00000010392
anser_brachyrhynchus ENSABRG00000007922
anas_platyrhynchos_platyrhynchos ENSAPLG00000018129
gallus_gallus ENSGALG00000053363
coturnix_japonica ENSCJPG00005012487
meleagris_gallopavo ENSMGAG00000004178
numida_meleagris ENSNMEG00000013016
melopsittacus_undulatus ENSMUNG00000016190
apteryx_owenii ENSAOWG00000006333
apteryx_haastii ENSAHAG00000010452
apteryx_rowi ENSARWG00000001961
phascolarctos_cinereus ENSPCIG00000035084
notamacropus_eugenii ENSMEUG00000005240
sarcophilus_harrisii ENSSHAG00000011103
